file_name,decision,reason,duplicate_group,notes
_Das ist schon eine brisante Mischung_ In den Kommunen verliert die Asylpolitik zusehends Akzeptanz.PDF,keep,,,
"Am Limit Die Kommunen müssen immer mehr Flüchtlinge unterbringen, können sich das aber nicht leisten.PDF",keep,,,
Bund will offenbar den Ernst der Lage nicht verstehen.PDF,keep,,,
Bundesregierung für Verfahren an den EU-Außengrenzen Migration Innenministerin Nancy Faeser (SPD) si.PDF,keep,,,
Dreimal mehr Teilnehmer an Integrationskursen.PDF,keep,,,
Eine Milliarde Euro mehr für Flüchtlinge Bund und Länder haben bis in die Abendstunden über die Vert(2).PDF,keep,,variant_001,Representative kept for variant_001.
Eine Milliarde Euro mehr für Flüchtlinge Bund und Länder haben bis in die Abendstunden über die Vert.PDF,drop,regional_variant,variant_001,Dropped in favor of representative file: Eine Milliarde Euro mehr für Flüchtlinge Bund und Länder haben bis in die Abendstunden über die Vert(2).PDF (variant_001).
Eine Milliarde mehr für Flüchtlinge Zusage des Bundes an die Länder. Entscheidung über dauerhaft höh.PDF,keep,,,
Eine Milliarde zusätzlich und eine Arbeitsgruppe Migration Nach dem Flüchtlingsgipfel liegt ein Komp.PDF,keep,,,
Einigung beim Flüchtlingsgipfel.PDF,keep,,,
Faesers großer Migrationsplan Die Bundesinnenministerin will in Brüssel eine schärfere Asylpolitik d.PDF,keep,,,
"FALSCHE FREUNDE William Gensee floh aus Liberia nach Deutschland, um endlich frei leben zu können. D.PDF",keep,,,
Flucht nach Europa.PDF,keep,,,
Flüchtlinge_ Mehr Geld für Länder Migration Ministerpräsidenten zum Gipfel im Kanzleramt   Asylverfa.PDF,keep,,,
Flüchtlinge_ Stadt zahlt die Hälfte selbst Die Stadt Duisburg bekommt nur gut die Hälfte der Kosten.PDF,keep,,,
Flüchtlingsgipfel.PDF,keep,,,
Große Skepsis gegenüber Zuwanderung Deutschlandtrend_ Die meisten Befragten sehen überwiegend Nachte.PDF,keep,,,
Heikle Gratwanderung im Stuttgarter Landtag Flüchtlinge Die CDU hat sich in Migrationsfragen der AfD.PDF,keep,,,
Heyde kritisiert Asylpolitik der NRW-Landesregierung.PDF,keep,,,
Im Chor mit der Union Dinah Riese über die Flüchtlingspolitik der Ampel.PDF,drop,commentary_noncore,,
LEA-Leiter_ Das System entlasten Flüchtlinge Die Debatte über Finanzen und Unterbringung von Migrant.PDF,keep,,,
Liebäugeln mit Ankerzentren.PDF,keep,,,
Länder fordern deutlich mehr Geld Der Bund soll seinen Anteil an den Flüchtlingskosten mindestens ve.PDF,keep,,,
Länder und Bund auf Konfrontationskurs Vor dem Flüchtlingsgipfel an diesem Mittwoch in Berlin schein(2).PDF,drop,duplicate_exact,exact_001,Dropped in favor of representative file: Länder und Bund auf Konfrontationskurs Vor dem Flüchtlingsgipfel an diesem Mittwoch in Berlin schein.PDF (exact_001).
Länder und Bund auf Konfrontationskurs Vor dem Flüchtlingsgipfel an diesem Mittwoch in Berlin schein.PDF,keep,,exact_001,Representative kept for exact_001.
Migration_ Wegner will Task Force Regierender Bürgermeister nach Flüchtlingsgipfel verhalten positiv.PDF,keep,,,
NRW macht Druck vor Flüchtlingsgipfel Regierungschef Hendrik Wüst fordert vom Bund mehr Geld und für.PDF,keep,,,
NRW-Flüchtlingsministerin drängt Bundesregierung  Josefine Paul warnt vor einer Aushöhlung des Asylr(2).PDF,drop,duplicate_exact,exact_002,Dropped in favor of representative file: NRW-Flüchtlingsministerin drängt Bundesregierung  Josefine Paul warnt vor einer Aushöhlung des Asylr.PDF (exact_002).
NRW-Flüchtlingsministerin drängt Bundesregierung  Josefine Paul warnt vor einer Aushöhlung des Asylr.PDF,keep,,exact_002,Representative kept for exact_002.
Ramelow für pauschale Zusagen.PDF,keep,,,
Realitätsflucht Die Bundesregierung macht sich und den Leuten etwas vor_ Ihre Maßnahmen helfen nicht.PDF,keep,,,
Regierung will mehr abschieben Migration Viele Kommunen sehen sich bei der Aufnahme von Asylbewerber.PDF,keep,,,
Rhein vermisst Systemwechsel.PDF,keep,,,
Schutz vor Abschiebung in den Sudan.PDF,keep,,,
Seehofer lässt grüßen.PDF,drop,commentary_noncore,,
Stärkung der politischen Rechten befürchtet.PDF,keep,,,
"Verhärtete Fronten vor Flüchtlingsgipfel Migration Bund, Länder und Kommunen streiten ums Geld für U.PDF",keep,,,
