group_id,group_type,item_count,files,titles,publications,dates
exact_001,duplicate_exact,2,Warnende Stimme der Juden Zentralrats-Präsident Josef Schuster am Dienstag im SWP-Forum(2).PDF | Warnende Stimme der Juden Zentralrats-Präsident Josef Schuster am Dienstag im SWP-Forum.PDF,Warnende Stimme der Juden Zentralrats-Präsident Josef Schuster am Dienstag im SWP-Forum | Warnende Stimme der Juden Zentralrats-Präsident Josef Schuster am Dienstag im SWP-Forum,Südwest Presse | Südwest Presse,Samstag 20. Februar 2016 | Samstag 20. Februar 2016
near_001,duplicate_near,2,93 Millionen werden wir sein Durch Zuwanderung werden in 50 Jahren mehr Menschen in Deutschland lebe(2).PDF | 93 Millionen werden wir sein Durch Zuwanderung werden in 50 Jahren mehr Menschen in Deutschland lebe.PDF,93 Millionen werden wir sein Durch Zuwanderung werden in 50 Jahren mehr Menschen in Deutschland leben | 93 Millionen werden wir sein; Durch Zuwanderung werden in 50 Jahren mehr Menschen in Deutschland leben,Die ZEIT (inklusive ZEIT Magazin) | Die ZEIT (inklusive ZEIT Magazin),25. Februar 2016 | 25. Februar 2016
near_002,duplicate_near,2,"Die menschliche Grenze Jenseits von Schießbefehl, Obergrenzen und _Weiter so__ Wie eine Lösung der F.PDF | Die menschliche Grenze Jenseits von Schießbefehl, Obergrenzen und »Weiter so«_ Wie eine Lösung der F.PDF","Die menschliche Grenze; Jenseits von Schießbefehl, Obergrenzen und ""Weiter so"": Wie eine Lösung der | Die menschliche Grenze Jenseits von Schießbefehl, Obergrenzen und »Weiter so«: Wie eine Lösung der",Die ZEIT (inklusive ZEIT Magazin) | Die ZEIT (inklusive ZEIT Magazin),4. Februar 2016 | 4. Februar 2016
near_003,duplicate_near,2,Ein Marshallplan für Syrien Kein Land zahlt so viel für die Syrien-Hilfe wie Deutschland. Darin zeig(2).PDF | Ein Marshallplan für Syrien Kein Land zahlt so viel für die Syrien-Hilfe wie Deutschland. Darin zeig.PDF,Ein Marshallplan für Syrien Kein Land zahlt so viel für die Syrien-Hilfe wie Deutschland. Darin zeigt sich vor | Ein Marshallplan für Syrien Kein Land zahlt so viel für die Syrien-Hilfe wie Deutschland. Darin zeigt sich vor,Die ZEIT (inklusive ZEIT Magazin) | Die ZEIT (inklusive ZEIT Magazin),18. Februar 2016 | 18. Februar 2016
near_004,duplicate_near,2,Gefahr für die kommunalen Haushalte(2).PDF | Gefahr für die kommunalen Haushalte.PDF,Gefahr für die kommunalen Haushalte | Gefahr für die kommunalen Haushalte,Rheinische Post | Rheinische Post,Donnerstag 11. Februar 2016 | Donnerstag 11. Februar 2016
near_005,duplicate_near,2,Sollten unsere Kinder nicht Arabisch lernen_ Wir müssen die ausländischen Muttersprachler als Chance(2).PDF | Sollten unsere Kinder nicht Arabisch lernen_ Wir müssen die ausländischen Muttersprachler als Chance.PDF,Sollten unsere Kinder nicht Arabisch lernen? Wir müssen die ausländischen Muttersprachler als Chance | Sollten unsere Kinder nicht Arabisch lernen? Wir müssen die ausländischen Muttersprachler als Chance,Die ZEIT (inklusive ZEIT Magazin) | Die ZEIT (inklusive ZEIT Magazin),4. Februar 2016 | 4. Februar 2016
near_006,duplicate_near,2,Zuschuss für die Heimreise Jede Woche kehren Hunderte Flüchtlinge freiwillig in ihre Heimat zurück -(2).PDF | Zuschuss für die Heimreise Jede Woche kehren Hunderte Flüchtlinge freiwillig in ihre Heimat zurück -.PDF,Zuschuss für die Heimreise Jede Woche kehren Hunderte Flüchtlinge freiwillig in ihre Heimat zurück - | Zuschuss für die Heimreise Jede Woche kehren Hunderte Flüchtlinge freiwillig in ihre Heimat zurück -,Die ZEIT (inklusive ZEIT Magazin) | Die ZEIT (inklusive ZEIT Magazin),4. Februar 2016 | 4. Februar 2016
near_007,duplicate_near,2,"Zählen wie Augustus Wir brauchen einen Zensus nach alter Art, um Politik modern gestalten zu können(2).PDF | Zählen wie Augustus Wir brauchen einen Zensus nach alter Art, um Politik modern gestalten zu können.PDF","Zählen wie Augustus Wir brauchen einen Zensus nach alter Art, um Politik modern gestalten zu können | Zählen wie Augustus Wir brauchen einen Zensus nach alter Art, um Politik modern gestalten zu können",Die ZEIT (inklusive ZEIT Magazin) | Die ZEIT (inklusive ZEIT Magazin),11. Februar 2016 | 11. Februar 2016
variant_001,regional_variant,2,93 Millionen werden wir sein Durch Zuwanderung werden in 50 Jahren mehr Menschen in Deutschland lebe(2).PDF | 93 Millionen werden wir sein Durch Zuwanderung werden in 50 Jahren mehr Menschen in Deutschland lebe.PDF,93 Millionen werden wir sein Durch Zuwanderung werden in 50 Jahren mehr Menschen in Deutschland leben | 93 Millionen werden wir sein; Durch Zuwanderung werden in 50 Jahren mehr Menschen in Deutschland leben,Die ZEIT (inklusive ZEIT Magazin) | Die ZEIT (inklusive ZEIT Magazin),25. Februar 2016 | 25. Februar 2016
variant_002,regional_variant,2,"Die menschliche Grenze Jenseits von Schießbefehl, Obergrenzen und _Weiter so__ Wie eine Lösung der F.PDF | Die menschliche Grenze Jenseits von Schießbefehl, Obergrenzen und »Weiter so«_ Wie eine Lösung der F.PDF","Die menschliche Grenze; Jenseits von Schießbefehl, Obergrenzen und ""Weiter so"": Wie eine Lösung der | Die menschliche Grenze Jenseits von Schießbefehl, Obergrenzen und »Weiter so«: Wie eine Lösung der",Die ZEIT (inklusive ZEIT Magazin) | Die ZEIT (inklusive ZEIT Magazin),4. Februar 2016 | 4. Februar 2016
