file_name,decision,reason,duplicate_group,notes
21-Jähriger legt Feuer in seinem Zimmer in Flüchtlingsunterkunft Der polizeibekannte Mann hat gestan.PDF,keep,,,
"_Deutschland wird bunter werden_ In 20 Jahren ist jeder Dritte in der Bundesrepublik ein Zuwanderer,.PDF",keep,,,
_Ein sicherheitspolitischer Skandal_ Clanchef Miri hält sich nach seiner Abschiebung in den Libanon.PDF,keep,,,
_Finales Angebot_ an Kommunen Finanzministerin Sitzmann bietet höhere Zuschüsse an. Die Verbände sin.PDF,keep,,,
_Geflüchtete in Arbeit bringen_.PDF,keep,,,
"Abgeschoben - und jetzt wieder da Sie beantragten Asyl, wurden abgeschoben oder reisten aus - und si.PDF",keep,,,
Abschiebung als Spektakel Unerwartet transparent_ Im Falle  Ibrahim M.  durften die Medien die zweit.PDF,keep,,,
Abschiebung Miris wird vorbereitet BAMF lehnt Asylantrag des Schwerkriminellen ab.PDF,keep,,,
Anerkennung für die Flüchtlingspolitik Auf dem Höhepunkt der Eurokrise war sie die meistgehasste Pol.PDF,keep,,,
Auf familiären Spuren in Masuren Geschichte Siegmund Fröhlich hält Traditionen im ehemals deutschen(2).PDF,keep,,,
Auf familiären Spuren in Masuren Geschichte Siegmund Fröhlich hält Traditionen im ehemals deutschen.PDF,keep,,,
Beratungsstellen weisen Tausende Traumatisierte ab.PDF,keep,,,
Bildung ist der Schlüssel.PDF,keep,,,
Clan-Chef vor Abschiebung Asyl Bremer Verwaltungsgericht lehnt Eilantrag von Ibrahim Miri ab.PDF,keep,,,
Clan-Mitglied wird abgeschoben Bremer Fall Asylantrag des libanesischen Straftäters abgelehnt.PDF,keep,,,
Comeback des Clanchefs Ibrahim Miri ist nach seiner Abschiebung trotz umfassender Sicherheitsvorkehr.PDF,keep,,,
Das Elend in Paris und überall.PDF,keep,,,
Das waren die Zehnerjahre Zwischen Terrorangst und Tinder_ Die Jahre 2010 bis 2019 waren ein widersp.PDF,keep,,,
"Den Flüchtlingen auf dem Balkan droht der Kältetod Kein Wasser, kein Strom, keine Heizung, kein Esse.PDF",keep,,,
Der Tag der guten Taten Am Mitzvah Day feiert die jüdische Gemeinde weltweit einmal im Jahr das Ehre.PDF,keep,,,
Die neue Route nach Deutschland Auf ihrem Weg von der Türkei nach Mitteleuropa ziehen Tausende Migra.PDF,keep,,,
Ein Leben nach der IS-Gefangenschaft 1.000 Jesidinnen hat Baden-Württemberg 2015 mit einem Sonderkon.PDF,keep,,,
Ein Sprachrohr der Flüchtlinge.PDF,keep,,,
Einmal Kabul und wieder weg Das Programm StarthilfePlus will Geflüchtete freiwillig zur Rückkehr bew.PDF,keep,,,
Er ist wieder da.PDF,keep,,,
Ermittlungen gegen irakischen Minister.PDF,keep,,,
Flüchtlinge sollen bleiben dürfen Asylpolitik Edewechter schicken Resolution an BAMF und Ausländerbe.PDF,keep,,,
Gegen Mauern.PDF,drop,commentary_noncore,,
Grün und migrantisch Simone Schmollack über die OB-Wahl in Hannover.PDF,drop,commentary_noncore,,
Hildener Vereine bangen um Zuschüsse Wegen des Defizits im Haushalt plant die Stadt offenbar Streich.PDF,keep,,,
Junger Albaner ist jetzt Gerüstbauer Dorian Shkoza ist das Beispiel einer gelungenen Integration. Er.PDF,keep,,,
Kein Asyl für Clan-Chef Miri Libanese soll wieder abgeschoben werden.PDF,keep,,,
Lieber bei der Familie als allein in Deutschland Seit Jahren unterstützt die Bundesregierung die fre.PDF,keep,,,
Miri bekam die Promi-Express-Behandlung Internes Papier_ Zahl der Abschiebungen stagniert.PDF,keep,,,
Miri macht's möglich.PDF,keep,,,
nachrichten Menschen-Rettung Die Flüchtlinge.PDF,keep,,,
nachrichten Viel Trubel um die Heimkehr des.PDF,keep,,,
Neubaupläne für die Zeit nach den Flüchtlingen in Orsoy.PDF,keep,,,
"Nur Brave bekommen Rat Nachdem er sich über schlechte Betreuung beschwert hat, wird ein junger Flüch.PDF",keep,,,
"Polizei räumt Zeltstädte in Paris Einen Tag, nachdem die Regierung scharfe Maßnahmen in der Flüchtli.PDF",keep,,,
Schutz für Asylbewerber.PDF,keep,,,
"Spionage-Krise auf Türkisch Erneut ist in Ankara ein deutscher Anwalt festgenommen worden, der Türke(2).PDF",drop,duplicate_exact,exact_001,"Dropped in favor of representative file: Spionage-Krise auf Türkisch Erneut ist in Ankara ein deutscher Anwalt festgenommen worden, der Türke.PDF (exact_001)."
"Spionage-Krise auf Türkisch Erneut ist in Ankara ein deutscher Anwalt festgenommen worden, der Türke.PDF",keep,,exact_001,Representative kept for exact_001.
Türkei erbeutet mehr sensible Daten.PDF,keep,,,
Unterschriften-Aktion gegen Abschiebung Hamlet Aghafanyan (35) droht als geduldetem Flüchtling die A.PDF,keep,,,
Viel Rückendeckung für Hamlet Chefs und Kollegen der Firma Lankes wollen die Abschiebung ihres Kolle.PDF,keep,,,
Wie brisant sind Anwaltsakten_ Diplomatie Maas will bei Amtskollege Cavusoglu intervenieren.PDF,keep,,,
Wird Clanchef Miri bald abgeschoben_ In den kommenden Tagen will das Bremer Verwaltungsgericht über.PDF,keep,,,
"»Eine Katastrophe« Der afghanische Menschenrechtler Hadi Marifat hat untersucht, was nach den Abschi(2).PDF",drop,regional_variant,variant_001,"Dropped in favor of representative file: »Eine Katastrophe« Der afghanische Menschenrechtler Hadi Marifat hat untersucht, was nach den Abschi.PDF (variant_001)."
"»Eine Katastrophe« Der afghanische Menschenrechtler Hadi Marifat hat untersucht, was nach den Abschi.PDF",keep,,variant_001,Representative kept for variant_001.
