file_name,decision,reason,duplicate_group,notes
14 Flüchtlinge finden Asyl im Pfarrhaus.PDF,keep,,,
2000 neue Stellen beim Flüchtlingsamt Ziel ist die Beschleunigung der aktuellen und 200 000 alten As.PDF,keep,,,
8763 Flüchtlinge mehr nach Deutschland(2).PDF,keep,,,
8763 Flüchtlinge mehr nach Deutschland.PDF,keep,,,
920 statt 800 Flüchtlinge.PDF,keep,,,
"_Der Bund hat mit den Kosten vor Ort nichts zu tun_ Duisburg ist klamm, nimmt aber viele Flüchtlinge.PDF",keep,,,
_Die Bevölkerung ist weiter als die Politik_.PDF,keep,,,
_Flüchtlinge brauchen legale Wege nach Europa_ Der Migrationsexperte Jan Schneider unterstützt das R.PDF,keep,,,
_Für sich selbst sprechen_.PDF,keep,,,
"_Suchen Sie sich eine Frau, dann können Sie bleiben_ Ein Afrikaner reist heimlich nach Deutschland u.PDF",keep,,,
_Wir tragen Verantwortung_ MIGRATION Kampnagel-Chefin Amelie Deuflhard diskutiert mit Experten über.PDF,keep,,,
_Wir verspielen die Grundlage Europas_.PDF,keep,,,
_Wir zwingen die Menschen auf Schlepperboote_ Doris Schröder-Köpf hält den Umgang mit Flüchtlingen f.PDF,keep,,,
Aktivisten stoppen Abschiebung ASYL 100 Demonstranten versperren den Zugang zur Wohnung einer Flücht.PDF,keep,,,
Albaner haben Deutschland entdeckt Bundesamt für Migration rechnet mit noch mehr Asylbewerbern aus d.PDF,keep,,,
Auf deutscher Fregatte wird Babykost serviert.PDF,keep,,,
Ausgaben für Flüchtlinge steigen deutlich an.PDF,keep,,,
Bund und Länder einig Maßnahmenpaket für Flüchtlinge soll bis Mitte Juni stehen.PDF,keep,,,
"CDU will Flüchtlinge privat unterbringen APPELL Hamburgs CDU moniert, dass der Senat viel zu sehr au.PDF",keep,,,
Czaja erneuert Forderung nach Grundstücken und Immobilien des Bundes REAKTIONEN AUF _FLÜCHTLINGSGIPF.PDF,keep,,,
Der Humanität Vorrang einräumen.PDF,keep,,,
Der schwierige Kampf gegen Schleuser Für Deutschland steht zunächst Seenotrettung im Vordergrund - f.PDF,keep,,,
Deutschland Kompakt Flüchtlinge_ Minister Müller fordert EU-Sonderbeauftragten ++ Asylbewerber_ Behö.PDF,keep,,,
Die Zahl der Zuweisungen reißt nicht ab.PDF,keep,,,
Ein Heft über und für Flüchtlinge.PDF,keep,,,
"Ein Schiff für Vietnam , keins für Afrika Ende der 70er Jahre war die Solidarität mit den 1,5 Millio.PDF",keep,,,
Ein Zwischenruf zum ... ... Profit Barbara John über das Geschäft mit den Flüchtlingen.PDF,drop,commentary_noncore,,
Engpässe beim Sprachenlernen.PDF,keep,,,
EU will Flüchtlinge per Quote verteilen.PDF,keep,,,
"EU-Flüchtlingspolitik Erst helfen, dann verteilen Von Werner van Bebber.PDF",keep,,,
"Europa muss Festung sein Wir dürften uns nichtvor den Flüchtlingen verschließen, heißt es. Aber unko.PDF",keep,,,
FDP will mehr Geld für Flüchtlinge.PDF,keep,,,
Feldbetten im Konferenzraum.PDF,keep,,,
Flüchtlinge sollen neu verteilt werden EU-Kommission stellt Quotenregelung vor.PDF,keep,,,
Flüchtlinge von einst.PDF,keep,,,
Flüchtlinge warten in Neuss auf Abschiebung(2).PDF,keep,,variant_001,Representative kept for variant_001.
Flüchtlinge warten in Neuss auf Abschiebung.PDF,drop,regional_variant,variant_001,Dropped in favor of representative file: Flüchtlinge warten in Neuss auf Abschiebung(2).PDF (variant_001).
Flüchtlingsgipfel ohne die Kommunen.PDF,keep,,,
Flüchtlingsgipfel ohne Kommunen Die Migrationsbeauftragte der Bundesregierung will neue Strukturen s.PDF,keep,,,
Gefangen am Flughafen(2).PDF,keep,,,
Gefangen am Flughafen.PDF,keep,,,
Hoffen auf Veränderung.PDF,keep,,,
Im Stuhlkreis FLÜCHTLINGS-GIPFEL.PDF,keep,,,
Immer mehr Flüchtlinge kommen an.PDF,keep,,,
Immerhin reden sie MIGRATION Der erste Runde Tisch zu Flüchtlingsfragen lässt viele Fragen offen.PDF,keep,,,
IN ALLER KÜRZE.PDF,keep,,,
Jobs gegen Missstimmung Eine Studie kritisiert hohe Hürden für Flüchtlinge In der EU wird der Streit.PDF,keep,,,
Kein Geld für Kommunen FLÜCHTLINGSGIPFEL Keine konkreten finanziellen Zusagen. Bundesamt für Migrati.PDF,keep,,,
Kosten steigen aufs Zehnfache.PDF,keep,,,
Kritik an Unterbringung in Turnhalle.PDF,keep,,,
Kölner Talentscout für Flüchtlinge.PDF,keep,,,
Land dringt auf schnellere Asylverfahren.PDF,keep,,,
Land will von Berlin mehr Geld für Flüchtlinge.PDF,keep,,,
