file_name,decision,reason,duplicate_group,notes
87.000 haben in NRW noch keinen Asylantrag gestellt.PDF,keep,,,
"_Die Täter verhöhnen das Land, das sie aufgenommen hat_ Bundeskanzlerin nimmt Stellung zu den Anschl.PDF",keep,,,
_Eine Million Flüchtlinge sind zu schaffen_.PDF,keep,,,
"_Märtyrer-Operation unseres Soldaten_ Asylbewerber Mohammad D. sprengt sich in die Luft, weil Deutsc.PDF",keep,,,
_Wir brauchen strengere Regeln_ Der Soziologe Ruud Koopmanns über die besonderen Schwierigkeiten bei.PDF,keep,,,
_Wir schaffen das_ - Merkel bleibt dabei.PDF,keep,,,
Abgelehnte Asylbewerber können im Land bleiben Der Bundesrat hat das Integrationsgesetz verabschiede.PDF,keep,,,
Abhängig von Griechenlands Asylpolitik Athen behandelt Flüchtlinge besonders schlecht. Deshalb schic.PDF,keep,,,
Attentäter von Ansbach wollte sich an Deutschen rächen Flüchtling aus Syrien zündet Bombe im Zugangs.PDF,keep,,,
Balkan -Flüchtlinge bleiben im Regensburger Dom Generalvikar des Bistums spricht von geduldeter Präs.PDF,keep,,,
Berlins flüchtlingspolitisches Dream-Team Doppel Eigentlich verbindet die beiden nicht viel. Canan B.PDF,keep,,,
Deutsche sehen Zustrom von Flüchtlingen relativ gelassen Bundesbürger haben weniger Angst vor wirtsc.PDF,keep,,,
Die Angst kehrt zurück.PDF,keep,,,
DIE FLÜCHTLINGE.PDF,keep,,,
"Die Kosten der Flüchtlinge Generationenbilanz geht von bis zu 1,5 Billionen Euro aus. Arbeitsmarktin.PDF",keep,,,
Die Welle ebbt ab Aber immer noch Antragsstau bei Asylverfahren.PDF,keep,,,
Einwanderungsland Deutschland.PDF,keep,,,
Europäische Antworten allein reichen nicht Außenminister Steinmeier spricht mit Vertretern internati.PDF,keep,,,
Falsches Timing in Brüssel.PDF,drop,commentary_noncore,,
Flüchtling ist kein Beruf.PDF,keep,,,
Flüchtlinge des vergessenen Krieges Seit 15 Jahren engagiert sich Deutschland stark in Afghanistan.PDF,keep,,,
Flüchtlinge_ Stadt will Koerver-Halle räumen(2).PDF,drop,duplicate_exact,exact_001,Dropped in favor of representative file: Flüchtlinge_ Stadt will Koerver-Halle räumen.PDF (exact_001).
Flüchtlinge_ Stadt will Koerver-Halle räumen.PDF,keep,,exact_001,Representative kept for exact_001.
GIZ fördert Hilfe zur Selbsthilfe 30 000 gemeinnützige Jobs für Flüchtlinge im Nahen Osten.PDF,keep,,,
kein Titel(2).PDF,keep,,exact_002,Representative kept for exact_002.
kein Titel(3).PDF,drop,duplicate_exact,exact_002,Dropped in favor of representative file: kein Titel(2).PDF (exact_002).
kein Titel.PDF,keep,,,
Kritik an _klebrigen Fingern_ der Länder.PDF,keep,,,
Lücken im Asylsystem Der Attentäter von Ansbach war straffällig und hätte nach Bulgarien abgeschoben.PDF,keep,,,
Magnet für Millionen Bei EU-Migranten ist Deutschland das beliebteste Ziel. 2015 erreichte ihre Zahl.PDF,keep,,,
Mehr Privatsphäre für Flüchtlinge.PDF,keep,,,
Merkel bleibt beim _Wir schaffen das_ Auch nach den Attentaten sieht die Kanzlerin keinen Grund für.PDF,keep,,,
Minister entspannt sich Flüchtlinge De Maizière (CDU) lobt sich für gesunkene Zahlen. Heftige Kritik.PDF,keep,,,
"Nicht mehr so willkommen Die Skepsis gegenüber Zuwanderern in Deutschland wächst, wie eine aktuelle.PDF",keep,,,
Noch nie zogen mehr Menschen nach Berlin Allerdings ist auch die Zahl der Fortzüge höher als je zuvo.PDF,keep,,,
Ochsenfurt ist wie Köln Seit der Attacke im Zug werden Flüchtlinge mit anderen Augen gesehen Von Arn.PDF,drop,commentary_noncore,,
Reichste Länder nehmen wenige Flüchtlinge auf Hilfsorganisation Oxfam fordert mehr Engagement.PDF,keep,,,
Route rückwärts.PDF,keep,,,
Sinnvolle Entwicklungspolitik kann schützen.PDF,keep,,,
UNO kritisiert verschärftes Asylrecht Dänemark Regierung lehnt Abschaffung der neuen Vorschriften ab.PDF,keep,,,
Unser Fachkräfteproblem ist hausgemacht Demografie Eine schrumpfende und vergreisende Gesellschaft m.PDF,keep,,,
"Warum bleiben viele, obwohl sie das Land verlassen müssen_.PDF",keep,,,
"Weiter, immer weiter Standhalten Angela Merkel bekräftigt ihre Position des  Wir schaffen das . Dies.PDF",keep,,,
"Weniger, aber immer noch viele_ Bisher 226.000 Asylsuchende In der ersten Jahreshälfte ist die Zahl.PDF",keep,,,
Wo die Angst vor voyeuristischen Flüchtlingen grassiert Ein Foto-Verbot am FKK-Strand von Boltenhage.PDF,keep,,,
Zahl der Flüchtlinge bleibt niedrig Innenminister de Maizière will aber keine Prognose für das gesam.PDF,keep,,,
Zeltsaison vor dem Ende Unterbringung Bremen baut schrittweise Notquartiere in Zelten für Flüchtling.PDF,keep,,,
"Zuwanderung nach Deutschland ist so hoch wie nie 2,1 Millionen Menschen kamen im vergangenen Jahr -.PDF",keep,,,
Zuwanderung so hoch wie nie Mehr als eine Million kamen neu ins Land.PDF,keep,,,
Zuwanderung steigt Mehr Flüchtlinge und Arbeitsmigranten - Südwesten beliebt.PDF,keep,,,
