group_id,group_type,item_count,files,titles,publications,dates
exact_001,duplicate_exact,2,Alles nur Fachkräfte!_ Migrationspolitik Zuwanderung und Fachkräftemangel_ Wie Einwanderungspolitik(2).PDF | Alles nur Fachkräfte!_ Migrationspolitik Zuwanderung und Fachkräftemangel_ Wie Einwanderungspolitik.PDF,Alles nur Fachkräfte!?; Migrationspolitik Zuwanderung und Fachkräftemangel: Wie Einwanderungspolitik die | Alles nur Fachkräfte!?; Migrationspolitik Zuwanderung und Fachkräftemangel: Wie Einwanderungspolitik die,Nordwest-Zeitung | Nordwest-Zeitung,24. August 2024 | 24. August 2024
exact_002,duplicate_exact,2,Das Protokoll des Versagens Der Tatverdächtige von Solingen sollte abgeschoben werden. Aber es kam a(2).PDF | Das Protokoll des Versagens Der Tatverdächtige von Solingen sollte abgeschoben werden. Aber es kam a.PDF,Das Protokoll des Versagens Der Tatverdächtige von Solingen sollte abgeschoben werden. Aber es kam | Das Protokoll des Versagens Der Tatverdächtige von Solingen sollte abgeschoben werden. Aber es kam,Rheinische Post | Rheinische Post,Mittwoch 28. August 2024 | Mittwoch 28. August 2024
exact_003,duplicate_exact,2,Das richtige Signal von der Ampel(2).PDF | Das richtige Signal von der Ampel.PDF,Das richtige Signal von der Ampel | Das richtige Signal von der Ampel,Rheinische Post | Rheinische Post,Freitag 30. August 2024 | Freitag 30. August 2024
exact_004,duplicate_exact,2,"Die Tücken des Abschiebungsrechts Analyse Raus, aber schnell, forderte einst Ex-Kanzler Gerhard Schr(2).PDF | Die Tücken des Abschiebungsrechts Analyse Raus, aber schnell, forderte einst Ex-Kanzler Gerhard Schr.PDF","Die Tücken des Abschiebungsrechts Analyse Raus, aber schnell, forderte einst Ex-Kanzler Gerhard Schröder | Die Tücken des Abschiebungsrechts Analyse Raus, aber schnell, forderte einst Ex-Kanzler Gerhard Schröder",Rheinische Post | Rheinische Post,Dienstag 27. August 2024 | Dienstag 27. August 2024
exact_005,duplicate_exact,2,Erste Anlaufstelle nach der Flucht Hilfe Migrationsberatung und Sprachkurse bei Ibis stark nachgefra(2).PDF | Erste Anlaufstelle nach der Flucht Hilfe Migrationsberatung und Sprachkurse bei Ibis stark nachgefra.PDF,Erste Anlaufstelle nach der Flucht; Hilfe Migrationsberatung und Sprachkurse bei Ibis stark nachgefragt 3748 | Erste Anlaufstelle nach der Flucht Hilfe Migrationsberatung und Sprachkurse bei Ibis stark nachgefragt 3748,Nordwest-Zeitung | Nordwest-Zeitung,28. August 2024 | 28. August 2024
exact_006,duplicate_exact,2,NRW-Flüchtlingsministerin unter Druck In einem absurden System voller Hürden scheiterte offenbar die(2).PDF | NRW-Flüchtlingsministerin unter Druck In einem absurden System voller Hürden scheiterte offenbar die.PDF,NRW-Flüchtlingsministerin unter Druck In einem absurden System voller Hürden scheiterte offenbar die | NRW-Flüchtlingsministerin unter Druck In einem absurden System voller Hürden scheiterte offenbar die,Rheinische Post | Rheinische Post,Mittwoch 28. August 2024 | Mittwoch 28. August 2024
exact_007,duplicate_exact,2,"Politische Wunschlisten Analyse Nationale Notlage, Abweisungen oder Abschiebungen – der Katalog der(2).PDF | Politische Wunschlisten Analyse Nationale Notlage, Abweisungen oder Abschiebungen – der Katalog der.PDF","Politische Wunschlisten Analyse Nationale Notlage, Abweisungen oder Abschiebungen – der Katalog der | Politische Wunschlisten Analyse Nationale Notlage, Abweisungen oder Abschiebungen – der Katalog der",Rheinische Post | Rheinische Post,Donnerstag 29. August 2024 | Donnerstag 29. August 2024
exact_008,duplicate_exact,2,Polizei registriert weniger Übergriffe auf Geflüchtete(2).PDF | Polizei registriert weniger Übergriffe auf Geflüchtete.PDF,Polizei registriert weniger Übergriffe auf Geflüchtete | Polizei registriert weniger Übergriffe auf Geflüchtete,Rheinische Post | Rheinische Post,Montag 12. August 2024 | Montag 12. August 2024
exact_009,duplicate_exact,2,Solingen verlangt Aufklärung Der Terrorakt von Freitagabend erschüttert die Menschen und die Politik(2).PDF | Solingen verlangt Aufklärung Der Terrorakt von Freitagabend erschüttert die Menschen und die Politik.PDF,Solingen verlangt Aufklärung Der Terrorakt von Freitagabend erschüttert die Menschen und die Politik. Nach | Solingen verlangt Aufklärung Der Terrorakt von Freitagabend erschüttert die Menschen und die Politik. Nach,Rheinische Post | Rheinische Post,Dienstag 27. August 2024 | Dienstag 27. August 2024
exact_010,duplicate_exact,2,Solingen wirft Fragen der Sicherheit auf Die Messerattacke fordert drei Todesopfer. Die Politik reag(2).PDF | Solingen wirft Fragen der Sicherheit auf Die Messerattacke fordert drei Todesopfer. Die Politik reag.PDF,Solingen wirft Fragen der Sicherheit auf Die Messerattacke fordert drei Todesopfer. Die Politik reagiert mit der | Solingen wirft Fragen der Sicherheit auf Die Messerattacke fordert drei Todesopfer. Die Politik reagiert mit der,Rheinische Post | Rheinische Post,Montag 26. August 2024 | Montag 26. August 2024
exact_011,duplicate_exact,2,Zahl der Asylanträge in Deutschland gesunken(2).PDF | Zahl der Asylanträge in Deutschland gesunken.PDF,Zahl der Asylanträge in Deutschland gesunken | Zahl der Asylanträge in Deutschland gesunken,Rheinische Post | Rheinische Post,Donnerstag 8. August 2024 | Donnerstag 8. August 2024
near_001,duplicate_near,2,Für Geflüchtete wird es enger Die Ampel hat mit einem Sicherheitspaket schnell auf das Solinger Atte(2).PDF | Für Geflüchtete wird es enger Die Ampel hat mit einem Sicherheitspaket schnell auf das Solinger Atte.PDF,Für Geflüchtete wird es enger Die Ampel hat mit einem Sicherheitspaket schnell auf das Solinger Attentat | Für Geflüchtete wird es enger; Die Ampel hat mit einem Sicherheitspaket schnell auf das Solinger Attentat,Rheinische Post | Rheinische Post,Samstag 31. August 2024 | Samstag 31. August 2024
near_002,duplicate_near,2,Neue Vorwürfe gegen  Oldenburg hilft Flüchtlinge Staatsanwaltschaft ermittelt   Wie viel Geld hat Fi(2).PDF | Neue Vorwürfe gegen  Oldenburg hilft Flüchtlinge Staatsanwaltschaft ermittelt   Wie viel Geld hat Fi.PDF,Neue Vorwürfe gegen Oldenburg hilft ; Flüchtlinge Staatsanwaltschaft ermittelt Wie viel Geld hat Firma des | Neue Vorwürfe gegen Oldenburg hilft Flüchtlinge Staatsanwaltschaft ermittelt Wie viel Geld hat Firma des,Nordwest-Zeitung | Nordwest-Zeitung,08. August 2024 | 08. August 2024
near_003,duplicate_near,2,"Sanktionen für Afghanistan -Urlauber_ Der Migrationsbeauftragte der Bundesregierung fordert, Heimatr.PDF | Strafen für Afghanistan -Urlauber_ Der Migrationsbeauftragte der Bundesregierung fordert, Heimatreis.PDF","Sanktionen für Afghanistan-Urlauber?; Der Migrationsbeauftragte der Bundesregierung fordert, Heimatreisen | Strafen für Afghanistan -Urlauber? Der Migrationsbeauftragte der Bundesregierung fordert, Heimatreisen von",Rheinische Post | Rheinische Post,Samstag 17. August 2024 | Samstag 17. August 2024
variant_001,regional_variant,2,Für Geflüchtete wird es enger Die Ampel hat mit einem Sicherheitspaket schnell auf das Solinger Atte(2).PDF | Für Geflüchtete wird es enger Die Ampel hat mit einem Sicherheitspaket schnell auf das Solinger Atte.PDF,Für Geflüchtete wird es enger Die Ampel hat mit einem Sicherheitspaket schnell auf das Solinger Attentat | Für Geflüchtete wird es enger; Die Ampel hat mit einem Sicherheitspaket schnell auf das Solinger Attentat,Rheinische Post | Rheinische Post,Samstag 31. August 2024 | Samstag 31. August 2024
variant_002,regional_variant,2,Neue Vorwürfe gegen  Oldenburg hilft Flüchtlinge Staatsanwaltschaft ermittelt   Wie viel Geld hat Fi(2).PDF | Neue Vorwürfe gegen  Oldenburg hilft Flüchtlinge Staatsanwaltschaft ermittelt   Wie viel Geld hat Fi.PDF,Neue Vorwürfe gegen Oldenburg hilft ; Flüchtlinge Staatsanwaltschaft ermittelt Wie viel Geld hat Firma des | Neue Vorwürfe gegen Oldenburg hilft Flüchtlinge Staatsanwaltschaft ermittelt Wie viel Geld hat Firma des,Nordwest-Zeitung | Nordwest-Zeitung,08. August 2024 | 08. August 2024
variant_003,regional_variant,2,"Sanktionen für Afghanistan -Urlauber_ Der Migrationsbeauftragte der Bundesregierung fordert, Heimatr.PDF | Strafen für Afghanistan -Urlauber_ Der Migrationsbeauftragte der Bundesregierung fordert, Heimatreis.PDF","Sanktionen für Afghanistan-Urlauber?; Der Migrationsbeauftragte der Bundesregierung fordert, Heimatreisen | Strafen für Afghanistan -Urlauber? Der Migrationsbeauftragte der Bundesregierung fordert, Heimatreisen von",Rheinische Post | Rheinische Post,Samstag 17. August 2024 | Samstag 17. August 2024
