batch_id,corpus_name,source_archive,file_name,file_path,title_original,title_normalized,publication,publication_normalized,date,byline,word_count,body_char_count,body_hash_exact,duplicate_group_id,duplicate_category,keep_drop_review,drop_reason,kept_representative_of_group,representative_selection_reason,malformed_flag,malformed_reason,notes,section,low_value_flag,low_value_reason
2022-10,Main Corpus,2022-10(99).ZIP,77 Flüchtlinge auf Borkum angekommen Ukraine -Krieg Landkreis Leer hält Schule Weener als Notunterku.PDF,C:\PythonProjects\AfD-project\Corpora\Main Corpus\2022-10\raw_unarchive\77 Flüchtlinge auf Borkum angekommen Ukraine -Krieg Landkreis Leer hält Schule Weener als Notunterku.PDF,77 Flüchtlinge auf Borkum angekommen; Ukraine-Krieg Landkreis Leer hält Schule Weener als Notunterkunft,77 flüchtlinge auf borkum angekommen ukrainekrieg landkreis leer hält schule weener als notunterkunft,Nordwest-Zeitung,nordwestzeitung,21. Oktober 2022,,274,1930,3859d073cc9695b13dcff085e0e20f30b5dcf504,near_001,duplicate_near,keep,,yes,longest_usable_body,no,,Representative kept for near_001.,EZ_LOKAL; S. 1,no,
2022-10,Main Corpus,2022-10(99).ZIP,77 Flüchtlinge auf Borkum Ukraine -Krieg Landkreis Leer hält Schule Weener in Reserve.PDF,C:\PythonProjects\AfD-project\Corpora\Main Corpus\2022-10\raw_unarchive\77 Flüchtlinge auf Borkum Ukraine -Krieg Landkreis Leer hält Schule Weener in Reserve.PDF,77 Flüchtlinge auf Borkum Ukraine -Krieg Landkreis Leer hält Schule Weener in Reserve,77 flüchtlinge auf borkum ukraine krieg landkreis leer hält schule weener in reserve,Nordwest-Zeitung,nordwestzeitung,21. Oktober 2022,,239,1667,43db9bf8abafb5ab481e54b5fdd3798521eebc88,near_001,duplicate_near,drop,duplicate_near,no,,no,,Dropped in favor of representative file: 77 Flüchtlinge auf Borkum angekommen Ukraine -Krieg Landkreis Leer hält Schule Weener als Notunterku.PDF (near_001).,OSTFRIESLAND; S. 6,no,
2022-10,Main Corpus,2022-10(99).ZIP,_Der Westbalkan ist der Lackmustest für die EU_ Österreichs Außenminister Schallenberg über die Beit.PDF,C:\PythonProjects\AfD-project\Corpora\Main Corpus\2022-10\raw_unarchive\_Der Westbalkan ist der Lackmustest für die EU_ Österreichs Außenminister Schallenberg über die Beit.PDF,"""Der Westbalkan ist der Lackmustest für die EU"" Österreichs Außenminister Schallenberg über die",der westbalkan ist der lackmustest für die eu österreichs aussenminister schallenberg über die,Der Tagesspiegel,der tagesspiegel,Freitag 21. Oktober 2022,,849,6013,afd4764b8cbbd0c4d149349a057409ad82fa8ea3,,unique,keep,,no,,no,,,POLITIK FQT:SPÄT; S. 006; Ausg. Der Tagesspiegel Nr. 25049 VOM 21.10.2022 SEITE 006,no,
2022-10,Main Corpus,2022-10(99).ZIP,_Die Reservetank-Leuchte ist knallrot_ Flüchtlinge aus der Ukraine und Migranten über die Balkanrout.PDF,C:\PythonProjects\AfD-project\Corpora\Main Corpus\2022-10\raw_unarchive\_Die Reservetank-Leuchte ist knallrot_ Flüchtlinge aus der Ukraine und Migranten über die Balkanrout.PDF,"""Die Reservetank-Leuchte ist knallrot"" Flüchtlinge aus der Ukraine und Migranten über die Balkanroute -",die reservetankleuchte ist knallrot flüchtlinge aus der ukraine und migranten über die balkanroute,Die Welt,die welt,Montag 17. Oktober 2022,Kristian Frigelj,1184,8085,0020d8a83b8cc3d932445e39b4373cd13bda8f8e,,unique,keep,,no,,no,,,POLITIK; THEMA DES TAGES; S. 2; Ausg. 201,no,
2022-10,Main Corpus,2022-10(99).ZIP,"_Stecken mitten in einem neuen 2015_ Der Chef der Bundespolizeigewerkschaft fordert Grenzkontrollen,(2).PDF","C:\PythonProjects\AfD-project\Corpora\Main Corpus\2022-10\raw_unarchive\_Stecken mitten in einem neuen 2015_ Der Chef der Bundespolizeigewerkschaft fordert Grenzkontrollen,(2).PDF","""Stecken mitten in einem neuen 2015"" Der Chef der Bundespolizeigewerkschaft fordert Grenzkontrollen, denn",stecken mitten in einem neuen 2015 der chef der bundespolizeigewerkschaft fordert grenzkontrollen denn,Welt am Sonntag,welt am sonntag,2. Oktober 2022,Benjamin Stibi,1230,8600,864586cd7a20ee363a435c5754ac2d4adaacfc8e,,unique,keep,,no,,no,,,Politik; S. 8; Ausg. 40,no,
2022-10,Main Corpus,2022-10(99).ZIP,"_Stecken mitten in einem neuen 2015_ Der Chef der Bundespolizeigewerkschaft fordert Grenzkontrollen,.PDF","C:\PythonProjects\AfD-project\Corpora\Main Corpus\2022-10\raw_unarchive\_Stecken mitten in einem neuen 2015_ Der Chef der Bundespolizeigewerkschaft fordert Grenzkontrollen,.PDF","""Stecken mitten in einem neuen 2015"" Der Chef der Bundespolizeigewerkschaft fordert Grenzkontrollen, denn",stecken mitten in einem neuen 2015 der chef der bundespolizeigewerkschaft fordert grenzkontrollen denn,Welt am Sonntag,welt am sonntag,1. Oktober 2022,Benjamin Stibi,1229,8609,1ef5281aea65dbb5790ed2bc2b98b43b5070ebeb,,unique,keep,,no,,no,,,Politik; S. 8; Ausg. 40,no,
2022-10,Main Corpus,2022-10(99).ZIP,Abschieben gerne nachts Linkspartei-Abgeordnete Elif Eralp kritisiert hohe Abschiebezahlen nach Mold.PDF,C:\PythonProjects\AfD-project\Corpora\Main Corpus\2022-10\raw_unarchive\Abschieben gerne nachts Linkspartei-Abgeordnete Elif Eralp kritisiert hohe Abschiebezahlen nach Mold.PDF,Abschieben gerne nachts Linkspartei-Abgeordnete Elif Eralp kritisiert hohe Abschiebezahlen nach Moldau und,abschieben gerne nachts linksparteiabgeordnete elif eralp kritisiert hohe abschiebezahlen nach moldau und,"taz, die tageszeitung",taz die tageszeitung,Dienstag 04. Oktober 2022,Susanne Memarnia,515,3825,58949be8125c7fcd107e89160581f760239388af,,unique,keep,,no,,no,,,BERLIN AKTUELL; S. 22,no,
2022-10,Main Corpus,2022-10(99).ZIP,Allein in großer Not Zurzeit erreichen besonders viele unbegleitete minderjährigen Geflüchtete Berli.PDF,C:\PythonProjects\AfD-project\Corpora\Main Corpus\2022-10\raw_unarchive\Allein in großer Not Zurzeit erreichen besonders viele unbegleitete minderjährigen Geflüchtete Berli.PDF,Allein in großer Not Zurzeit erreichen besonders viele unbegleitete minderjährigen Geflüchtete Berlin. Es fehlen,allein in grosser not zurzeit erreichen besonders viele unbegleitete minderjährigen geflüchtete berlin es fehlen,Der Tagesspiegel,der tagesspiegel,Samstag 8. Oktober 2022,Annette Kögel,952,7001,657c98d85cade8cdb93a5bd4ed204a8a742c9847,,unique,keep,,no,,no,,,BERLIN FQT:SPÄT; S. 008; Ausg. Der Tagesspiegel Nr. 25036 VOM 08.10.2022 SEITE 008,no,
2022-10,Main Corpus,2022-10(99).ZIP,Allein in großer Not.PDF,C:\PythonProjects\AfD-project\Corpora\Main Corpus\2022-10\raw_unarchive\Allein in großer Not.PDF,Allein in großer Not,allein in grosser not,Der Tagesspiegel,der tagesspiegel,Samstag 08. Oktober 2022,,916,6731,59d4c9f810963ceb5294f14c7eb62763fb49388b,,unique,keep,,no,,no,,,BERLIN; S. 8,no,
2022-10,Main Corpus,2022-10(99).ZIP,An der Realität der Menschen vorbei Die Ampel will Langzeitgeduldeten eine Bleibeperspektive geben.PDF,C:\PythonProjects\AfD-project\Corpora\Main Corpus\2022-10\raw_unarchive\An der Realität der Menschen vorbei Die Ampel will Langzeitgeduldeten eine Bleibeperspektive geben.PDF,An der Realität der Menschen vorbei Die Ampel will Langzeitgeduldeten eine Bleibeperspektive geben. Die,an der realität der menschen vorbei die ampel will langzeitgeduldeten eine bleibeperspektive geben die,"taz, die tageszeitung",taz die tageszeitung,Freitag 21. Oktober 2022,Dinah Riese,1167,8440,b1a60e3ce94d3dae21b2354c7423684512dd25bf,,unique,keep,,no,,no,,,INLAND; S. 7,no,
