file_name,decision,reason,duplicate_group,notes
_Das Asylsystem ist ein Weg in die Freiheit_.PDF,keep,,,
_Der Bund muss sich angemessen beteiligen_.PDF,keep,,,
"_Es ist unanständig, die Axt an die Flüchtlingsräte zu legen_ BAMF-Chef Sommer befürwortet strafrech.PDF",keep,,,
_Wenn ich deutsche Kinder in Geflüchtetenklassen integrieren muss ..._ Die Vorsitzende des Schulleit.PDF,keep,,,
"_Ziel sollte sein, die Ausreisepflichten durchzusetzen_ Robert Seegmüller, Vorsitzender der Verwaltu.PDF",keep,,,
Abschiebung in  große Armut  o.k. Schlechte Lebensbedingungen für Flüchtlinge verhindern nur in extr.PDF,keep,,,
Abschiebung in Armut erlaubt Der Europäische Gerichtshof entscheidet_ Nur ein Zustand absoluter Vere.PDF,keep,,,
Abschiebung von Doppelasylbewerbern wird erleichtert Europäischer Gerichtshof hat rechtliche Hürden.PDF,keep,,,
An der Heyestraße herrscht Unzufriedenheit Der Neubau für Flüchtlinge und Obdachlose spaltet Gerresh(2).PDF,drop,duplicate_exact,exact_001,Dropped in favor of representative file: An der Heyestraße herrscht Unzufriedenheit Der Neubau für Flüchtlinge und Obdachlose spaltet Gerresh.PDF (exact_001).
An der Heyestraße herrscht Unzufriedenheit Der Neubau für Flüchtlinge und Obdachlose spaltet Gerresh.PDF,keep,,exact_001,Representative kept for exact_001.
BAMF stellt Strafanzeige gegen Anbieter von Integrationskursen Verdacht_ Beihilfe zur Erschleichung.PDF,keep,,,
Bund will Ländern Flüchtlingsgeld kürzen Finanzminister Scholz plant eine deutlich geringere Summe a(2).PDF,drop,duplicate_exact,exact_002,Dropped in favor of representative file: Bund will Ländern Flüchtlingsgeld kürzen Finanzminister Scholz plant eine deutlich geringere Summe a.PDF (exact_002).
Bund will Ländern Flüchtlingsgeld kürzen Finanzminister Scholz plant eine deutlich geringere Summe a.PDF,keep,,exact_002,Representative kept for exact_002.
"CDU prüft Entzug der Staatsmittel für Flüchtlingsräte Innenexperten erwägen, die Unterstützung für I.PDF",keep,,,
Christchurch ist überall Die Wochenvorschau von Susanne Messmer.PDF,keep,,,
CHRONOLOGIE Immer wieder Rückschläge in den deutsch-türkischen Beziehungen.PDF,keep,,,
Das darf der Staat nicht hinnehmen BAMF-Präsident Sommer hält selbst die aktuelle Zahl der Asylanträ.PDF,keep,,,
"Das Land altert, Städte werden jünger Junge Menschen und Zuwanderer ziehen in die Metropolen, ländli(2).PDF",drop,duplicate_exact,exact_003,"Dropped in favor of representative file: Das Land altert, Städte werden jünger Junge Menschen und Zuwanderer ziehen in die Metropolen, ländli.PDF (exact_003)."
"Das Land altert, Städte werden jünger Junge Menschen und Zuwanderer ziehen in die Metropolen, ländli.PDF",keep,,exact_003,Representative kept for exact_003.
Den Führerschein auf Russisch und Arabisch machen In der Fahrschule von Igor Genin werden vor allem(2).PDF,drop,duplicate_exact,exact_004,Dropped in favor of representative file: Den Führerschein auf Russisch und Arabisch machen In der Fahrschule von Igor Genin werden vor allem.PDF (exact_004).
Den Führerschein auf Russisch und Arabisch machen In der Fahrschule von Igor Genin werden vor allem.PDF,keep,,exact_004,Representative kept for exact_004.
Der EU-Türkei-Deal und die Angst vor dem Dauerzustand In griechischen Flüchtlingslagern herrschen te.PDF,keep,,,
Der Kampf um Bautzen Die einen halten die Stadt für ein rechtsradikales Nest. Für die anderen ist Ba.PDF,keep,,,
Der Pakt und sein Preis Vor drei Jahren setzte Angela Merkel das EU-Türkei-Abkommen durch_ Statt nat.PDF,keep,,,
Deutsche Behörden prüfen Hinweise auf Kriegsverbrecher Flüchtlingsamt BAMF gab 5000 Informationen üb.PDF,keep,,,
Deutschland darf trotz Mängeln im Sozialsystem abschieben EuGH definiert _unmenschliche_ Behandlung.PDF,keep,,,
Deutschland schiebt 21 Afghanen ab.PDF,keep,,,
Diakonie feiert 60-jähriges Bestehen Unter dem Firmenschild „Innere Mission und Hilfswerk“ fing in D.PDF,keep,,,
Die Pläne sind in dieser Form völlig inakzeptabel.PDF,keep,,,
Die Toten Hosen machen Politik Band mit Bandbreite_ Die Toten Hosen sind bald im deutschen Bundestag(2).PDF,drop,duplicate_exact,exact_005,Dropped in favor of representative file: Die Toten Hosen machen Politik Band mit Bandbreite_ Die Toten Hosen sind bald im deutschen Bundestag.PDF (exact_005).
Die Toten Hosen machen Politik Band mit Bandbreite_ Die Toten Hosen sind bald im deutschen Bundestag(3).PDF,drop,duplicate_exact,exact_005,Dropped in favor of representative file: Die Toten Hosen machen Politik Band mit Bandbreite_ Die Toten Hosen sind bald im deutschen Bundestag.PDF (exact_005).
Die Toten Hosen machen Politik Band mit Bandbreite_ Die Toten Hosen sind bald im deutschen Bundestag(4).PDF,drop,duplicate_exact,exact_005,Dropped in favor of representative file: Die Toten Hosen machen Politik Band mit Bandbreite_ Die Toten Hosen sind bald im deutschen Bundestag.PDF (exact_005).
Die Toten Hosen machen Politik Band mit Bandbreite_ Die Toten Hosen sind bald im deutschen Bundestag(5).PDF,drop,duplicate_exact,exact_005,Dropped in favor of representative file: Die Toten Hosen machen Politik Band mit Bandbreite_ Die Toten Hosen sind bald im deutschen Bundestag.PDF (exact_005).
Die Toten Hosen machen Politik Band mit Bandbreite_ Die Toten Hosen sind bald im deutschen Bundestag(6).PDF,drop,duplicate_exact,exact_005,Dropped in favor of representative file: Die Toten Hosen machen Politik Band mit Bandbreite_ Die Toten Hosen sind bald im deutschen Bundestag.PDF (exact_005).
Die Toten Hosen machen Politik Band mit Bandbreite_ Die Toten Hosen sind bald im deutschen Bundestag(7).PDF,drop,duplicate_exact,exact_005,Dropped in favor of representative file: Die Toten Hosen machen Politik Band mit Bandbreite_ Die Toten Hosen sind bald im deutschen Bundestag.PDF (exact_005).
Die Toten Hosen machen Politik Band mit Bandbreite_ Die Toten Hosen sind bald im deutschen Bundestag.PDF,keep,,exact_005,Representative kept for exact_005.
"Die Verteilungskämpfe beginnen Auch weil sich die Konjunktur eintrübt, wird heftig über die Kostenüb.PDF",keep,,,
"Die Wutmacher Wie der kleine Verein »Ein Prozent« versucht, radikal rechtes Gedankengut in die deuts(2).PDF",drop,regional_variant,variant_001,"Dropped in favor of representative file: Die Wutmacher Wie der kleine Verein »Ein Prozent« versucht, radikal rechtes Gedankengut in die deuts(4).PDF (variant_001)."
"Die Wutmacher Wie der kleine Verein »Ein Prozent« versucht, radikal rechtes Gedankengut in die deuts(3).PDF",drop,regional_variant,variant_001,"Dropped in favor of representative file: Die Wutmacher Wie der kleine Verein »Ein Prozent« versucht, radikal rechtes Gedankengut in die deuts(4).PDF (variant_001)."
"Die Wutmacher Wie der kleine Verein »Ein Prozent« versucht, radikal rechtes Gedankengut in die deuts(4).PDF",keep,,variant_001,Representative kept for variant_001.
