group_id,group_type,item_count,files,titles,publications,dates
exact_001,duplicate_exact,2,Debatte um Antisemitismus unter Migranten Analyse Antisemitische Parolen kommen in islamisch geprägt(2).PDF | Debatte um Antisemitismus unter Migranten Analyse Antisemitische Parolen kommen in islamisch geprägt.PDF,Debatte um Antisemitismus unter Migranten Analyse Antisemitische Parolen kommen in islamisch geprägten | Debatte um Antisemitismus unter Migranten Analyse Antisemitische Parolen kommen in islamisch geprägten,Rheinische Post | Rheinische Post,Dienstag 18. Mai 2021 | Dienstag 18. Mai 2021
exact_002,duplicate_exact,2,Deutschland soll 40.000 Menschen aufnehmen Fachkommission schlägt  Allianz für Resettlement  der EU(2).PDF | Deutschland soll 40.000 Menschen aufnehmen Fachkommission schlägt  Allianz für Resettlement  der EU.PDF,Deutschland soll 40.000 Menschen aufnehmen Fachkommission schlägt Allianz für Resettlement der EU für | Deutschland soll 40.000 Menschen aufnehmen Fachkommission schlägt Allianz für Resettlement der EU für,Berliner Zeitung | Berliner Zeitung,19. Mai 2021 | 19. Mai 2021
exact_003,duplicate_exact,2,Polizeigewalt für rechtens erklärt(2).PDF | Polizeigewalt für rechtens erklärt.PDF,Polizeigewalt für rechtens erklärt | Polizeigewalt für rechtens erklärt,Frankfurter Rundschau | Frankfurter Rundschau,Donnerstag 6. Mai 2021 | Donnerstag 6. Mai 2021
exact_004,duplicate_exact,2,Schnelle Impfung für Flüchtlinge Die Landesregierung räumt Sammelunterkünften eine hohe Priorität ei(2).PDF | Schnelle Impfung für Flüchtlinge Die Landesregierung räumt Sammelunterkünften eine hohe Priorität ei.PDF,Schnelle Impfung für Flüchtlinge; Die Landesregierung räumt Sammelunterkünften eine hohe Priorität ein. | Schnelle Impfung für Flüchtlinge; Die Landesregierung räumt Sammelunterkünften eine hohe Priorität ein.,Rheinische Post | Rheinische Post,Donnerstag 6. Mai 2021 | Donnerstag 6. Mai 2021
exact_005,duplicate_exact,2,Union_ Marokko instrumentalisiert Migranten Spanien wirft dem Land Erpressung vor. Auch in Deutschla(2).PDF | Union_ Marokko instrumentalisiert Migranten Spanien wirft dem Land Erpressung vor. Auch in Deutschla.PDF,Union: Marokko instrumentalisiert Migranten Spanien wirft dem Land Erpressung vor. Auch in Deutschland | Union: Marokko instrumentalisiert Migranten Spanien wirft dem Land Erpressung vor. Auch in Deutschland,Rheinische Post | Rheinische Post,Freitag 21. Mai 2021 | Freitag 21. Mai 2021
near_001,duplicate_near,2,Brandsätze an Oldenburger Flüchtlingsheim gezündet Kloster Blankenburg Niemand wurde verletzt   Groß(2).PDF | Brandsätze an Oldenburger Flüchtlingsheim gezündet Kloster Blankenburg Niemand wurde verletzt   Groß.PDF,Brandsätze an Oldenburger Flüchtlingsheim gezündet Kloster Blankenburg Niemand wurde verletzt | Brandsätze an Oldenburger Flüchtlingsheim gezündet Kloster Blankenburg Niemand wurde verletzt,Nordwest-Zeitung | Nordwest-Zeitung,31. Mai 2021 | 31. Mai 2021
near_002,duplicate_near,2,Enttäuschte Hoffnungen Spanische Soldaten haben rund 5600 Flüchtlinge aus Nordafrika sofort nach der(2).PDF | Enttäuschte Hoffnungen Spanische Soldaten haben rund 5600 Flüchtlinge aus Nordafrika sofort nach der.PDF,Enttäuschte Hoffnungen Spanische Soldaten haben rund 5600 Flüchtlinge aus Nordafrika sofort nach deren | Enttäuschte Hoffnungen; Spanische Soldaten haben rund 5600 Flüchtlinge aus Nordafrika sofort nach deren,Rheinische Post | Rheinische Post,Donnerstag 20. Mai 2021 | Donnerstag 20. Mai 2021
near_003,duplicate_near,2,Verlockendes Land Die Sogwirkung der Bundesrepublik auf Migranten wird politisch noch immer untersch(2).PDF | Verlockendes Land Die Sogwirkung der Bundesrepublik auf Migranten wird politisch noch immer untersch.PDF,Verlockendes Land Die Sogwirkung der Bundesrepublik auf Migranten wird politisch noch immer unterschätzt. | Verlockendes Land Die Sogwirkung der Bundesrepublik auf Migranten wird politisch noch immer unterschätzt.,Die ZEIT (inklusive ZEIT Magazin) | Die ZEIT (inklusive ZEIT Magazin),27. Mai 2021 | 27. Mai 2021
variant_001,regional_variant,2,Brandsätze an Oldenburger Flüchtlingsheim gezündet Kloster Blankenburg Niemand wurde verletzt   Groß(2).PDF | Brandsätze an Oldenburger Flüchtlingsheim gezündet Kloster Blankenburg Niemand wurde verletzt   Groß.PDF,Brandsätze an Oldenburger Flüchtlingsheim gezündet Kloster Blankenburg Niemand wurde verletzt | Brandsätze an Oldenburger Flüchtlingsheim gezündet Kloster Blankenburg Niemand wurde verletzt,Nordwest-Zeitung | Nordwest-Zeitung,31. Mai 2021 | 31. Mai 2021
variant_002,regional_variant,2,Enttäuschte Hoffnungen Spanische Soldaten haben rund 5600 Flüchtlinge aus Nordafrika sofort nach der(2).PDF | Enttäuschte Hoffnungen Spanische Soldaten haben rund 5600 Flüchtlinge aus Nordafrika sofort nach der.PDF,Enttäuschte Hoffnungen Spanische Soldaten haben rund 5600 Flüchtlinge aus Nordafrika sofort nach deren | Enttäuschte Hoffnungen; Spanische Soldaten haben rund 5600 Flüchtlinge aus Nordafrika sofort nach deren,Rheinische Post | Rheinische Post,Donnerstag 20. Mai 2021 | Donnerstag 20. Mai 2021
variant_003,regional_variant,2,Verlockendes Land Die Sogwirkung der Bundesrepublik auf Migranten wird politisch noch immer untersch(2).PDF | Verlockendes Land Die Sogwirkung der Bundesrepublik auf Migranten wird politisch noch immer untersch.PDF,Verlockendes Land Die Sogwirkung der Bundesrepublik auf Migranten wird politisch noch immer unterschätzt. | Verlockendes Land Die Sogwirkung der Bundesrepublik auf Migranten wird politisch noch immer unterschätzt.,Die ZEIT (inklusive ZEIT Magazin) | Die ZEIT (inklusive ZEIT Magazin),27. Mai 2021 | 27. Mai 2021
