file_name,decision,reason,duplicate_group,notes
27 Flüchtlinge vermittelt.PDF,keep,,,
286 neue Flüchtlinge in diesem Jahr.PDF,keep,,,
5 500 Euro für eine Flucht aus Syrien Erste repräsentative Umfrage unter Flüchtlingen in Deutschland.PDF,keep,,,
_. . . doch die Hoffnung blüht auf_ - Begegnung mit jungen Flüchtlingen.PDF,keep,,,
_Die Standards müssen für alle gleich sein_.PDF,keep,,,
_Eine kurzfristige Perspektive erschwert die Integration_ DGB-Vorstand Buntenbach fordert einen bess.PDF,keep,,,
_Gefährdung des Kindeswohls_.PDF,keep,,,
_Politik nach dem Zufallsprinzip_.PDF,keep,,,
Agentur_ Erneut Jagd durch die Bautzener Altstadt Fremdenhass Rechtsextreme greifen Flüchtlinge an.PDF,keep,,,
Ausländische Patienten zahlen oft ihre Klinik-Rechnungen nicht.PDF,keep,,,
Beuth rechtfertigt Polizei-Einsatz(2).PDF,keep,,,
Beuth rechtfertigt Polizei-Einsatz.PDF,keep,,,
"Bundesländer verhindern Abschiebungen Berlin ist besonders kreativ, wenn es darum geht, neue Hürden.PDF",keep,,,
"Das neue Tor zu Deutschland Seit die Balkanroute so gut wie dicht ist, versuchen viele Flüchtlinge,.PDF",keep,,,
Deutsche Richter hebeln schärfere Asylpraxis aus Fast 100.000 Syrer haben in diesem Jahr schon gegen.PDF,keep,,,
Deutschland ist längst ein Einwanderungsland.PDF,keep,,,
Deutschland Kompakt Gauck -Nachfolge_ Parteichefs vertagen Präsidentensuche ++ Einwanderungsgesetz_.PDF,keep,,,
Die leise Mitte.PDF,keep,,,
"Einfach weg Brandenburg vermisst 206 junge Flüchtlinge. Sie sind weitergezogen, meinen die Behörden.PDF",keep,,,
Erdogans Drohung läuft ins Leere Türkischer Präsident deutet Öffnung der Grenzen für Flüchtlinge an.PDF,keep,,,
Familiennachzug von Flüchtlingen_ Nicht mit den Populisten In einem neuen Forderungskatalog skizzier.PDF,keep,,,
Flüchtling oder nicht Status-Fragen.PDF,keep,,,
Flüchtlinge sitzen in Turnhallen fest Warum Berlin eine anständige Unterbringung nicht hinbekommt.PDF,keep,,,
"Ganz die Alte Kaum hat Angela Merkel erklärt, dass sie wieder antritt, schaut sie bei der Parteibasi.PDF",keep,,,
"Gute Idee, aber zu spät Asylzentren in Nordafrika_ Das war ein sinnvoller Vorschlag, als Otto Schily.PDF",keep,,,
"Hamburg lässt Afghanen im Unklaren Kurswechsel Afghanischen Geflüchteten drohen Sammelabschiebungen,.PDF",keep,,,
Heftige Proteste in Flüchtlingslagern.PDF,keep,,,
Helfer kritisieren Auflagen Landrat Heiner Scheffold bedankt sich bei den Helferkreisen. Die neue Wo.PDF,keep,,,
"IDR mottet Wohn-Container ein, die niemand braucht.PDF",keep,,,
Innenministertreffen Flucht in die Abschiebung Von Malte Lehming.PDF,keep,,,
Junge Union_ Es darf keine Abschiebehindernisse geben.PDF,keep,,,
Kein Asyl für syrische Bürgerkriegsflüchtlinge Flüchtlingsschutz In einem wegweisenden Urteil richte.PDF,keep,,,
kein Titel.PDF,keep,,,
Knochenuntersuchung bei jugendlichen Flüchtlingen.PDF,keep,,,
Lange Wartezeiten machen die Familien kaputt Flüchtlinge Grüne und Linke wollen Familiennachzug wied.PDF,keep,,,
Lebenslüge Einwanderung(2).PDF,drop,regional_variant,variant_001,Dropped in favor of representative file: Lebenslüge Einwanderung.PDF (variant_001).
Lebenslüge Einwanderung.PDF,keep,,variant_001,Representative kept for variant_001.
"Meine Flucht, deine Flucht Die Filmemacherin Feo Aladag und ihre Tragödie _Der Andere_ im ZDF.PDF",keep,,,
Neuer Streit um Abschiebung CDU-Vize Strobl will Flüchtlinge ohne Bleiberecht konsequent ausweisen.PDF,keep,,,
OB Meyer wegen Flüchtling in der Kritik.PDF,keep,,,
Political Animal Hilfe für Lotsen durchs Leben Jugendämter verdienen mit ihren Forderungen zur Integ.PDF,keep,,,
Polizei räumt den Pariser  Dschungel Frankreich Tausende Flüchtlinge morgens aus improvisierten Zelt.PDF,keep,,,
Schulersatz für Flüchtlingskinder Das Karlsruher _Lernfreunde_-Haus soll Neuankömmlingen bei der Vor.PDF,keep,,,
Stadt muss weitere Unterkünfte für Flüchtlinge bereitstellen.PDF,keep,,,
Union fürchtet Familiennachzug von Syrern.PDF,keep,,,
Wege erleichtern Die Wirtschaftsministerinnen und -minister der Länder sehen Zuwanderung als Notwend.PDF,keep,,,
Wenn der Wohlstand lockt Auch in anderen EU-Staaten anerkannte Flüchtlinge reisen nach Deutschland w.PDF,keep,,,
Wohnsitzauflage nur in zwei Ländern.PDF,keep,,,
Zeit für Kontingente AUFNAHME Immer weniger Flüchtlinge schaffen den Weg nach Deutschland. Schutzbed.PDF,keep,,,
Österreich - bereit Griechenland - überfüllte Lager Deutschland - Lage im Griff Balkan - geschlossen.PDF,keep,,,
