group_id,group_type,item_count,files,titles,publications,dates
exact_001,duplicate_exact,2,Ein-Wanderungs-Land Die Folgen des Fachkräftemangels treten immer krasser zutage. Darum will die Reg(2).PDF | Ein-Wanderungs-Land Die Folgen des Fachkräftemangels treten immer krasser zutage. Darum will die Reg.PDF,Ein-Wanderungs-Land Die Folgen des Fachkräftemangels treten immer krasser zutage. Darum will die | Ein-Wanderungs-Land Die Folgen des Fachkräftemangels treten immer krasser zutage. Darum will die,Rheinische Post | Rheinische Post,Mittwoch 18. Januar 2023 | Mittwoch 18. Januar 2023
exact_002,duplicate_exact,2,FDP fordert Nachnutzungskonzept(2).PDF | FDP fordert Nachnutzungskonzept.PDF,FDP fordert Nachnutzungskonzept | FDP fordert Nachnutzungskonzept,Frankfurter Rundschau | Frankfurter Rundschau,Samstag 14. Januar 2023 | Samstag 14. Januar 2023
exact_003,duplicate_exact,2,Feuer in Flüchtlingsunterkunft Drei Personen wurden bei dem Brand am Sonntagabend verletzt(2).PDF | Feuer in Flüchtlingsunterkunft Drei Personen wurden bei dem Brand am Sonntagabend verletzt.PDF,Feuer in Flüchtlingsunterkunft Drei Personen wurden bei dem Brand am Sonntagabend verletzt. | Feuer in Flüchtlingsunterkunft Drei Personen wurden bei dem Brand am Sonntagabend verletzt.,Rheinische Post | Rheinische Post,Dienstag 31. Januar 2023 | Dienstag 31. Januar 2023
exact_004,duplicate_exact,2,Immobilien für Flüchtlinge gesucht Der Bund hat dem Land Nordrhein-Westfalen 39 Objekte zur Unterbri(2).PDF | Immobilien für Flüchtlinge gesucht Der Bund hat dem Land Nordrhein-Westfalen 39 Objekte zur Unterbri.PDF,Immobilien für Flüchtlinge gesucht; Der Bund hat dem Land Nordrhein-Westfalen 39 Objekte zur Unterbringung | Immobilien für Flüchtlinge gesucht; Der Bund hat dem Land Nordrhein-Westfalen 39 Objekte zur Unterbringung,Rheinische Post | Rheinische Post,Donnerstag 5. Januar 2023 | Donnerstag 5. Januar 2023
exact_005,duplicate_exact,2,Moral und Migration(2).PDF | Moral und Migration.PDF,Moral und Migration | Moral und Migration,Welt am Sonntag | Welt am Sonntag,29. Januar 2023 | 28. Januar 2023
exact_006,duplicate_exact,2,Südbrookmerland bietet Schützenplatz für Container an Ukrainekrise 475 Geflüchtete muss die größte G(2).PDF | Südbrookmerland bietet Schützenplatz für Container an Ukrainekrise 475 Geflüchtete muss die größte G.PDF,Südbrookmerland bietet Schützenplatz für Container an; Ukrainekrise 475 Geflüchtete muss die größte | Südbrookmerland bietet Schützenplatz für Container an Ukrainekrise 475 Geflüchtete muss die größte,Nordwest-Zeitung | Nordwest-Zeitung,18. Januar 2023 | 18. Januar 2023
exact_007,duplicate_exact,2,"Wenn die Frühwarnsysteme versagen Die Messerattacke von Brokstedt zeigt erneut, dass der Staat die G(2).PDF | Wenn die Frühwarnsysteme versagen Die Messerattacke von Brokstedt zeigt erneut, dass der Staat die G.PDF","Wenn die Frühwarnsysteme versagen Die Messerattacke von Brokstedt zeigt erneut, dass der Staat die | Wenn die Frühwarnsysteme versagen Die Messerattacke von Brokstedt zeigt erneut, dass der Staat die",Welt am Sonntag | Welt am Sonntag,29. Januar 2023 | 28. Januar 2023
near_001,duplicate_near,2,Flüchtlinge.PDF | Mehr verteilen Kipping will Regelungen für Flüchtlinge aus der Ukraine anpassen.PDF,Flüchtlinge | Mehr verteilen; Kipping will Regelungen für Flüchtlinge aus der Ukraine anpassen,"Der Tagesspiegel | taz, die tageszeitung",Dienstag 03. Januar 2023 | Dienstag 03. Januar 2023
near_002,duplicate_near,2,"In Berlin geehrt, auf Lesbos angeklagt Der prominenten Flüchtlingshelferin Sarah Mardini droht in Gr(2).PDF | In Berlin geehrt, auf Lesbos angeklagt Der prominenten Flüchtlingshelferin Sarah Mardini droht in Gr.PDF","In Berlin geehrt, auf Lesbos angeklagt; Der prominenten Flüchtlingshelferin Sarah Mardini droht in | In Berlin geehrt, auf Lesbos angeklagt Der prominenten Flüchtlingshelferin Sarah Mardini droht in Griechenland",Rheinische Post | Rheinische Post,Mittwoch 11. Januar 2023 | Mittwoch 11. Januar 2023
near_003,duplicate_near,2,SPD kritisiert Rheins Forderungen(2).PDF | SPD kritisiert Rheins Forderungen.PDF,SPD kritisiert Rheins Forderungen | SPD kritisiert Rheins Forderungen,Frankfurter Rundschau | Frankfurter Rundschau,Mittwoch 18. Januar 2023 | Mittwoch 18. Januar 2023
variant_001,regional_variant,2,"In Berlin geehrt, auf Lesbos angeklagt Der prominenten Flüchtlingshelferin Sarah Mardini droht in Gr(2).PDF | In Berlin geehrt, auf Lesbos angeklagt Der prominenten Flüchtlingshelferin Sarah Mardini droht in Gr.PDF","In Berlin geehrt, auf Lesbos angeklagt; Der prominenten Flüchtlingshelferin Sarah Mardini droht in | In Berlin geehrt, auf Lesbos angeklagt Der prominenten Flüchtlingshelferin Sarah Mardini droht in Griechenland",Rheinische Post | Rheinische Post,Mittwoch 11. Januar 2023 | Mittwoch 11. Januar 2023
variant_002,regional_variant,2,SPD kritisiert Rheins Forderungen(2).PDF | SPD kritisiert Rheins Forderungen.PDF,SPD kritisiert Rheins Forderungen | SPD kritisiert Rheins Forderungen,Frankfurter Rundschau | Frankfurter Rundschau,Mittwoch 18. Januar 2023 | Mittwoch 18. Januar 2023
