batch_id,corpus_name,source_archive,file_name,file_path,title_original,title_normalized,publication,publication_normalized,date,byline,word_count,body_char_count,body_hash_exact,duplicate_group_id,duplicate_category,keep_drop_review,drop_reason,kept_representative_of_group,representative_selection_reason,malformed_flag,malformed_reason,notes,section,low_value_flag,low_value_reason
2023-01,Main Corpus,2023-01(100).ZIP,"84,3 Millionen Menschen leben in Deutschland Bevölkerung wächst durch Flüchtlinge aus der Ukraine.PDF","C:\PythonProjects\AfD-project\Corpora\Main Corpus\2023-01\raw_unarchive\84,3 Millionen Menschen leben in Deutschland Bevölkerung wächst durch Flüchtlinge aus der Ukraine.PDF","84,3 Millionen Menschen leben in Deutschland; Bevölkerung wächst durch Flüchtlinge aus der Ukraine",843 millionen menschen leben in deutschland bevölkerung wächst durch flüchtlinge aus der ukraine,Die Welt,die welt,Freitag 20. Januar 2023,Dpa,287,1937,ef0f8a9436b9caf9e76b1b6a0d111c0b4905d70a,,unique,keep,,no,,no,,,Wissenschaft; S. 8; Ausg. 15,no,
2023-01,Main Corpus,2023-01(100).ZIP,Abschiebung als Hindernislauf Sicherheit Der Sonderstab „Gefährliche Ausländer“ soll in brisanten Fä.PDF,C:\PythonProjects\AfD-project\Corpora\Main Corpus\2023-01\raw_unarchive\Abschiebung als Hindernislauf Sicherheit Der Sonderstab „Gefährliche Ausländer“ soll in brisanten Fä.PDF,Abschiebung als Hindernislauf; Sicherheit Der Sonderstab „Gefährliche Ausländer“ soll in brisanten Fällen für,abschiebung als hindernislauf sicherheit der sonderstab gefährliche ausländer soll in brisanten fällen für,Südwest Presse,südwest presse,Donnerstag 19. Januar 2023,,935,7165,15e8392d3d9fb5fcfc289045af7fde98eb4d3d96,,unique,keep,,no,,no,,,SÜDWESTUMSCHAU; S. 5; Band 79; Ausg. 15,no,
2023-01,Main Corpus,2023-01(100).ZIP,Afghane beklagt bürokratische Hürden.PDF,C:\PythonProjects\AfD-project\Corpora\Main Corpus\2023-01\raw_unarchive\Afghane beklagt bürokratische Hürden.PDF,Afghane beklagt bürokratische Hürden,afghane beklagt bürokratische hürden,Frankfurter Rundschau,frankfurter rundschau,Samstag 28. Januar 2023,,490,3377,95f37197fc3bb17d60784fc03797204f769bcc78,,unique,keep,,no,,no,,,FRANKFURT; S. F7,no,
2023-01,Main Corpus,2023-01(100).ZIP,Aktuell kommen keine Ukraine -Flüchtlinge nach Duisburg Die Stadt hat ihre Aufnahmequote übererfüllt.PDF,C:\PythonProjects\AfD-project\Corpora\Main Corpus\2023-01\raw_unarchive\Aktuell kommen keine Ukraine -Flüchtlinge nach Duisburg Die Stadt hat ihre Aufnahmequote übererfüllt.PDF,Aktuell kommen keine Ukraine-Flüchtlinge nach Duisburg; Die Stadt hat ihre Aufnahmequote übererfüllt. Für,aktuell kommen keine ukraineflüchtlinge nach duisburg die stadt hat ihre aufnahmequote übererfüllt für,Rheinische Post,rheinische post,Donnerstag 19. Januar 2023,,420,3107,b199db884dc60d00a60a01e30c938055c15f03c7,,unique,keep,,no,,no,,,S. 15,no,
2023-01,Main Corpus,2023-01(100).ZIP,Als Flüchtling anerkannt.PDF,C:\PythonProjects\AfD-project\Corpora\Main Corpus\2023-01\raw_unarchive\Als Flüchtling anerkannt.PDF,Als Flüchtling anerkannt,als flüchtling anerkannt,Frankfurter Rundschau,frankfurter rundschau,Montag 16. Januar 2023,,443,3195,fe076fdb15aefd5e218fef5db3d0db0acc07f2b9,,unique,keep,,no,,no,,,HESSEN; S. D4,no,
2023-01,Main Corpus,2023-01(100).ZIP,"Ampel will mehr Arbeitsmigranten ins Land holen Nicht nur Fachkräfte sollen nach Deutschland kommen,.PDF","C:\PythonProjects\AfD-project\Corpora\Main Corpus\2023-01\raw_unarchive\Ampel will mehr Arbeitsmigranten ins Land holen Nicht nur Fachkräfte sollen nach Deutschland kommen,.PDF","Ampel will mehr Arbeitsmigranten ins Land holen; Nicht nur Fachkräfte sollen nach Deutschland kommen,",ampel will mehr arbeitsmigranten ins land holen nicht nur fachkräfte sollen nach deutschland kommen,Die Welt,die welt,Donnerstag 19. Januar 2023,Ricarda Breyton,880,6593,3d14189d4dca7804adeb33f6ba9eb6efc0df870e,,unique,keep,,no,,no,,,Titel; S. 1; Ausg. 14,no,
2023-01,Main Corpus,2023-01(100).ZIP,"Arbeitsmarkt hielt d en Krisen Stand Gestiegene Energie- und Rohstoffkosten, hohe Inflation, Corona,.PDF","C:\PythonProjects\AfD-project\Corpora\Main Corpus\2023-01\raw_unarchive\Arbeitsmarkt hielt d en Krisen Stand Gestiegene Energie- und Rohstoffkosten, hohe Inflation, Corona,.PDF","Arbeitsmarkt hielt d en Krisen Stand; Gestiegene Energie- und Rohstoffkosten, hohe Inflation, Corona,",arbeitsmarkt hielt d en krisen stand gestiegene energie und rohstoffkosten hohe inflation corona,Rheinische Post,rheinische post,Samstag 14. Januar 2023,Marc Cattelaens,720,5033,9368b66c72046dc9b8bcf71026d8252c9761cdc6,,unique,keep,,no,,no,,,S. 21,no,
2023-01,Main Corpus,2023-01(100).ZIP,"Arbeitsmarkt hält den Krisen Stand Hohe Energiekosten, Inflation, Corona, Lieferprobleme und Flüchtl.PDF","C:\PythonProjects\AfD-project\Corpora\Main Corpus\2023-01\raw_unarchive\Arbeitsmarkt hält den Krisen Stand Hohe Energiekosten, Inflation, Corona, Lieferprobleme und Flüchtl.PDF","Arbeitsmarkt hält den Krisen Stand; Hohe Energiekosten, Inflation, Corona, Lieferprobleme und Flüchtlinge aus",arbeitsmarkt hält den krisen stand hohe energiekosten inflation corona lieferprobleme und flüchtlinge aus,Rheinische Post,rheinische post,Montag 16. Januar 2023,Marc Cattelaens,649,4525,4d36d241fc05c249f65b69ce1aa755b556c379c3,,unique,keep,,no,,no,,,S. 15,no,
2023-01,Main Corpus,2023-01(100).ZIP,Asylzuwanderung auf dem höchsten Stand seit 2016 Inklusive der Ukraine -Flüchtlinge war 2022 das Jah.PDF,C:\PythonProjects\AfD-project\Corpora\Main Corpus\2023-01\raw_unarchive\Asylzuwanderung auf dem höchsten Stand seit 2016 Inklusive der Ukraine -Flüchtlinge war 2022 das Jah.PDF,Asylzuwanderung auf dem höchsten Stand seit 2016; Inklusive der Ukraine-Flüchtlinge war 2022 das Jahr mit,asylzuwanderung auf dem höchsten stand seit 2016 inklusive der ukraineflüchtlinge war 2022 das jahr mit,Die Welt,die welt,Donnerstag 12. Januar 2023,Marcel Leubecher,916,6672,43decef6b29e8f98c73a4e66284396f9c5e4cc0c,,unique,keep,,no,,no,,,Titel; S. 1; Ausg. 9,no,
2023-01,Main Corpus,2023-01(100).ZIP,Aus einem Hotel wird eine Flüchtlingsbleibe In einem Bericht an den Integrationsrat warnt der Sozial.PDF,C:\PythonProjects\AfD-project\Corpora\Main Corpus\2023-01\raw_unarchive\Aus einem Hotel wird eine Flüchtlingsbleibe In einem Bericht an den Integrationsrat warnt der Sozial.PDF,Aus einem Hotel wird eine Flüchtlingsbleibe In einem Bericht an den Integrationsrat warnt der Sozialdezernent,aus einem hotel wird eine flüchtlingsbleibe in einem bericht an den integrationsrat warnt der sozialdezernent,Rheinische Post,rheinische post,Montag 23. Januar 2023,Dirk Neubauer,390,2818,e1a9dbed99be6a5fd9937d6e0a811770621a6561,,unique,keep,,no,,no,,,S. 23,no,
2023-01,Main Corpus,2023-01(100).ZIP,Außenamt_ Neue Gefahren im Iran.PDF,C:\PythonProjects\AfD-project\Corpora\Main Corpus\2023-01\raw_unarchive\Außenamt_ Neue Gefahren im Iran.PDF,Außenamt: Neue Gefahren im Iran,aussenamt neue gefahren im iran,Frankfurter Rundschau,frankfurter rundschau,Samstag 14. Januar 2023,,184,1419,e7b87ddc35e2310deaedb5747f876569d6e760ff,,unique,keep,,no,,no,,,POLITIK; S. 7,no,
2023-01,Main Corpus,2023-01(100).ZIP,Bei Unterkünften noch freie Kapazitäten.PDF,C:\PythonProjects\AfD-project\Corpora\Main Corpus\2023-01\raw_unarchive\Bei Unterkünften noch freie Kapazitäten.PDF,Bei Unterkünften noch freie Kapazitäten,bei unterkünften noch freie kapazitäten,Nordwest-Zeitung,nordwestzeitung,04. Januar 2023,,269,1904,90d8d2cfc93caa8662c7c55d764d607e498fadec,,unique,keep,,no,,no,,,OLDENBURG; S. 9,no,
2023-01,Main Corpus,2023-01(100).ZIP,Brandsätze gegen Flüchtlinge_.PDF,C:\PythonProjects\AfD-project\Corpora\Main Corpus\2023-01\raw_unarchive\Brandsätze gegen Flüchtlinge_.PDF,Brandsätze gegen Flüchtlinge?,brandsätze gegen flüchtlinge,Nordwest-Zeitung,nordwestzeitung,04. Januar 2023,,172,1321,e6410f2cf87f60804019bf6fd64385488bd73947,,unique,keep,,no,,no,,,EZ_LOKAL; S. 1,no,
2023-01,Main Corpus,2023-01(100).ZIP,"Bremser und Scharfmacher Ukraine -Krieg Waffenlieferungen, Sanktionen, Flüchtlingshilfe_ Polen und D.PDF","C:\PythonProjects\AfD-project\Corpora\Main Corpus\2023-01\raw_unarchive\Bremser und Scharfmacher Ukraine -Krieg Waffenlieferungen, Sanktionen, Flüchtlingshilfe_ Polen und D.PDF","Bremser und Scharfmacher Ukraine -Krieg Waffenlieferungen, Sanktionen, Flüchtlingshilfe: Polen und",bremser und scharfmacher ukraine krieg waffenlieferungen sanktionen flüchtlingshilfe polen und,Südwest Presse,südwest presse,Mittwoch 25. Januar 2023,,416,2917,cca210c51c31b211d81c0495a45104e8017db937,,unique,keep,,no,,no,,,POLITIK; S. 2; Band 79; Ausg. 20,no,
2023-01,Main Corpus,2023-01(100).ZIP,Bringt sie nicht mehr in den Dörfern unter Kommentar von Simone Schmollack zu Geflüchteten auf dem L.PDF,C:\PythonProjects\AfD-project\Corpora\Main Corpus\2023-01\raw_unarchive\Bringt sie nicht mehr in den Dörfern unter Kommentar von Simone Schmollack zu Geflüchteten auf dem L.PDF,Bringt sie nicht mehr in den Dörfern unter; Kommentar von Simone Schmollack zu Geflüchteten auf dem Land,bringt sie nicht mehr in den dörfern unter kommentar von simone schmollack zu geflüchteten auf dem land,"taz, die tageszeitung",taz die tageszeitung,Dienstag 31. Januar 2023,Simone Schmollack,391,2709,251ce865ea0292c05ba70ffd276e709f6abce837,,unique,drop,commentary_noncore,no,,no,,,SEITE 1; S. 1,yes,commentary_noncore
2023-01,Main Corpus,2023-01(100).ZIP,Bürgermeister fordern Unterstützung vom Land In den Städten und Gemeinden fehlen weitere Plätze für.PDF,C:\PythonProjects\AfD-project\Corpora\Main Corpus\2023-01\raw_unarchive\Bürgermeister fordern Unterstützung vom Land In den Städten und Gemeinden fehlen weitere Plätze für.PDF,Bürgermeister fordern Unterstützung vom Land; In den Städten und Gemeinden fehlen weitere Plätze für,bürgermeister fordern unterstützung vom land in den städten und gemeinden fehlen weitere plätze für,Rheinische Post,rheinische post,Freitag 27. Januar 2023,,569,4180,2e704fa91986931c5117dc2fe396e3011af13006,,unique,keep,,no,,no,,,S. 23,no,
2023-01,Main Corpus,2023-01(100).ZIP,Café Welcome in Sevelen zieht um.PDF,C:\PythonProjects\AfD-project\Corpora\Main Corpus\2023-01\raw_unarchive\Café Welcome in Sevelen zieht um.PDF,Café Welcome in Sevelen zieht um,café welcome in sevelen zieht um,Rheinische Post,rheinische post,Samstag 7. Januar 2023,,290,2000,fc228da3f51e885c110e85e2900d559fb3329e7f,,unique,keep,,no,,no,,,S. 16,no,
2023-01,Main Corpus,2023-01(100).ZIP,Chancenkarte für den Job.PDF,C:\PythonProjects\AfD-project\Corpora\Main Corpus\2023-01\raw_unarchive\Chancenkarte für den Job.PDF,Chancenkarte für den Job,chancenkarte für den job,Frankfurter Rundschau,frankfurter rundschau,Samstag 7. Januar 2023,,487,3968,81374ba0d7a5188a36fc30d144ee75ce357b939f,,unique,keep,,no,,no,,,WIRTSCHAFT; S. 14,no,
2023-01,Main Corpus,2023-01(100).ZIP,Container statt Turnhalle Hamburgs Jugendnotdienst ist durch eine hohe Zahl junger Geflüchteter gefo.PDF,C:\PythonProjects\AfD-project\Corpora\Main Corpus\2023-01\raw_unarchive\Container statt Turnhalle Hamburgs Jugendnotdienst ist durch eine hohe Zahl junger Geflüchteter gefo.PDF,Container statt Turnhalle; Hamburgs Jugendnotdienst ist durch eine hohe Zahl junger Geflüchteter gefordert.,container statt turnhalle hamburgs jugendnotdienst ist durch eine hohe zahl junger geflüchteter gefordert,"taz, die tageszeitung",taz die tageszeitung,Donnerstag 19. Januar 2023,Kaija Kutter,761,5314,22d7020abf95834d332b61137ad351d340e4e53b,,unique,keep,,no,,no,,,NORD AKTUELL; S. 26-27,no,
2023-01,Main Corpus,2023-01(100).ZIP,Das Recht muss schärfer werden.PDF,C:\PythonProjects\AfD-project\Corpora\Main Corpus\2023-01\raw_unarchive\Das Recht muss schärfer werden.PDF,Das Recht muss schärfer werden,das recht muss schärfer werden,Rheinische Post,rheinische post,Samstag 28. Januar 2023,,256,1844,361a1cc90e5e3307d6f20a0dcbdbd5df9e1fe976,,unique,keep,,no,,no,,,S. 2,no,
2023-01,Main Corpus,2023-01(100).ZIP,Das Wunder von Görlitz Keine deutsche Region ist der Ukraine näher als die Grenzstadt an der Neiße.PDF,C:\PythonProjects\AfD-project\Corpora\Main Corpus\2023-01\raw_unarchive\Das Wunder von Görlitz Keine deutsche Region ist der Ukraine näher als die Grenzstadt an der Neiße.PDF,Das Wunder von Görlitz Keine deutsche Region ist der Ukraine näher als die Grenzstadt an der Neiße. Für,das wunder von görlitz keine deutsche region ist der ukraine näher als die grenzstadt an der neisse für,Welt am Sonntag,welt am sonntag,1. Januar 2023,Claus Christian Malzahn,1450,10009,7ea71103a6964b840944d4ce99e3170d3a722792,,unique,keep,,no,,no,,,Politik; S. 4; Ausg. 1,no,
