file_name,decision,reason,duplicate_group,notes
27 Flüchtlinge beziehen Klaus-Bünting-Halle NotUnterkunft Halle in Sande wird ab 12. April belegt.PDF,keep,,,
_Deutschland hat Polen abgelöst_ Migrationsforscher Thränhardt sieht einen Trendwechsel in der Fluch.PDF,keep,,,
Afghanin in den Iran abgeschoben.PDF,keep,,,
"Asyl, nun doch ein Thema_(2).PDF",keep,,,
"Asyl, nun doch ein Thema_.PDF",keep,,,
Bankrotterklärung des Rechtsstaates.PDF,drop,commentary_noncore,,
"CDU will Bundesagentur für Einwanderung Die Union fordert eine neue Behörde, um ausländische Fachkrä(2).PDF",drop,duplicate_exact,exact_001,"Dropped in favor of representative file: CDU will Bundesagentur für Einwanderung Die Union fordert eine neue Behörde, um ausländische Fachkrä.PDF (exact_001)."
"CDU will Bundesagentur für Einwanderung Die Union fordert eine neue Behörde, um ausländische Fachkrä.PDF",keep,,exact_001,Representative kept for exact_001.
Der nächste Gipfel.PDF,keep,,,
Drei Jahre Hoffnung in Luft aufgelöst Asyl Syrische Flüchtlingsfamilie aus Eckwarden in Nacht-und-Ne.PDF,keep,,,
EU-Asylbewerber.PDF,keep,,,
Faeser gerät unter Druck EU-Innenminister beraten über Migration. Berlins _Kuschellinie_ stößt auf W.PDF,keep,,,
Flüchtlinge.PDF,keep,,,
Flüchtlingsgipfel wird verschoben Anhaltende Differenzen in der rot-schwarz-grünen Koalition. Landkr.PDF,keep,,,
Flüchtlingshilfe_ Städte wollen auch eine Gesetzesänderung(2).PDF,drop,duplicate_exact,exact_002,Dropped in favor of representative file: Flüchtlingshilfe_ Städte wollen auch eine Gesetzesänderung.PDF (exact_002).
Flüchtlingshilfe_ Städte wollen auch eine Gesetzesänderung.PDF,keep,,exact_002,Representative kept for exact_002.
Flüchtlingsrat_ Notunterkunft schließen Zustände in Tegel angeprangert.PDF,keep,,,
Flüchtlingsthema wird Chefsache Kanzler lädt Länder zu gemeinsamen Beratungen ein.PDF,keep,,,
