group_id,group_type,item_count,files,titles,publications,dates
exact_001,duplicate_exact,2,"6,4 Millionen fliehen aus der Ukraine Deutschland nach den Nachbarn wichtigster Aufnahmestaat(2).PDF | 6,4 Millionen fliehen aus der Ukraine Deutschland nach den Nachbarn wichtigster Aufnahmestaat.PDF","6,4 Millionen fliehen aus der Ukraine Deutschland nach den Nachbarn wichtigster Aufnahmestaat | 6,4 Millionen fliehen aus der Ukraine Deutschland nach den Nachbarn wichtigster Aufnahmestaat",Welt am Sonntag | Welt am Sonntag,21. Mai 2022 | 22. Mai 2022
exact_002,duplicate_exact,2,Apotheker wollen geflüchteten Kollegen helfen(2).PDF | Apotheker wollen geflüchteten Kollegen helfen.PDF,Apotheker wollen geflüchteten Kollegen helfen | Apotheker wollen geflüchteten Kollegen helfen,Rheinische Post | Rheinische Post,Mittwoch 25. Mai 2022 | Mittwoch 25. Mai 2022
exact_003,duplicate_exact,2,Für Flüchtlingskinder fehlen Kitaplätze Die Einrichtungen in NRW stehen unter Druck_ Es gibt weiter(2).PDF | Für Flüchtlingskinder fehlen Kitaplätze Die Einrichtungen in NRW stehen unter Druck_ Es gibt weiter.PDF,Für Flüchtlingskinder fehlen Kitaplätze Die Einrichtungen in NRW stehen unter Druck: Es gibt weiter | Für Flüchtlingskinder fehlen Kitaplätze Die Einrichtungen in NRW stehen unter Druck: Es gibt weiter,Rheinische Post | Rheinische Post,Montag 2. Mai 2022 | Montag 2. Mai 2022
exact_004,duplicate_exact,2,Mykola hilft beim Neustart in Deutschland Ukraine -Flüchtlinge Internet-Plattform will Sprachbarrier(2).PDF | Mykola hilft beim Neustart in Deutschland Ukraine -Flüchtlinge Internet-Plattform will Sprachbarrier(3).PDF,Mykola hilft beim Neustart in Deutschland Ukraine -Flüchtlinge Internet-Plattform will Sprachbarrieren abbauen | Mykola hilft beim Neustart in Deutschland Ukraine -Flüchtlinge Internet-Plattform will Sprachbarrieren abbauen,Nordwest-Zeitung | Nordwest-Zeitung,23. Mai 2022 | 19. Mai 2022
near_001,duplicate_near,2,Ein inhaltlicher Fünfkampf In der Wahlarena präsentieren sich die Spitzenkandidaten dem Fernsehpubli(2).PDF | Ein inhaltlicher Fünfkampf In der Wahlarena präsentieren sich die Spitzenkandidaten dem Fernsehpubli.PDF,Ein inhaltlicher Fünfkampf; In der Wahlarena präsentieren sich die Spitzenkandidaten dem Fernsehpublikum. | Ein inhaltlicher Fünfkampf In der Wahlarena präsentieren sich die Spitzenkandidaten dem Fernsehpublikum.,Rheinische Post | Rheinische Post,Mittwoch 4. Mai 2022 | Mittwoch 4. Mai 2022
near_002,duplicate_near,2,Hessen bündelt Hilfe für Geflüchtete(2).PDF | Hessen bündelt Hilfe für Geflüchtete.PDF,Hessen bündelt Hilfe für Geflüchtete | Hessen bündelt Hilfe für Geflüchtete,Frankfurter Rundschau | Frankfurter Rundschau,Mittwoch 4. Mai 2022 | Mittwoch 4. Mai 2022
near_003,duplicate_near,2,Mykola hilft beim Neustart in Deutschland Ukraine -Flüchtlinge Internet-Plattform will Sprachbarrier(2).PDF | Mykola hilft beim Neustart in Deutschland Ukraine -Flüchtlinge Internet-Plattform will Sprachbarrier.PDF,Mykola hilft beim Neustart in Deutschland Ukraine -Flüchtlinge Internet-Plattform will Sprachbarrieren abbauen | Mykola hilft beim Neustart in Deutschland Ukraine -Flüchtlinge Internet-Plattform will Sprachbarrieren abbauen,Nordwest-Zeitung | Nordwest-Zeitung,23. Mai 2022 | 23. Mai 2022
variant_001,regional_variant,2,Ein inhaltlicher Fünfkampf In der Wahlarena präsentieren sich die Spitzenkandidaten dem Fernsehpubli(2).PDF | Ein inhaltlicher Fünfkampf In der Wahlarena präsentieren sich die Spitzenkandidaten dem Fernsehpubli.PDF,Ein inhaltlicher Fünfkampf; In der Wahlarena präsentieren sich die Spitzenkandidaten dem Fernsehpublikum. | Ein inhaltlicher Fünfkampf In der Wahlarena präsentieren sich die Spitzenkandidaten dem Fernsehpublikum.,Rheinische Post | Rheinische Post,Mittwoch 4. Mai 2022 | Mittwoch 4. Mai 2022
variant_002,regional_variant,2,Hessen bündelt Hilfe für Geflüchtete(2).PDF | Hessen bündelt Hilfe für Geflüchtete.PDF,Hessen bündelt Hilfe für Geflüchtete | Hessen bündelt Hilfe für Geflüchtete,Frankfurter Rundschau | Frankfurter Rundschau,Mittwoch 4. Mai 2022 | Mittwoch 4. Mai 2022
variant_003,regional_variant,2,Mykola hilft beim Neustart in Deutschland Ukraine -Flüchtlinge Internet-Plattform will Sprachbarrier(2).PDF | Mykola hilft beim Neustart in Deutschland Ukraine -Flüchtlinge Internet-Plattform will Sprachbarrier.PDF,Mykola hilft beim Neustart in Deutschland Ukraine -Flüchtlinge Internet-Plattform will Sprachbarrieren abbauen | Mykola hilft beim Neustart in Deutschland Ukraine -Flüchtlinge Internet-Plattform will Sprachbarrieren abbauen,Nordwest-Zeitung | Nordwest-Zeitung,23. Mai 2022 | 23. Mai 2022
