file_name,decision,reason,duplicate_group,notes
",,Weisen jeden Asylsuchenden zurück_.PDF",keep,,,
Abschiebung trotz Ausbildungszusage.PDF,keep,,,
Acht Jahre nicht zurück Gruppenvergewaltigung Abgeschobener Afghane darf vorerst nicht mehr nach Deu.PDF,keep,,,
An der Grenze Flüchtlinge sollen ab sofort zurückgewiesen werden. Doch die Praxis ist kompliziert.PDF,keep,,,
Anti-Messer-Migranten.PDF,drop,commentary_noncore,,
Auf einen Blick Arbeitsmoral in Deutschland_ Merz relativiert Aussage ++ Einwanderer in Deutschland_.PDF,keep,,,
BAMF nimmt Anhörung von Syrern wieder auf Behörde will Asylanträge erneut bearbeiten. Entscheidungen.PDF,keep,,,
Bau von Container-Siedlung schreitet voran Die Unterbringung von Flüchtlingen bleibt ein Riesenprobl.PDF,keep,,,
Begrenzt humanitär Vor 60 Jahren führte die Bundesrepublik das individuelle Asylverfahren nach Artik.PDF,keep,,,
BERLIN.PDF,keep,,,
Eine Show an der Grenze Die Union will ihre Wahlkampfversprechen wahr machen und Asylsuchende in gro.PDF,keep,,,
Erstaufnahme-Einrichtung steht leer Flüchtlinge In Neu-Ulm kam es im März zu einer groß angelegten E.PDF,keep,,,
Ex-Altenheim am Dom bleibt Flüchtlingsunterkunft Auch die Hansaringschule kann länger für die Unterb.PDF,keep,,,
Familiennachzug für Flüchtlinge wird eingeschränkt Die neue Bundesregierung hat die ersten Beschlüss(2).PDF,drop,duplicate_exact,exact_001,Dropped in favor of representative file: Familiennachzug für Flüchtlinge wird eingeschränkt Die neue Bundesregierung hat die ersten Beschlüss.PDF (exact_001).
Familiennachzug für Flüchtlinge wird eingeschränkt Die neue Bundesregierung hat die ersten Beschlüss.PDF,keep,,exact_001,Representative kept for exact_001.
Flammen greifen auf Ex-Kita über Polizei Kripo ermittelt nach Brand einer Gartenlaube im Laichinger.PDF,keep,,,
"Flüchtlingsrat NRW kritisiert Abschiebung Die Abschiebung einer türkischen Familie, die in einen Spr.PDF",keep,,,
Flüchtlingsstadt schrumpft Einrichtung in Tegel soll verkleinert werden   künftig gibt es noch 2600.PDF,keep,,,
Kirchen gegen Kabinett.PDF,keep,,,
Landkreise pochen auf Migrationswende Einwanderung Spitzen von Schwarz_Rot treffen sich Mittwoch   N.PDF,keep,,,
Mehr Restriktionen in der Migrationspolitik.PDF,keep,,,
"Neue Unterkunft für bis zu 48 Geflüchtete Für rund 1,5 Millionen Euro errichtet die Gemeinde Wachten.PDF",keep,,,
New Yorker_ Verdächtiger hielt sich legal in Deutschland auf(2).PDF,drop,duplicate_exact,exact_002,Dropped in favor of representative file: New Yorker_ Verdächtiger hielt sich legal in Deutschland auf.PDF (exact_002).
New Yorker_ Verdächtiger hielt sich legal in Deutschland auf.PDF,keep,,exact_002,Representative kept for exact_002.
Petition für afghanische Familie.PDF,keep,,,
POLITIK.PDF,keep,,,
Polizei führte Angreifer aus Bielefeld unter acht Namen(2).PDF,drop,duplicate_exact,exact_003,Dropped in favor of representative file: Polizei führte Angreifer aus Bielefeld unter acht Namen.PDF (exact_003).
Polizei führte Angreifer aus Bielefeld unter acht Namen.PDF,keep,,exact_003,Representative kept for exact_003.
"Sieben Jahre Hölle Der Schutz von Frauen vor gewalttätigen Männern in Deutschland ist mangelhaft, we.PDF",keep,,,
So läuft es derzeit in der ZUE in Orsoy Die Bezirksregierung Düsseldorf hatte wieder zu einer Bürger.PDF,keep,,,
Stabile Lage bei Flüchtlingsunterbringung Aktuell hat die Stadt ausreichend Platz für geflüchtete Me.PDF,keep,,,
"Stadt lehnt Flüchtlingskarte vorerst ab Am Montag kommt um 17 Uhr der Ausschuss für Soziales, Ordnun.PDF",keep,,,
Studie wirft Regierung falschen Asylkurs vor(2).PDF,drop,duplicate_exact,exact_004,Dropped in favor of representative file: Studie wirft Regierung falschen Asylkurs vor.PDF (exact_004).
Studie wirft Regierung falschen Asylkurs vor.PDF,keep,,exact_004,Representative kept for exact_004.
Stufen der Zurückweisung Ungesteuerte Zuwanderung überfordert jede Gesellschaft_ Das haben andere Lä.PDF,keep,,,
Tegel bleibt länger Die Unterkunft soll bis 2031 bestehen. Auch Ankunftszentrum ist geplant.PDF,keep,,,
Unterkunft Tegel.PDF,keep,,,
Was bringt das  Chancen-Aufenthaltsrecht _ Die Ampel-Koalition gewährte rund 83.000 ausreisepflichti.PDF,keep,,,
"Was Griechenland vom deutschen Abschiebeplan hält Das Bundesamt für Migration plant, Asylbewerber in.PDF",keep,,,
Werdender Vater soll in den Irak zurück Wenige Tage vor seinem Integrationstest wurde der Kurde Must.PDF,keep,,,
Wie Tunesien für Europa die Drecksarbeit macht Zu Tausenden werden afrikanische Migranten gewaltsam.PDF,keep,,,
Wie weiter an den Grenzen_ Bundespolizisten fordern klare Linien für den Umgang mit illegalen Flücht.PDF,keep,,,
"Wir backen das Eberswalde ist die Stadt, in der Amadeu Antonio starb. Die AfD ist hier inzwischen st.PDF",keep,,,
Wir werden nie wieder zur alten Migrationspolitik zurückkehren Schweden hat sich vom liberalsten zum.PDF,keep,,,
Wird Tegel das neue Moria_ Die Notunterkunft wird Zentrum für Asylsuchende nach den neuen EU-Regeln.PDF,keep,,,
Zehn Jahre Flüchtlingshilfe_ Ein Erfolgsmodell Integration Noch immer sind zahlreiche Ehrenamtliche(2).PDF,keep,,,
Zehn Jahre Flüchtlingshilfe_ Ein Erfolgsmodell Integration Noch immer sind zahlreiche Ehrenamtliche.PDF,keep,,,
Zeuge schildert Hamburger Messerangriff.PDF,keep,,,
Zu viert auf 20 Quadratmetern Malda und Ali wohnen mit ihren Kindern in der Flüchtlingsunterkunft An.PDF,keep,,,
"„Integration ist Daueraufgabe“ Viele Kommunen klagen über Überforderung durch immer mehr Migranten,.PDF",keep,,,
