file_name,decision,reason,duplicate_group,notes
"_Das ist doch pervers_ WARUM GENAU_ Der CDU-Bundestagsabgeordnete Martin Patzelt schlägt vor, dass B.PDF",keep,,,
_Nicht nur versorgen_(2).PDF,drop,duplicate_exact,exact_001,Dropped in favor of representative file: _Nicht nur versorgen_.PDF (exact_001).
_Nicht nur versorgen_.PDF,keep,,exact_001,Representative kept for exact_001.
_Uns fehlen 4000 Wohnungen_.PDF,keep,,,
_Wie deutsche Straftäter_ Innenminister Gall (SPD) zum Umgang mit straffälligen Asylbewerbern.PDF,keep,,,
_Wir kommen an die Grenzen_ Landkreistagspräsident Walter über das Asylrecht und die schwierige Such.PDF,keep,,,
_Wir können die Probleme der Welt nicht allein lösen_ Der Chef des Städte- und Gemeindebundes forder.PDF,keep,,,
_Wir suchen noch nach weiteren Angeboten_.PDF,keep,,,
Allein in der Fremde.PDF,keep,,,
Am Ende bleibt nur Angst FLÜCHTLINGE Aus Furcht vor Obdachlosigkeit und Abschiebung besetzen Bewohne.PDF,keep,,,
Aufnahmestelle voll belegt Stadt Karlsruhe sorgt sich um menschenwürdige Quartiere für Flüchtlinge.PDF,keep,,,
Beraten und betreuen.PDF,keep,,,
Berlin vor neuem Flüchtlingsprotest Asylsuchende müssen gehen _ Grüne und Piraten_ Wortbruch des Sen.PDF,keep,,,
Container für 260 Flüchtlinge.PDF,drop,regional_variant,variant_001,Dropped in favor of representative file: Neue Wohncontainer für 260 Flüchtlinge.PDF (variant_001).
"Deutschland soll Kurden aktiv unterstützen IRAK-KONFLIKT Politiker aller Parteien fordern, Flüchtlin.PDF",keep,,,
Deutschland wirbt 17 000 Fachkräfte an Sachverständige loben offensive Einwanderung.PDF,keep,,,
Die Flüchtlinge steigen wieder aufs Dach Die meisten Asylbewerber verließen ihr Friedrichshainer Hos.PDF,keep,,,
Die meisten Zuwanderer wollen nicht hierbleiben 60 Prozent der Erwerbsmigranten planen eine Rückkehr.PDF,keep,,,
"Die nächste Zwischenlösung FLÜCHTLINGE Der Landessportbund kritisiert das Vorhaben, Flüchtlinge in T.PDF",keep,,,
Duisburg mit Flüchtlingen überfordert.PDF,keep,,,
Europa im dritten Anlauf Eine Flüchtlingsfamilie wird von der Küstenwache aufgegriffen. Lesvos ist d.PDF,keep,,,
Familie Chabo zieht um.PDF,keep,,,
Flüchtlinge machen Senator fransig ASYL Bis zu 800 weitere Plätze in Flüchtlingsunterkünften will da.PDF,keep,,,
Flüchtlinge überfordern Bayern.PDF,keep,,,
Flüchtlingspaten werden in einem Kursus qualifiziert.PDF,keep,,,
Gute und schlechte Flüchtlinge SABINE AM ORDE ÜBER DE MAIZIÈRES FLÜCHTLINGSRHETORIK.PDF,drop,commentary_noncore,,
Harren und hungern Die Flüchtlinge streiken weiter. Und auf die Ausländerbehörde gab es einen Angrif.PDF,keep,,,
Hilden hat genug Platz für Flüchtlinge.PDF,keep,,,
Hilferuf vom Innensenator UNTERBRINGUNG In der Flüchtlings-Erstaufnahme am Volkspark werden die Plät.PDF,keep,,,
In drei Nächten drei Schleuser gefasst 25 Flüchtlinge aus Eritrea nach Ulm gebracht.PDF,keep,,,
Italien fordert mehr EU-Hilfe Land fühlt sich mit Flüchtlingen allein gelassen - Kommission sieht Mi.PDF,keep,,,
Katholikenrat kritisiert Zeltstadt für Flüchtlinge.PDF,keep,,,
Keine Flüchtlinge ins Walsumer Zeltlager.PDF,keep,,,
"Keine Lösung trotz Gottes Hilfe ASYLPROTEST Polizei bringt Flüchtlingen etwas Wasser, Pfarrer zelebr.PDF",keep,,,
Leitartikel · FLÜCHTLINGE_ Große Aufgabe.PDF,drop,commentary_noncore,,
Luxemburg soll sich um Flüchtlinge in Deutschland kümmern Leipziger Richter setzen Verfahren zum Auf.PDF,keep,,,
Neue Wohncontainer für 260 Flüchtlinge.PDF,keep,,variant_001,Representative kept for variant_001.
Nichts mehr zu verlieren Neun Flüchtlinge harren in einem Hostel aus - und drohen teils mit Suizid.PDF,keep,,,
Oranienplatz-Flüchtlinge fliegen raus Senat stoppt Zahlungen für Heime und Unterhalt. Plätze werden.PDF,keep,,,
Placebo gegen die AfD DANIEL BAX ZU DEN MASSNAHMEN DER REGIERUNG GEGEN ARMUTSMIGRATION.PDF,drop,commentary_noncore,,
Politik Kompakt Flüchtlinge_ Polizei warnt_ Zuwanderung gerät außer Kontrolle ++ Sterbehilfe_ Kanzle.PDF,keep,,,
Recht bricht Hoffnung.PDF,keep,,,
Schutz vor der Abschiebung.PDF,keep,,,
Stadt sucht Wohnungen für Asylbewerber.PDF,keep,,,
Stimmungsmache vor überfülltem Flüchtlingsheim.PDF,keep,,,
Städte stöhnen über Flüchtlinge.PDF,keep,,,
Temmen will schnelle Lösung.PDF,keep,,,
Unterbringung Flüchtlingsströme überfordern Länder.PDF,keep,,,
Unterkunft für 422 Flüchtlinge.PDF,keep,,,
Zur Person_ Engagiert für Flüchtlinge.PDF,keep,,,
