file_name,decision,reason,duplicate_group,notes
50 Geflüchtete können nicht in Norden bleiben SOZIALES Am Bahnhof wieder weggeschickt   Keine zusätz.PDF,keep,,,
96 Flüchtlinge in den Messehallen Krieg Die Vorsorge der Stadt hinsichtlich der Unterbringung hat si.PDF,keep,,,
Amnesty_ Deutschland behandelt Flüchtlinge ungleich(2).PDF,drop,duplicate_exact,exact_001,Dropped in favor of representative file: Amnesty_ Deutschland behandelt Flüchtlinge ungleich.PDF (exact_001).
Amnesty_ Deutschland behandelt Flüchtlinge ungleich.PDF,keep,,exact_001,Representative kept for exact_001.
Ampel will Flüchtlingen Stress ersparen Bislang sollen sie nach drei Jahren erneut überprüft werden.PDF,keep,,,
Arbeitsagentur erwartet 410.000 ukrainische Erwerbslose Geflohene aus dem Kriegsgebiet haben seit Ju.PDF,keep,,,
Asylbewerber zieht es nach Deutschland Zahl der Anträge in der EU stieg 2021 um 30 Prozent.PDF,keep,,,
Atemberaubender moralischer Verfall Europas Griechenland praktiziert brutale und illegale Pushbacks.PDF,keep,,,
Auch mal schnell entscheiden.PDF,keep,,,
BERLIN.PDF,keep,,,
Bewegung und Beruf_ Perspektiven für Flüchtlinge.PDF,keep,,,
Blinder Syrer erhält nun doch Asyl(2).PDF,drop,duplicate_exact,exact_002,Dropped in favor of representative file: Blinder Syrer erhält nun doch Asyl.PDF (exact_002).
Blinder Syrer erhält nun doch Asyl.PDF,keep,,exact_002,Representative kept for exact_002.
Caritas hilft Stadt bei Unterbringung von Geflüchteten.PDF,keep,,,
Das polnische Wunder Der Krieg in der Ukraine hat Erstaunliches bewirkt_ Die Polen heißen Flüchtling.PDF,keep,,,
Die trügerische Hoffnung auf ukrainische Arbeitskräfte Bundesarbeitsminister Hubertus Heil (SPD) wil.PDF,keep,,,
Eine Chance für Geduldete(2).PDF,drop,duplicate_exact,exact_003,Dropped in favor of representative file: Eine Chance für Geduldete.PDF (exact_003).
Eine Chance für Geduldete.PDF,keep,,exact_003,Representative kept for exact_003.
Flüchtling nicht gleich Flüchtling Asyl Ungleichbehandlung von Schutzsuchenden führt bei Helfern zu.PDF,keep,,,
Flüchtlingsheim im alten Krankenhaus Die Unterbringung von Flüchtlingen aus der Ukraine beschäftigt.PDF,keep,,,
Flüchtlingsrat lobt Boris Rhein(2).PDF,drop,duplicate_exact,exact_004,Dropped in favor of representative file: Flüchtlingsrat lobt Boris Rhein.PDF (exact_004).
Flüchtlingsrat lobt Boris Rhein.PDF,keep,,exact_004,Representative kept for exact_004.
Flüchtlingsunterkünfte_ Senat will Standorte verdichten.PDF,keep,,,
Gern besuchen wir Sie in Ihrer Zehlendorfer Residenz Fühlen sich ukrainische Geflüchtete in Deutschl.PDF,keep,,,
Johnsons neue Asylpolitik - ein Vorbild für Deutschland_ Eine Gesetzesänderung erlaubt es Großbritan.PDF,keep,,,
"Kanzler der Reserve Flüchtlinge, Soldaten, König, Premierminister, Präsident_ Auf seiner viertägigen.PDF",keep,,,
"Kein Asyl wegen bizarren Religionstests Mohammad Nozary war schon auf dem Weg zum Flughafen, als sei(2).PDF",drop,regional_variant,variant_001,"Dropped in favor of representative file: Kein Asyl wegen bizarren Religionstests Mohammad Nozary war schon auf dem Weg zum Flughafen, als sei.PDF (variant_001)."
"Kein Asyl wegen bizarren Religionstests Mohammad Nozary war schon auf dem Weg zum Flughafen, als sei.PDF",keep,,variant_001,Representative kept for variant_001.
Kohle für Kommunen Finanzausgleich bis 2026 verlängert.PDF,keep,,,
Kritik am ukrainischen Präsidenten.PDF,keep,,,
"Mit Hund und Katze nach Berlin Marlena Fricler hilft Ukrainern am Hauptbahnhof, die mit ihren Tieren.PDF",keep,,,
NACHRICHTEN(2).PDF,keep,,exact_005,Representative kept for exact_005.
NACHRICHTEN(3).PDF,drop,duplicate_exact,exact_005,Dropped in favor of representative file: NACHRICHTEN(2).PDF (exact_005).
NACHRICHTEN.PDF,keep,,,
Rabbinerfamilie hilft Flüchtlingen.PDF,keep,,,
Ralph Tiesler soll oberster Bevölkerungsschützer werden.PDF,keep,,,
Rat soll Container-Anschaffung absegnen Bürgermeisterin Michaela Eislöffel und die Stadtverwaltung h.PDF,keep,,,
Raubdelikt in Unterkunft für Flüchtlinge.PDF,keep,,,
"Rosi Hannemann mit dem Bundesverdienstkreuz ausgezeichnet Die Dinslakenerin, die sich seit Jahrzehnt.PDF",keep,,,
Rund 150 Ukrainer sind wieder gegangen Flüchtlinge 1125 Kriegsvertriebene in Oldenburg gemeldet   26.PDF,keep,,,
Schwere Vorwürfe gegen spanische und marokkanische Polizei(2).PDF,drop,duplicate_exact,exact_006,Dropped in favor of representative file: Schwere Vorwürfe gegen spanische und marokkanische Polizei.PDF (exact_006).
Schwere Vorwürfe gegen spanische und marokkanische Polizei.PDF,keep,,exact_006,Representative kept for exact_006.
"Spektakuläre Wende im Abschiebefall Der Fall des Iraners Mohammadreza Nozary, der seit drei Jahren m.PDF",keep,,,
Starke Abwanderung von Deutschen Statistisches Bundesamt_ 2021 zogen rund 64.000 Bürger mehr weg als.PDF,keep,,,
Stärkung für die Helfenden In Berlin kümmern sich vielerorts Engagierte um die Geflüchteten aus der.PDF,keep,,,
"Wohnraum für Geflüchtete wird knapp Die Kommunen versuchen, ihre Kapazitäten zu erweitern. Denn nich.PDF",keep,,,
„Auf allen Ebenen merkt man die Angst“ In der Republik Moldau hat Wesels Bundestagsabgeordneter Rain(2).PDF,keep,,,
„Auf allen Ebenen merkt man die Angst“ In der Republik Moldau hat Wesels Bundestagsabgeordneter Rain.PDF,keep,,,
„Der Wille spielt eine große Rolle“.PDF,keep,,,
„Römervilla“ als neue Unterkunft Flüchtlinge Einstiges Hotel wird Begegnungsstätte und Wohnraum. Wei.PDF,keep,,,
