batch_id,corpus_name,source_archive,file_name,file_path,title_original,title_normalized,publication,publication_normalized,date,byline,word_count,body_char_count,body_hash_exact,duplicate_group_id,duplicate_category,keep_drop_review,drop_reason,kept_representative_of_group,representative_selection_reason,malformed_flag,malformed_reason,notes,section,low_value_flag,low_value_reason
2022-06,Main Corpus,2022-06(50).ZIP,50 Geflüchtete können nicht in Norden bleiben SOZIALES Am Bahnhof wieder weggeschickt   Keine zusätz.PDF,C:\PythonProjects\AfD-project\Corpora\Main Corpus\2022-06\raw_unarchive\50 Geflüchtete können nicht in Norden bleiben SOZIALES Am Bahnhof wieder weggeschickt   Keine zusätz.PDF,50 Geflüchtete können nicht in Norden bleiben SOZIALES Am Bahnhof wieder weggeschickt Keine,50 geflüchtete können nicht in norden bleiben soziales am bahnhof wieder weggeschickt keine,Nordwest-Zeitung,nordwestzeitung,29. Juni 2022,,289,2144,d41540a5c8ff8af1eb2c4dbb9327b9647b01f489,,unique,keep,,no,,no,,,OSTFRIESLAND; S. 1,no,
2022-06,Main Corpus,2022-06(50).ZIP,96 Flüchtlinge in den Messehallen Krieg Die Vorsorge der Stadt hinsichtlich der Unterbringung hat si.PDF,C:\PythonProjects\AfD-project\Corpora\Main Corpus\2022-06\raw_unarchive\96 Flüchtlinge in den Messehallen Krieg Die Vorsorge der Stadt hinsichtlich der Unterbringung hat si.PDF,96 Flüchtlinge in den Messehallen Krieg Die Vorsorge der Stadt hinsichtlich der Unterbringung hat sich,96 flüchtlinge in den messehallen krieg die vorsorge der stadt hinsichtlich der unterbringung hat sich,Südwest Presse,südwest presse,Freitag 24. Juni 2022,,403,2743,386acaef2457a785285505153c8c9264455a7594,,unique,keep,,no,,no,,,ULM und NEU-ULM; S. 16; Band 78; Ausg. 143,no,
2022-06,Main Corpus,2022-06(50).ZIP,Amnesty_ Deutschland behandelt Flüchtlinge ungleich(2).PDF,C:\PythonProjects\AfD-project\Corpora\Main Corpus\2022-06\raw_unarchive\Amnesty_ Deutschland behandelt Flüchtlinge ungleich(2).PDF,Amnesty: Deutschland behandelt Flüchtlinge ungleich,amnesty deutschland behandelt flüchtlinge ungleich,Rheinische Post,rheinische post,Dienstag 21. Juni 2022,,172,1372,ba0d1dea9ac7e4d79d2b23315b3e0a22624061bf,exact_001,duplicate_exact,drop,duplicate_exact,no,,no,,Dropped in favor of representative file: Amnesty_ Deutschland behandelt Flüchtlinge ungleich.PDF (exact_001).,S. 1,no,
2022-06,Main Corpus,2022-06(50).ZIP,Amnesty_ Deutschland behandelt Flüchtlinge ungleich.PDF,C:\PythonProjects\AfD-project\Corpora\Main Corpus\2022-06\raw_unarchive\Amnesty_ Deutschland behandelt Flüchtlinge ungleich.PDF,Amnesty: Deutschland behandelt Flüchtlinge ungleich,amnesty deutschland behandelt flüchtlinge ungleich,Rheinische Post,rheinische post,Dienstag 21. Juni 2022,,172,1372,ba0d1dea9ac7e4d79d2b23315b3e0a22624061bf,exact_001,duplicate_exact,keep,,yes,cleanest_parsed_version,no,,Representative kept for exact_001.,S. 1,no,
2022-06,Main Corpus,2022-06(50).ZIP,Ampel will Flüchtlingen Stress ersparen Bislang sollen sie nach drei Jahren erneut überprüft werden.PDF,C:\PythonProjects\AfD-project\Corpora\Main Corpus\2022-06\raw_unarchive\Ampel will Flüchtlingen Stress ersparen Bislang sollen sie nach drei Jahren erneut überprüft werden.PDF,Ampel will Flüchtlingen Stress ersparen; Bislang sollen sie nach drei Jahren erneut überprüft werden und den,ampel will flüchtlingen stress ersparen bislang sollen sie nach drei jahren erneut überprüft werden und den,Die Welt,die welt,Mittwoch 8. Juni 2022,Ricarda Breyton,917,7026,d9dadc015bb42b3bdd40b7c9dc34bc5091d48086,,unique,keep,,no,,no,,,POLITIK; THEMA DES TAGES; S. 2; Ausg. 109,no,
2022-06,Main Corpus,2022-06(50).ZIP,Arbeitsagentur erwartet 410.000 ukrainische Erwerbslose Geflohene aus dem Kriegsgebiet haben seit Ju.PDF,C:\PythonProjects\AfD-project\Corpora\Main Corpus\2022-06\raw_unarchive\Arbeitsagentur erwartet 410.000 ukrainische Erwerbslose Geflohene aus dem Kriegsgebiet haben seit Ju.PDF,Arbeitsagentur erwartet 410.000 ukrainische Erwerbslose Geflohene aus dem Kriegsgebiet haben seit Juni,arbeitsagentur erwartet 410000 ukrainische erwerbslose geflohene aus dem kriegsgebiet haben seit juni,Welt am Sonntag,welt am sonntag,5. Juni 2022,Marcel Leubecher,615,4655,4f98fec824781d055021fbba5d3031224a52db8e,,unique,keep,,no,,no,,,Titel; S. 1; Ausg. 23,no,
2022-06,Main Corpus,2022-06(50).ZIP,Asylbewerber zieht es nach Deutschland Zahl der Anträge in der EU stieg 2021 um 30 Prozent.PDF,C:\PythonProjects\AfD-project\Corpora\Main Corpus\2022-06\raw_unarchive\Asylbewerber zieht es nach Deutschland Zahl der Anträge in der EU stieg 2021 um 30 Prozent.PDF,Asylbewerber zieht es nach Deutschland Zahl der Anträge in der EU stieg 2021 um 30 Prozent,asylbewerber zieht es nach deutschland zahl der anträge in der eu stieg 2021 um 30 prozent,Die Welt,die welt,Mittwoch 29. Juni 2022,Christoph B. Schiltz,384,2755,1791d1b68c2d862fd86584ccecf68f7e50e95249,,unique,keep,,no,,no,,,Politik; S. 5; Ausg. 124,no,
2022-06,Main Corpus,2022-06(50).ZIP,Atemberaubender moralischer Verfall Europas Griechenland praktiziert brutale und illegale Pushbacks.PDF,C:\PythonProjects\AfD-project\Corpora\Main Corpus\2022-06\raw_unarchive\Atemberaubender moralischer Verfall Europas Griechenland praktiziert brutale und illegale Pushbacks.PDF,Atemberaubender moralischer Verfall Europas Griechenland praktiziert brutale und illegale Pushbacks gegen,atemberaubender moralischer verfall europas griechenland praktiziert brutale und illegale pushbacks gegen,"taz, die tageszeitung",taz die tageszeitung,Mittwoch 29. Juni 2022,Christian Jakob,726,5173,8937c5e60cbd7294fbc11bcf5798082ec12c387a,,unique,keep,,no,,no,,,GESELLSCHAFT; S. 14,no,
2022-06,Main Corpus,2022-06(50).ZIP,Auch mal schnell entscheiden.PDF,C:\PythonProjects\AfD-project\Corpora\Main Corpus\2022-06\raw_unarchive\Auch mal schnell entscheiden.PDF,Auch mal schnell entscheiden,auch mal schnell entscheiden,Rheinische Post,rheinische post,Samstag 11. Juni 2022,Heinz Schild,300,2177,c754ad31a9ebedbefcaac8aa55b551aefc5a198f,,unique,keep,,no,,no,,,S. 27,no,
2022-06,Main Corpus,2022-06(50).ZIP,BERLIN.PDF,C:\PythonProjects\AfD-project\Corpora\Main Corpus\2022-06\raw_unarchive\BERLIN.PDF,BERLIN,berlin,Berliner Zeitung,berliner zeitung,15. Juni 2022,,393,2674,afce123b8aad7de3b0f9ebd0b4410405e2a29e32,,unique,keep,,no,,no,,,BERLIN; S. 4,no,
