file_name,decision,reason,duplicate_group,notes
"80 bis 85 Prozent werden abgelehnt Nicolas Chevreux berät Geflüchtete, die Angehörige in Lagern in G.PDF",keep,,,
_Diese Unterkünfte sind nur Provisorien_.PDF,keep,,,
Abschiebezahlen steigen wieder Corona sorgte nur vorübergehend für ein Aussetzen der Abschiebungen.PDF,keep,,,
Aus dem Lager ins Lager Hamburg nimmt 41 kranke Kinder und deren Familien aus griechischen Lagern au.PDF,keep,,,
Aus der Krise gekocht Esmatullah Faizi ist vor sechs Jahren als Flüchtling nach Deutschland gekommen(2).PDF,drop,duplicate_exact,exact_001,Dropped in favor of representative file: Aus der Krise gekocht Esmatullah Faizi ist vor sechs Jahren als Flüchtling nach Deutschland gekommen.PDF (exact_001).
Aus der Krise gekocht Esmatullah Faizi ist vor sechs Jahren als Flüchtling nach Deutschland gekommen.PDF,keep,,exact_001,Representative kept for exact_001.
Bund gegen Länder Mehrere Bundesländer wollen Flüchtlinge direkt aus den griechischen Lagern aufnehm.PDF,keep,,,
Corona-Krise verhindert Familiennachzug(2).PDF,drop,duplicate_exact,exact_002,Dropped in favor of representative file: Corona-Krise verhindert Familiennachzug.PDF (exact_002).
Corona-Krise verhindert Familiennachzug.PDF,keep,,exact_002,Representative kept for exact_002.
Den überfüllten griechischen Flüchtlingslagern entkommen In Kassel landet die erste Maschine mit 83.PDF,keep,,,
Der Amtsinhaber hat die besten Karten Analyse Bei der Bürgermeisterwahl können die Reeser am 13. Sep.PDF,keep,,,
Die unbemerkte Flüchtlingskatastrophe Auf der Suche nach einem besseren Leben kommen Hunderttausende(2).PDF,drop,duplicate_exact,exact_003,Dropped in favor of representative file: Die unbemerkte Flüchtlingskatastrophe Auf der Suche nach einem besseren Leben kommen Hunderttausende.PDF (exact_003).
Die unbemerkte Flüchtlingskatastrophe Auf der Suche nach einem besseren Leben kommen Hunderttausende.PDF,keep,,exact_003,Representative kept for exact_003.
Dudas Versprechen müssen Taten folgen.PDF,keep,,,
Einblicke für den Frieden Die Aktion Pro Humanität hat ihre geplanten Friedensaktionen vorgestellt.PDF,keep,,,
Er verbindet Boule mit Kunst Stadtbild Schmuckloser Container nun kunstvoll   Künstler droht Abschie.PDF,keep,,,
EU braucht neuen Flüchtlings-Deal mit der Türkei.PDF,keep,,,
Frontex hilft beim Abschieben Das Europäische Grenzkontrollunternehmen zahlt auf Wunsch Charter-Flüg.PDF,keep,,,
Heimat nur bei guter Leistung Nach dreißig Jahren in Deutschland soll eine Familie aus Peine abgesch.PDF,keep,,,
Honeckers fliegender Teppich Hunderttausende Flüchtlinge gelangten zwischen 1970 und 1989 über die D(2).PDF,drop,duplicate_exact,exact_004,Dropped in favor of representative file: Honeckers fliegender Teppich Hunderttausende Flüchtlinge gelangten zwischen 1970 und 1989 über die D.PDF (exact_004).
Honeckers fliegender Teppich Hunderttausende Flüchtlinge gelangten zwischen 1970 und 1989 über die D(3).PDF,keep,,exact_005,Representative kept for exact_005.
Honeckers fliegender Teppich Hunderttausende Flüchtlinge gelangten zwischen 1970 und 1989 über die D(4).PDF,drop,duplicate_exact,exact_005,Dropped in favor of representative file: Honeckers fliegender Teppich Hunderttausende Flüchtlinge gelangten zwischen 1970 und 1989 über die D(3).PDF (exact_005).
Honeckers fliegender Teppich Hunderttausende Flüchtlinge gelangten zwischen 1970 und 1989 über die D.PDF,keep,,exact_004,Representative kept for exact_004.
Issum baut Blockhütten ab Die Flüchtlingsunterkünfte am Koetherdyck in Sevelen werden nicht mehr ben.PDF,keep,,,
