group_id,group_type,item_count,files,titles,publications,dates
exact_001,duplicate_exact,2,"Experten dringend gesucht Die Deutschen sind überzeugt davon, dass künftig Fachkräfte fehlen werden(2).PDF | Experten dringend gesucht Die Deutschen sind überzeugt davon, dass künftig Fachkräfte fehlen werden.PDF","Experten dringend gesucht Die Deutschen sind überzeugt davon, dass künftig Fachkräfte fehlen werden. Doch | Experten dringend gesucht Die Deutschen sind überzeugt davon, dass künftig Fachkräfte fehlen werden. Doch",Die ZEIT (inklusive ZEIT Magazin) | Die ZEIT (inklusive ZEIT Magazin),29. August 2013 | 29. August 2013
exact_002,duplicate_exact,2,Mail aus_ Warschau Betreff_ Das kostet eine Abschiebung(2).PDF | Mail aus_ Warschau Betreff_ Das kostet eine Abschiebung.PDF,Mail aus: Warschau Betreff: Das kostet eine Abschiebung | Mail aus: Warschau Betreff: Das kostet eine Abschiebung,Die ZEIT (inklusive ZEIT Magazin) | Die ZEIT (inklusive ZEIT Magazin),22. August 2013 | 22. August 2013
near_001,duplicate_near,2,Aufmarsch und Widerstand.PDF | Ziviler Widerstand.PDF,Aufmarsch und Widerstand | Ziviler Widerstand,Frankfurter Rundschau | Berliner Zeitung,Donnerstag 22. August 2013 | Donnerstag 22. August 2013
near_002,duplicate_near,2,Der Fall Snowden entzweit die USA und Russland(2).PDF | Der Fall Snowden entzweit die USA und Russland.PDF,Der Fall Snowden entzweit die USA und Russland | Der Fall Snowden entzweit die USA und Russland,Berliner Zeitung | Berliner Zeitung,09. August 2013 | 09. August 2013
near_003,duplicate_near,2,"Die PR des Diktators Das Assad-Regime gibt vor, gegen Dschihadisten zu kämpfen. Doch das ist nur Pro(2).PDF | Die PR des Diktators Das Assad-Regime gibt vor, gegen Dschihadisten zu kämpfen. Doch das ist nur Pro.PDF","Die PR des Diktators Das Assad-Regime gibt vor, gegen Dschihadisten zu kämpfen. Doch das ist nur | Die PR des Diktators; Das Assad-Regime gibt vor, gegen Dschihadisten zu kämpfen. Doch das ist nur",Die ZEIT (inklusive ZEIT Magazin) | Die ZEIT (inklusive ZEIT Magazin),8. August 2013 | 8. August 2013
near_004,duplicate_near,2,Tanztee zwischen Gondeln und Palmen(2).PDF | Tanztee zwischen Gondeln und Palmen.PDF,Tanztee zwischen Gondeln und Palmen | Tanztee zwischen Gondeln und Palmen,Rheinische Post | Rheinische Post,24. August 2013 Samstag | 24. August 2013 Samstag
near_005,duplicate_near,2,Tote Igel_ Bürger sollen Hinweise nicht bewerten.PDF | Tote Igel_ Die Bürger sollen die Hinweise nicht bewerten.PDF,Tote Igel: Bürger sollen Hinweise nicht bewerten | Tote Igel: Die Bürger sollen die Hinweise nicht bewerten,Rheinische Post | Rheinische Post,9. August 2013 Freitag | 9. August 2013 Freitag
near_006,duplicate_near,2,Verstrahlt Wir leben inmitten von elektromagnetischen Feldern. Das macht vielen Menschen Angst. Alle(2).PDF | Verstrahlt Wir leben inmitten von elektromagnetischen Feldern. Das macht vielen Menschen Angst. Alle.PDF,Verstrahlt Wir leben inmitten von elektromagnetischen Feldern. Das macht vielen Menschen Angst. Alles | Verstrahlt; Wir leben inmitten von elektromagnetischen Feldern. Das macht vielen Menschen Angst. Alles,Die ZEIT (inklusive ZEIT Magazin) | Die ZEIT (inklusive ZEIT Magazin),22. August 2013 | 22. August 2013
variant_001,regional_variant,2,Asylbewerber erstochen Tödlicher Streit zwischen zwei Männern aus Pakistan - Polizei Tage zuvor um H.PDF | Asylbewerber erstochen Tödlicher Streit zwischen zwei Pakistani - Polizei schon zuvor um Hilfe geruf.PDF,Asylbewerber erstochen Tödlicher Streit zwischen zwei Männern aus Pakistan - Polizei Tage zuvor um Hilfe | Asylbewerber erstochen Tödlicher Streit zwischen zwei Pakistani - Polizei schon zuvor um Hilfe gerufen,Südwest Presse | Südwest Presse,Donnerstag 1. August 2013 | Donnerstag 1. August 2013
variant_002,regional_variant,2,Der Fall Snowden entzweit die USA und Russland(2).PDF | Der Fall Snowden entzweit die USA und Russland.PDF,Der Fall Snowden entzweit die USA und Russland | Der Fall Snowden entzweit die USA und Russland,Berliner Zeitung | Berliner Zeitung,09. August 2013 | 09. August 2013
variant_003,regional_variant,2,"Die PR des Diktators Das Assad-Regime gibt vor, gegen Dschihadisten zu kämpfen. Doch das ist nur Pro(2).PDF | Die PR des Diktators Das Assad-Regime gibt vor, gegen Dschihadisten zu kämpfen. Doch das ist nur Pro.PDF","Die PR des Diktators Das Assad-Regime gibt vor, gegen Dschihadisten zu kämpfen. Doch das ist nur | Die PR des Diktators; Das Assad-Regime gibt vor, gegen Dschihadisten zu kämpfen. Doch das ist nur",Die ZEIT (inklusive ZEIT Magazin) | Die ZEIT (inklusive ZEIT Magazin),8. August 2013 | 8. August 2013
variant_004,regional_variant,2,DOKUMENTARFILM Can't Be Silent.PDF | Unsere Bühne! Asylbewerber auf Tournee_ Die Doku _Can't be silent_.PDF,"DOKUMENTARFILM Can't Be Silent | Unsere Bühne! Asylbewerber auf Tournee: Die Doku ""Can't be silent""",Der Tagesspiegel | Der Tagesspiegel,Donnerstag 15. August 2013 | Donnerstag 15. August 2013
variant_005,regional_variant,2,Tanztee zwischen Gondeln und Palmen(2).PDF | Tanztee zwischen Gondeln und Palmen.PDF,Tanztee zwischen Gondeln und Palmen | Tanztee zwischen Gondeln und Palmen,Rheinische Post | Rheinische Post,24. August 2013 Samstag | 24. August 2013 Samstag
variant_006,regional_variant,2,Tote Igel_ Bürger sollen Hinweise nicht bewerten.PDF | Tote Igel_ Die Bürger sollen die Hinweise nicht bewerten.PDF,Tote Igel: Bürger sollen Hinweise nicht bewerten | Tote Igel: Die Bürger sollen die Hinweise nicht bewerten,Rheinische Post | Rheinische Post,9. August 2013 Freitag | 9. August 2013 Freitag
variant_007,regional_variant,2,Verstrahlt Wir leben inmitten von elektromagnetischen Feldern. Das macht vielen Menschen Angst. Alle(2).PDF | Verstrahlt Wir leben inmitten von elektromagnetischen Feldern. Das macht vielen Menschen Angst. Alle.PDF,Verstrahlt Wir leben inmitten von elektromagnetischen Feldern. Das macht vielen Menschen Angst. Alles | Verstrahlt; Wir leben inmitten von elektromagnetischen Feldern. Das macht vielen Menschen Angst. Alles,Die ZEIT (inklusive ZEIT Magazin) | Die ZEIT (inklusive ZEIT Magazin),22. August 2013 | 22. August 2013
