file_name,decision,reason,duplicate_group,notes
"3,48 Millionen.PDF",keep,,,
Ankommen in der Uckermark Schmoos Abdelmonim flüchtete aus dem Sudan nach Deutschland. In Templin fa.PDF,keep,,,
Asyl-Prozesse ziehen sich länger hin als Ende 2023 Im Schnitt wird erst nach anderthalb Jahren über(2).PDF,drop,duplicate_exact,exact_001,Dropped in favor of representative file: Asyl-Prozesse ziehen sich länger hin als Ende 2023 Im Schnitt wird erst nach anderthalb Jahren über.PDF (exact_001).
Asyl-Prozesse ziehen sich länger hin als Ende 2023 Im Schnitt wird erst nach anderthalb Jahren über.PDF,keep,,exact_001,Representative kept for exact_001.
Asyldebatte in Deutschland.PDF,keep,,,
brief des tages Klimakatastrophe ist da!  Debatt.PDF,drop,reader_letter,,
Der Rest von Europa hat in der Asylpolitik längst gehandelt Sollte es zu strengem Grenzschutz und Zu.PDF,keep,,,
Die Politik geht der AfD auf den Leim.PDF,keep,,,
Die Selbstfesselung in der Asylpolitik Schon im Vorfeld des Migrationsgipfels wurde über Regel-Änder.PDF,keep,,,
"Die Stationen der Flüchtlinge Wer nach Nordrhein-Westfalen kommt, muss ein mehrstufiges Verfahren du(2).PDF",drop,duplicate_exact,exact_002,"Dropped in favor of representative file: Die Stationen der Flüchtlinge Wer nach Nordrhein-Westfalen kommt, muss ein mehrstufiges Verfahren du.PDF (exact_002)."
"Die Stationen der Flüchtlinge Wer nach Nordrhein-Westfalen kommt, muss ein mehrstufiges Verfahren du.PDF",keep,,exact_002,Representative kept for exact_002.
Es wird oft viel zu schnell vorauseilend argumentiert Der Berliner Migrationsforscher Ruud Koopmans.PDF,keep,,,
"FDP, Union und AfD fordern Zurückweisungen Ab heute finden Kontrollen an allen Landgrenzen statt. As.PDF",keep,,,
"Flüchtlinge – auch alte Standorte wieder im Gespräch Die Stadt braucht weitere Quartiere, um Geflüch.PDF",keep,,,
Flüchtlinge_ Problem bleibt der Wohnungsmangel.PDF,keep,,,
Flüchtlingssituation_ Protestbrief der Bürgermeister Mit einem Protestbrief haben sich die Bürgermei.PDF,drop,reader_letter,,
Gewerkschaft_ Mehr Härte bei Ausreisen EM führte zu weniger Abschiebungen.PDF,keep,,,
Grenzschutz light Die neuen Kontrollen haben bislang an der Westgrenze nur zu 100 Zurückweisungen ge(2).PDF,keep,,,
Grenzschutz light Die neuen Kontrollen haben bislang an der Westgrenze nur zu 100 Zurückweisungen ge.PDF,keep,,,
Griechenland droht mit Pushbacks Mit dem Krieg im Libanon dürften mehr Flüchtlinge in die EU kommen.PDF,keep,,,
Ja zum Rechtsstaat – mit Einschränkungen.PDF,keep,,,
Kommunen fordern  Task Force  für mehr Abschiebungen Migrationsgipfel Zudem Ruf nach mehr Beteiligun.PDF,keep,,,
Kosten für Unterbringung von Flüchtlingen in Kerken steigen.PDF,keep,,,
Man kann ganz klar von einem rassistischen Sortieren sprechen Der Osnabrücker Historiker Jochen Oltm.PDF,keep,,,
Migrationsabkommen_ Nur minimale Abschiebe-Erfolge Partnerschaften der Ampel-Koalition mit Asyl-Herk.PDF,keep,,,
Nicht mal jede vierte Abschiebung gelingt Fast wöchentlich sind im Kreis Heinsberg Abschiebungen gep.PDF,keep,,,
NRW verschärft Kurs in Migrationspolitik Das Land reagiert auf den brutalen Anschlag von Solingen mi(2).PDF,drop,duplicate_exact,exact_003,Dropped in favor of representative file: NRW verschärft Kurs in Migrationspolitik Das Land reagiert auf den brutalen Anschlag von Solingen mi.PDF (exact_003).
NRW verschärft Kurs in Migrationspolitik Das Land reagiert auf den brutalen Anschlag von Solingen mi.PDF,keep,,exact_003,Representative kept for exact_003.
Nur zwei von 514 Asylbewerbern anerkannt Die Stadt Krefeld betreut rund 1900 Asylbewerber in den ver.PDF,keep,,,
Poseck fordert mehr Abschiebungen.PDF,keep,,,
Poseck will mehr Abschiebungen.PDF,keep,,,
Quote übererfüllt_ Viersen nimmt mehr Flüchtlinge auf als gefordert.PDF,keep,,,
