group_id,group_type,item_count,files,titles,publications,dates
exact_001,duplicate_exact,2,Bei Zerfall der Ukraine droht Massenflucht Bundesbehörden rechnen in Worst-Case-Szenarien mit zehn M(2).PDF | Bei Zerfall der Ukraine droht Massenflucht Bundesbehörden rechnen in Worst-Case-Szenarien mit zehn M.PDF,Bei Zerfall der Ukraine droht Massenflucht Bundesbehörden rechnen in Worst-Case-Szenarien mit zehn | Bei Zerfall der Ukraine droht Massenflucht Bundesbehörden rechnen in Worst-Case-Szenarien mit zehn,Welt am Sonntag | Welt am Sonntag,10. Februar 2024 | 11. Februar 2024
exact_002,duplicate_exact,2,Das Frühstücksbuffet ist für Flüchtlinge tabu Eine Stuttgarter Nobelherberge überlässt ihre Betten H(2).PDF | Das Frühstücksbuffet ist für Flüchtlinge tabu Eine Stuttgarter Nobelherberge überlässt ihre Betten H.PDF,Das Frühstücksbuffet ist für Flüchtlinge tabu Eine Stuttgarter Nobelherberge überlässt ihre Betten Hunderten | Das Frühstücksbuffet ist für Flüchtlinge tabu Eine Stuttgarter Nobelherberge überlässt ihre Betten Hunderten,Welt am Sonntag | Welt am Sonntag,25. Februar 2024 | 24. Februar 2024
exact_003,duplicate_exact,2,Guthabenkarte statt Bargeld Die Bundesländer wollen bei der Unterstützung von Asylsuchenden künftig(2).PDF | Guthabenkarte statt Bargeld Die Bundesländer wollen bei der Unterstützung von Asylsuchenden künftig.PDF,Guthabenkarte statt Bargeld Die Bundesländer wollen bei der Unterstützung von Asylsuchenden künftig neue | Guthabenkarte statt Bargeld Die Bundesländer wollen bei der Unterstützung von Asylsuchenden künftig neue,Rheinische Post | Rheinische Post,Donnerstag 1. Februar 2024 | Donnerstag 1. Februar 2024
exact_004,duplicate_exact,2,Iraner darf in Deutschland bleiben(2).PDF | Iraner darf in Deutschland bleiben.PDF,Iraner darf in Deutschland bleiben | Iraner darf in Deutschland bleiben,Frankfurter Rundschau | Frankfurter Rundschau,Freitag 9. Februar 2024 | Samstag 10. Februar 2024
exact_005,duplicate_exact,2,"Sieben neue Flüchtlingsheime geplant Die Stadt will weitere Immobilien anmieten, um Menschen aus der(2).PDF | Sieben neue Flüchtlingsheime geplant Die Stadt will weitere Immobilien anmieten, um Menschen aus der.PDF","Sieben neue Flüchtlingsheime geplant Die Stadt will weitere Immobilien anmieten, um Menschen aus der | Sieben neue Flüchtlingsheime geplant Die Stadt will weitere Immobilien anmieten, um Menschen aus der",Rheinische Post | Rheinische Post,Mittwoch 7. Februar 2024 | Mittwoch 7. Februar 2024
near_001,duplicate_near,2,Bezahlkarte soll schnell kommen(2).PDF | Bezahlkarte soll schnell kommen.PDF,Bezahlkarte soll schnell kommen | Bezahlkarte soll schnell kommen,Frankfurter Rundschau | Frankfurter Rundschau,Donnerstag 1. Februar 2024 | Donnerstag 1. Februar 2024
near_002,duplicate_near,2,Ein Hilfswerk mit zentraler Bedeutung Haben Deutschland und andere europäische Länder bislang aus re(2).PDF | Ein Hilfswerk mit zentraler Bedeutung Haben Deutschland und andere europäische Länder bislang aus re.PDF,Ein Hilfswerk mit zentraler Bedeutung Haben Deutschland und andere europäische Länder bislang aus reiner | Ein Hilfswerk mit zentraler Bedeutung; Haben Deutschland und andere europäische Länder bislang aus reiner,Rheinische Post | Rheinische Post,Mittwoch 7. Februar 2024 | Mittwoch 7. Februar 2024
near_003,duplicate_near,2,Flüchtlingsheim steht auf 200 Säulen Weil der Untergrund an der Ladestraße nicht ganz unproblematisc(2).PDF | Flüchtlingsheim steht auf 200 Säulen Weil der Untergrund an der Ladestraße nicht ganz unproblematisc.PDF,"Flüchtlingsheim steht auf 200 Säulen Weil der Untergrund an der Ladestraße nicht ganz unproblematisch ist, | Flüchtlingsheim steht auf 200 Säulen Weil der Untergrund an der Ladestraße nicht ganz unproblematisch ist,",Rheinische Post | Rheinische Post,Dienstag 27. Februar 2024 | Dienstag 27. Februar 2024
variant_001,regional_variant,2,Bezahlkarte soll schnell kommen(2).PDF | Bezahlkarte soll schnell kommen.PDF,Bezahlkarte soll schnell kommen | Bezahlkarte soll schnell kommen,Frankfurter Rundschau | Frankfurter Rundschau,Donnerstag 1. Februar 2024 | Donnerstag 1. Februar 2024
variant_002,regional_variant,2,Ein Hilfswerk mit zentraler Bedeutung Haben Deutschland und andere europäische Länder bislang aus re(2).PDF | Ein Hilfswerk mit zentraler Bedeutung Haben Deutschland und andere europäische Länder bislang aus re.PDF,Ein Hilfswerk mit zentraler Bedeutung Haben Deutschland und andere europäische Länder bislang aus reiner | Ein Hilfswerk mit zentraler Bedeutung; Haben Deutschland und andere europäische Länder bislang aus reiner,Rheinische Post | Rheinische Post,Mittwoch 7. Februar 2024 | Mittwoch 7. Februar 2024
variant_003,regional_variant,2,Flüchtlingsheim steht auf 200 Säulen Weil der Untergrund an der Ladestraße nicht ganz unproblematisc(2).PDF | Flüchtlingsheim steht auf 200 Säulen Weil der Untergrund an der Ladestraße nicht ganz unproblematisc.PDF,"Flüchtlingsheim steht auf 200 Säulen Weil der Untergrund an der Ladestraße nicht ganz unproblematisch ist, | Flüchtlingsheim steht auf 200 Säulen Weil der Untergrund an der Ladestraße nicht ganz unproblematisch ist,",Rheinische Post | Rheinische Post,Dienstag 27. Februar 2024 | Dienstag 27. Februar 2024
