file_name,decision,reason,duplicate_group,notes
100 Flüchtlinge haben das TiN bezogen.PDF,keep,,,
_Ausländerrechtliche Konsequenzen ziehen_.PDF,keep,,,
"_Das ist kein Schönheitswettbewerb_ Baden-Württembergs Ministerin Bilkay Öney über Flüchtlinge, Berl.PDF",keep,,,
_Die Flüchtlinge wollen nicht im Sozialsystem landen_ IW-Ökonom Michael Hüther fordert Asylbewerber.PDF,keep,,,
AfD fährt weiter strikten Rechtskurs Landeschef Gauland bei Parteitag wiedergewählt.PDF,keep,,,
Ankommen ist das Schwerste(2).PDF,drop,regional_variant,variant_001,Dropped in favor of representative file: Ankommen ist das Schwerste.PDF (variant_001).
Ankommen ist das Schwerste.PDF,keep,,variant_001,Representative kept for variant_001.
Appell an die niedersten Instinkte In Italien kocht die Flüchtlingsdebatte hoch - und die Europäisch.PDF,keep,,,
Ausland Kompakt Irak und Syrien_ Deutsche Islamisten verüben Selbstmordanschläge ++ Flüchtlinge_ Pro.PDF,keep,,,
Besser als ihr Ruf Wissenschaftler loben deutsche Einwanderungspolitik.PDF,keep,,,
CDU diskutiert über Deutschland als Einwanderungsland.PDF,keep,,,
De Maizière _ Zuwanderer gezielt anwerben Innenminister fordert Marketingstrategie statt Gesetz - SP.PDF,keep,,,
De Maizière ruft zum Kampf gegen Hass Innenminister_ Angriffe auf Flüchtlingsheime verheerend _ _All.PDF,keep,,,
Demo für sichere Fluchtrouten MIGRATION Auch Innensenator Mäurer (SPD) will eine Seenot-Rettungstrup.PDF,keep,,,
"Denkt bloß nicht, dass das aufhört(2).PDF",keep,,variant_002,Representative kept for variant_002.
"Denkt bloß nicht, dass das aufhört.PDF",drop,regional_variant,variant_002,"Dropped in favor of representative file: Denkt bloß nicht, dass das aufhört(2).PDF (variant_002)."
Deutschland kann und will das Flüchtlingsdrama lindern.PDF,drop,commentary_noncore,,
"Die Regierung tut alles, um Flüchtlinge abzuschrecken UNGARN Mit einem Referendum will Premier Vikto.PDF",keep,,,
Dritte Einrichtung zur Erstaufnahme von Flüchtlingen.PDF,keep,,,
Einwanderung Mit Achtsamkeit Von Werner van Bebber.PDF,keep,,,
Einwanderungsland ohne Einwanderungsgesetz MIGRATION Bei einer Fachkonferenz plädiert der Innenminis.PDF,keep,,,
Europas Trippelschritte.PDF,drop,commentary_noncore,,
Flucht und Fluch Athen kommt mit den Massen aus Afrika nicht klar - und droht mal wieder Brüssel.PDF,keep,,,
Flüchtlinge in Wohngebiete.PDF,keep,,,
Fußballer kämpfen für Enzu Conde.PDF,keep,,,
Gabriel fordert mehr Bundesmittel für Flüchtlinge.PDF,keep,,,
Hilferuf der Berufsschulen Verband_ Mehr Personal für Betreuung der Flüchtlinge notwendig.PDF,keep,,,
Keine Null-Prozent-Quote mehr(2).PDF,keep,,,
Keine Null-Prozent-Quote mehr(3).PDF,keep,,,
Keine Null-Prozent-Quote mehr.PDF,keep,,,
Kirchenasyl - letzte Rettung für Flüchtlinge.PDF,keep,,,
Lob der Integration Zehn Jahre Zuwanderungsgesetz_ Politiker würdigen die Fortschritte in Deutschlan.PDF,keep,,,
"Lob für Deutschland, Kritik an Europa Gutachten bescheinigt der Bundesrepublik Fortschritte bei der.PDF",keep,,,
Mit Musik gegen Asylrechtsverschärfung ORANIENPLATZ Tausende besuchen Demo und Konzert ein Jahr nach.PDF,keep,,,
Modernisierungskämpfe MIGRATION Auch wenn jetzt wieder Flüchtlingsheime brennen - das Deutschland de.PDF,keep,,,
SPD-Fraktion warnt vor Stimmungswandel bei Zuwanderung.PDF,keep,,,
Stiftungen helfen Flüchtlingen Willkommen in Hamburg.PDF,keep,,,
Städte wollen mehr Geld vom Land für die Flüchtlinge.PDF,keep,,,
Städtebund will bundesweiten Aktionsplan für Flüchtlinge.PDF,keep,,,
"Syrer und Libyer bevorzugt Union und SPD einigen sich darauf, Flüchtlingen aus den Bürgerkriegslände.PDF",keep,,,
"Und jene, die nicht in eure _Kriterien_ passen_.PDF",drop,regional_variant,variant_003,"Dropped in favor of representative file: Und jene, die nicht in eure »Kriterien« passen_.PDF (variant_003)."
"Und jene, die nicht in eure »Kriterien« passen_.PDF",keep,,variant_003,Representative kept for variant_003.
Was hilft gegen die Brandstifter_ Kommunen fordern mehr Transparenz und Kommunikation in der Flüchtl.PDF,keep,,,
Werbung statt Gesetz Thomas de Maizière lehnt neue Einwanderungsregeln ab.PDF,keep,,,
Willkommen! DIHK wirbt für Einwanderung - ohne neues Gesetz.PDF,keep,,,
Wirtschaft will Potenzial der Flüchtlinge nutzen DIHK fordert Lockerung der Regelungen für qualifizi.PDF,keep,,,
"Zuwanderer erwirtschaften in Zukunft die Renten Deutschland ist beliebt bei Migranten. Das ist gut,.PDF",keep,,,
Zuwanderer finden kaum noch Wohnraum In Städten könnte Neubau bezahlbare Unterkünfte aus dem Bestand.PDF,keep,,,
Zuwanderung mit Konzept.PDF,keep,,,
Überfordert Die steigende Zahl an Asylbewerbern stellt die Kommunen vor große Probleme. Wie ist die.PDF,keep,,,
