file_name,decision,reason,duplicate_group,notes
_Die Akzeptanz wächst_ Bleiben die Deutschen offen für die Aufnahme von Flüchtlingen_ Fragen an den.PDF,keep,,variant_001,Representative kept for variant_001.
_Die erste Flüchtlingsgeneration hat keine Chance_ Eine Studie zeigt_ Zwischen Asylbewerbern und den.PDF,keep,,,
_Im Flugzeug habe ich immer eine Schere mit _.PDF,keep,,,
_Kistenweise Ausweise_ BAMF-Chef Weise berichtet von bizarren Problemen.PDF,keep,,,
_Wenn das keine Wende ist_ Bayerischer Ministerpräsident trifft Ungarns Regierungschef Orban in Buda.PDF,keep,,,
Arbeiten in Deutschland Wie Flüchtlinge einen Job finden.PDF,keep,,,
Asyl_ Behörde will schneller entscheiden EILE Die Verfahren sollen zukünftig innerhalb von 48 Stunde.PDF,keep,,,
Awo-Frühlingsempfang im Zeichen der Integration.PDF,keep,,,
Bademeister retten täglich Flüchtlinge.PDF,keep,,,
Berlin reagiert verhalten.PDF,keep,,,
Bewerben in Deutschland Täglich kommen Tausende Flüchtlinge nach Deutschland. Viele von ihnen wollen.PDF,keep,,,
"Bundesregierung dämpft Erwartungen der Türkei Gabriel _ Land ist nicht in dem Zustand, um Mitglied d.PDF",keep,,,
Bunte Republik Deutschland Umfragen deuten auf einen ungewöhnlich spannenden Wahlsonntag hin. Innenm.PDF,keep,,,
Bürgerhaus wieder leer.PDF,keep,,,
Das Lageso erfindet sich neu Für das geplante Landesamt für Flüchtlinge gibt es noch keinen Standort.PDF,keep,,,
"Das Prinzip Hoffnung Ihr Marsch über die grüne Grenze hat nichts gebracht, kapitulieren wollen die F.PDF",keep,,,
Der Rechtsstaat steht auf dem Spiel.PDF,keep,,,
Deutsche unterstützen wieder Merkel Zustimmung zu Flüchtlingspolitik wächst.PDF,keep,,,
Deutschland wird am Bosporus verteidigt.PDF,keep,,,
"Die guten Cops von Seeth Polizisten jagen Flüchtlinge, Flüchtlinge fürchten Polizisten   das Verhält.PDF",keep,,,
DIESE 10 DINGE ERWARTE ICH VON JEDEM FLÜCHTLING Der Autor Rafik Schami über syrische Flüchtlinge und.PDF,keep,,variant_002,Representative kept for variant_002.
Ein Anruf aus Berlin ebnet de Maizière in Marokko den Weg Lange hatten sich die nordafrikanischen Lä.PDF,keep,,,
Ein Plädoyer für Schwarz-Grün Flüchtlingskrise Die Grünen stehen der CDU näher als den Linken. Es wi.PDF,keep,,,
Eine Frage des Standpunkts.PDF,keep,,,
Einfach mal nach Europa fahren Der Flüchtlingsdeal mit der EU könnte den Türken die lange ersehnte V.PDF,keep,,,
Einwanderung nach Europa weckt auch in Israel Ängste Deutschland genießt nach wie vor hohes Ansehen.PDF,keep,,,
Eskalation an Grenze zu Mazedonien.PDF,keep,,,
Europas Schmerzgrenzen Die mazedonische Polizei stoppt Migranten mit Tränengas. In Frankreich beginn.PDF,keep,,,
Eva Högl_ Keine Spur von Solidarität in Europa.PDF,keep,,,
Faymann verlangt Ansage von Merkel _Deutschland braucht einen Richtwert für Flüchtlinge_.PDF,keep,,,
Flüchtlinge und Jobs_ neues Angebot für Unternehmer.PDF,review,,,Short local brief kept for review.
Flüchtlings-Monopoly für alle UNTERBRINGUNG Der Senat will die Suche nach weiteren Bauflächen für Fl.PDF,keep,,,
Flüchtlings-Urteil gegen eine menschliche Geste.PDF,drop,commentary_noncore,,
Flüchtlingspakt stößt auf Widerspruch Abkommen zwischen EU und Türkei in Kraft _ Streit in der Koali.PDF,keep,,,
Flüchtlingsrat für die dezentrale Unterbringung.PDF,keep,,,
Flüchtlingsstrom reißt nicht ab Neue Route über Marokko_ Migranten werden vom EU-Türkei-Abkommen kau.PDF,keep,,,
Flüchtlingszentrum im Kreiswehrersatzamt.PDF,keep,,,
Frustrierender Kampf gegen ein Phantom In Sachsen-Anhalt ist die Flüchtlingskrise das bestimmende Th.PDF,keep,,,
GLOSSAR.PDF,keep,,,
Grefrath hat neuen Flyer zum Willkommen der Flüchtlinge.PDF,review,,,Short local brief kept for review.
Grenzen des Machbaren Wie haupt- und ehrenamtlich Engagierte die Flüchtlingskrise erleben.PDF,keep,,,
Grenzwerte Flüchtlinge harren in Griechenland aus _ EU hilft mit 700 Millionen Euro _ Kommissar mahn.PDF,keep,,,
Integration Point hilft Flüchtlingen bei Jobsuche.PDF,keep,,,
Kein Friede den Hütten In Calais gehen Räumkommandos mit Bulldozern gegen den _Dschungel_ vor.PDF,keep,,,
"Kein Patent, kein Rezept Integration ist ein langwieriger Prozess. Der Staat kann Anreize schaffen.PDF",drop,commentary_noncore,,
Kirchen bieten Flüchtlingen Wohnraum.PDF,keep,,,
Kommentar · WOHNSITZ_ Wenig eindeutig.PDF,drop,commentary_noncore,,
Kommission für Integration geplant Bund und Länder bereiten Einwanderungsgesetz vor.PDF,keep,,,
