file_name,decision,reason,duplicate_group,notes
An der Spitze stehen Algerier und Georgier Kriminalstatistik_ Einige Herkunftsstaaten weisen besonde.PDF,keep,,,
Auf dem Rücken der Flüchtlinge Kommentar Streit zwischen  Oldenburg hilft  und der Stadt.PDF,drop,commentary_noncore,,
Bereit für einen langen Kampf.PDF,keep,,,
Berlin erfasst Flüchtlinge zu langsam.PDF,keep,,,
Berlin ziert sich bei der Bezahlkarte.PDF,keep,,,
Bertelsmann-Studie.PDF,keep,,,
brief des tages Die Wahrheit am Anfang  22 Minut.PDF,drop,reader_letter,,
Bürger sorgt sich um Radfahrer Die vorbereitenden Arbeiten zum Bau von Wohncontainern stoßen auf ers.PDF,keep,,,
Bürgerbegehren laut Verwaltung unzulässig Es könnte voll werden in der nächsten Ratssitzung. Dann st.PDF,keep,,,
Container für 120 Geflüchtete in Rastede Unterbringung Gemeinde kauft zwei Anlagen aus dem  Dorf Ede.PDF,keep,,,
Containerdorf mit Campusnähe.PDF,keep,,,
Die Unerwartete.PDF,keep,,,
Ein Pflichtjahr für Europa Analyse Was könnte in der EU das Zusammengehörigkeitsgefühl stärken_ Ein(2).PDF,drop,duplicate_exact,exact_001,Dropped in favor of representative file: Ein Pflichtjahr für Europa Analyse Was könnte in der EU das Zusammengehörigkeitsgefühl stärken_ Ein.PDF (exact_001).
Ein Pflichtjahr für Europa Analyse Was könnte in der EU das Zusammengehörigkeitsgefühl stärken_ Ein.PDF,keep,,exact_001,Representative kept for exact_001.
Einwanderung ohne Kontrolle.PDF,keep,,,
"Erben der Kolonialisierung Die Frage, wer zu Großbritannien gehört, ist keine Debatte um Hautfarbe,.PDF",keep,,,
Falsche Erwartungen.PDF,drop,commentary_noncore,,
Flucht nach vorn.PDF,keep,,,
Flüchtlingshilfe als politische Botschaft.PDF,keep,,,
Flüchtlingsunterkunft wird geprüft In den Räumen der früheren Solinger St. Lukas Klinik prüft das La.PDF,keep,,,
Flüchtlingsunterkunft wird geprüft In den Räumen der St. Lukas Klinik prüft das Land NRW weiter eine.PDF,keep,,,
Gewaltkriminalität in Deutschland massiv gestiegen Kriminalstatistik 2023 verzeichnet bei Rohheitsde(2).PDF,keep,,,
Gewaltkriminalität in Deutschland massiv gestiegen Kriminalstatistik 2023 verzeichnet bei Rohheitsde.PDF,keep,,,
Härtere Regeln für Asylbewerber Migration Was die Abstimmung im EU-Parlament für die Zuwanderung nac.PDF,keep,,,
Italien schiebt Verantwortung für Asylbewerber ab Deutschland fragte 2023 mehr als 15.000 Überstellu.PDF,keep,,,
Kapazitäten zur Versorgung von Flüchtlingen ausgeschöpft Präsident des Landkreistages warnt_ Erstauf(2).PDF,drop,duplicate_exact,exact_002,Dropped in favor of representative file: Kapazitäten zur Versorgung von Flüchtlingen ausgeschöpft Präsident des Landkreistages warnt_ Erstauf.PDF (exact_002).
Kapazitäten zur Versorgung von Flüchtlingen ausgeschöpft Präsident des Landkreistages warnt_ Erstauf.PDF,keep,,exact_002,Representative kept for exact_002.
Kommen jetzt weniger Flüchtlinge nach Deutschland_ Migration Das Europaparlament hat die Reform der.PDF,keep,,,
Kreis unterstützt Bezahlkarte Asylbewerber Verwaltung sieht Vorteile in Alternative zu Bargeld.PDF,keep,,,
Leben in der Sackgasse Lolo  Selimovi  ist Rom und seit fast 30 Jahren in Deutschland. Genauso lang.PDF,keep,,,
Mehr Gewalt und mehr junge Verdächtige Sicherheit Was der Blick auf die neue Kriminalitätsstatistik.PDF,keep,,,
Mehr Platz benötigt.PDF,keep,,,
Migration lässt Zahlen steigen Kriminalstatistik Innenminister Thomas Strobl (CDU) stellt die Bilanz.PDF,keep,,,
NACHRICHTEN(2).PDF,keep,,variant_001,Representative kept for variant_001.
NACHRICHTEN.PDF,drop,regional_variant,variant_001,Dropped in favor of representative file: NACHRICHTEN(2).PDF (variant_001).
NRW plant ohne neue Schulden Zu Beginn der Haushaltsgespräche für das Jahr 2025 hält Finanzminister.PDF,keep,,,
Pro Asyl kritisiert Abschiebungen nach Irak Niedersachsen schiebt seit April uneingeschränkt in den.PDF,keep,,,
Rat lehnt Antrag gegen Unterkunft für Geflüchtete ab.PDF,keep,,,
So kriminell ist Deutschland.PDF,keep,,,
Tod im Flüchtlingsheim.PDF,keep,,,
Umverteilung statt Spar -Erfolg.PDF,keep,,,
Unendliche Geschichten   früher Ein Stipendium hat unsere Korrespondentin vor 16 Jahren nach Westafr.PDF,keep,,,
Unterkünfte entstehen im Rekordtempo Die Stadt Rheinberg lässt am Melkweg zwei Holzgebäude mit Wohnu.PDF,keep,,,
Von der Polizei erschossen.PDF,keep,,,
"Vorsicht, Standesamt!.PDF",keep,,,
Warnung vor Zustand wie in Moria.PDF,keep,,,
Warum Moers 26 Millionen Euro ausgibt In Kamp-Lintfort werden für neue Unterkünfte für 150 bis 200 G.PDF,keep,,,
Wo die Dauerkrise zur Flucht zwingt.PDF,keep,,,
"Zeltstädte hier, Abriss dort - das ist nicht akzeptabel.PDF",drop,commentary_noncore,,
„Die deutsche Sprache ist die Grundlage“ Wie andere Kommunen hat Xanten in den vergangenen Jahren vi.PDF,keep,,,
