file_name,decision,reason,duplicate_group,notes
58 Millionen Euro für Flüchtlinge Die Stadt informiert den Rat über die bisherigen Kosten für die Kr(2).PDF,drop,duplicate_exact,exact_001,Dropped in favor of representative file: 58 Millionen Euro für Flüchtlinge Die Stadt informiert den Rat über die bisherigen Kosten für die Kr.PDF (exact_001).
58 Millionen Euro für Flüchtlinge Die Stadt informiert den Rat über die bisherigen Kosten für die Kr(3).PDF,drop,duplicate_exact,exact_001,Dropped in favor of representative file: 58 Millionen Euro für Flüchtlinge Die Stadt informiert den Rat über die bisherigen Kosten für die Kr.PDF (exact_001).
58 Millionen Euro für Flüchtlinge Die Stadt informiert den Rat über die bisherigen Kosten für die Kr.PDF,keep,,exact_001,Representative kept for exact_001.
_Es gibt kein Recht auf unbedingte Einreise_ Die FDP-Innenpolitikerin Linda Teuteberg fordert eine Z.PDF,keep,,,
Alternativen zu Containern gesucht Krieg Das ehemalige Altenheim im landeseigenen Kloster steht leer.PDF,keep,,,
Ampel senkt Hürde für Daueraufenthalt von Flüchtlingen Schutzberechtigte können nach drei Jahren ein.PDF,keep,,,
Container für weitere Flüchtlinge sind bestellt.PDF,keep,,,
Der schwere Weg zurück zur Zuflucht.PDF,keep,,,
Der Winter kommt Sozialsenatorin Kipping will alten Flughafen Tegel langfristig für Flüchtlinge nutz.PDF,keep,,variant_001,Representative kept for variant_001.
Der Winter kommt.PDF,drop,regional_variant,variant_001,Dropped in favor of representative file: Der Winter kommt Sozialsenatorin Kipping will alten Flughafen Tegel langfristig für Flüchtlinge nutz.PDF (variant_001).
Deutlich mehr Angriffe auf Heime für Flüchtlinge.PDF,keep,,,
Die Lage spitzt sich weiter zu Migration In immer mehr Landkreisen dienen Hallen als Quartiere für F.PDF,keep,,,
Entscheidende Punkte.PDF,keep,,,
Flüchtlinge aus Ukraine _ Stadt plant Neubau.PDF,keep,,,
"Flüchtlinge_ Kapazitäten am Ende Politik Kommen noch mehr Menschen aus der Ukraine , muss man vermut.PDF",keep,,,
Flüchtlingen Zeit schenken Der Verein „Mehr Flüchtlingshilfe“ aus Duisburg-Rheinhausen sucht noch Un.PDF,keep,,,
Flüchtlingsheim stößt auf Bedenken Der Sonsbecker Rat hat den Bau einer Halle für bis zu 80 Menschen.PDF,keep,,,
Gefährliche Abschiebung bei Nacht Ein 19-Jähriger flüchtete in Hamburg-Harburg vor seiner Abschiebun.PDF,keep,,,
Gescheiterte Einwanderungspolitik.PDF,drop,commentary_noncore,,
Gino Pacifico liest aus seinem Gedichtband.PDF,keep,,,
Grün-Schwarz streitet über Aufnahme von Afghanen Migration Vor dem Flüchtlingsgipfel im Südwesten we.PDF,keep,,,
"Hilferufe von 134 Kommunen Das NRW-Flüchtlingsministerium legt offen, wie häufig Bürgermeister und L.PDF",keep,,,
Im  Roten Haus  ziehen bald Geflüchtete ein Migration Begleiter für Ukrainer in Hockensberg gesucht.PDF,keep,,,
Josef-Stift wird Flüchtlingsunterkunft mit 300 Plätzen Unterbringung Pläne der Stadtverwaltung als R.PDF,keep,,,
Kalkar braucht mehr Wohnraum für Flüchtlinge Das Finanzmanagement der Stadt sieht die Finanzlage pos.PDF,keep,,,
"Keine Alternative zur Integrationsarbeit Im Integrationsforum Wassenberg gab es einen Impulsvortrag,.PDF",keep,,,
Kommunen planen mit Zeltstädten.PDF,keep,,,
Landrat Meinen_  Der Druck ist riesig Soziales Der Landkreis Aurich muss weitere Flüchtlinge im Krei.PDF,keep,,,
Machen keinen Unterschied bei Flüchtlingen Soziales Auricher Jugendherberge ist mit Familien aus Kri(2).PDF,drop,duplicate_exact,exact_002,Dropped in favor of representative file: Machen keinen Unterschied bei Flüchtlingen Soziales Auricher Jugendherberge ist mit Familien aus Kri.PDF (exact_002).
Machen keinen Unterschied bei Flüchtlingen Soziales Auricher Jugendherberge ist mit Familien aus Kri.PDF,keep,,exact_002,Representative kept for exact_002.
Mehr als nur ein Deutschkurs für Flüchtlinge Integration Rund 125 Ukraine -Flüchtlinge lernen derzei.PDF,keep,,,
Mobilheime für Flüchtlinge geplant Ukraine -Krise Gemeinde Bösel sucht   weiter nach Unterkünften.PDF,keep,,,
nachrichten Festnahme nach Brand von Flüchtl.PDF,keep,,,
NACHRICHTEN.PDF,keep,,,
