file_name,decision,reason,duplicate_group,notes
_Müssen Übertritte von unseren Nachbarstaaten reduzieren_ Die Bundesinnenministerin lädt am Donnerst.PDF,keep,,,
"Abschiebung aus dem Nichts Eine Asylsuchende soll abgeschoben werden, dabei hat sie der entsprechend.PDF",keep,,,
Abschiebungen.PDF,keep,,,
Abschreckung und Integration(2).PDF,drop,duplicate_exact,exact_001,Dropped in favor of representative file: Abschreckung und Integration.PDF (exact_001).
Abschreckung und Integration.PDF,keep,,exact_001,Representative kept for exact_001.
Ausgebombt ist schlimmer Mehrere Hundert Euro monatlich für einen Schlafplatz im Zweibettzimmer_ Das.PDF,keep,,,
Behördenmängel im Fall Brokstedt.PDF,keep,,,
Bund vor Flüchtlingsgipfel unter Druck Länder und Kommunen fordern vor dem Treffen mit Faeser eine e(2).PDF,drop,duplicate_exact,exact_002,Dropped in favor of representative file: Bund vor Flüchtlingsgipfel unter Druck Länder und Kommunen fordern vor dem Treffen mit Faeser eine e.PDF (exact_002).
Bund vor Flüchtlingsgipfel unter Druck Länder und Kommunen fordern vor dem Treffen mit Faeser eine e.PDF,keep,,exact_002,Representative kept for exact_002.
Bürgerinnen starten Petition Politik Eine Gruppe Illerkirchberger fordert die sofortige Abschiebung.PDF,keep,,,
Das muss jetzt Chefsache sein!.PDF,drop,commentary_noncore,,
Der Fall Lörrach Im südlichen Baden sollen Mieter ihre Wohnungen für Flüchtlinge räumen. Der Ärger i(2).PDF,drop,duplicate_exact,exact_003,Dropped in favor of representative file: Der Fall Lörrach Im südlichen Baden sollen Mieter ihre Wohnungen für Flüchtlinge räumen. Der Ärger i.PDF (exact_003).
Der Fall Lörrach Im südlichen Baden sollen Mieter ihre Wohnungen für Flüchtlinge räumen. Der Ärger i.PDF,keep,,exact_003,Representative kept for exact_003.
Der Kanzler sollte gewarnt sein(2).PDF,drop,duplicate_exact,exact_004,Dropped in favor of representative file: Der Kanzler sollte gewarnt sein.PDF (exact_004).
Der Kanzler sollte gewarnt sein.PDF,keep,,exact_004,Representative kept for exact_004.
Die Tücken der Umverteilung Die kleine Stadt Nordhorn an der niederländischen Grenze hat bei der Flü.PDF,keep,,,
Die Zäune sind nicht das Problem Die Unterbringungsmöglichkeiten für Flüchtlinge sind bald erschöpft(2).PDF,drop,duplicate_exact,exact_005,Dropped in favor of representative file: Die Zäune sind nicht das Problem Die Unterbringungsmöglichkeiten für Flüchtlinge sind bald erschöpft.PDF (exact_005).
Die Zäune sind nicht das Problem Die Unterbringungsmöglichkeiten für Flüchtlinge sind bald erschöpft.PDF,keep,,exact_005,Representative kept for exact_005.
Es fehlt Wohnraum für Flüchtlinge Im vergangenen Jahr wurden der Stadt Dinslaken insgesamt 1122 Schu.PDF,keep,,,
EU schottet sich weiter ab.PDF,keep,,,
EU-Nachbarn geben Ukrainern eher Jobs In Deutschland sind Kriegsflüchtlinge in geringerem Maße erwer.PDF,keep,,,
Faesers Flüchtlingsgipfel bleibt ohne echte Ergebnisse Die Bundesinnenministerin hatte am Donnerstag.PDF,keep,,,
Faesers Flüchtlingspolitik.PDF,keep,,,
Full House Durch Zuwanderung ist Deutschland auf 84 Millionen Einwohner angewachsen. Städte und Geme(2).PDF,keep,,,
Full House Durch Zuwanderung ist Deutschland auf 84 Millionen Einwohner angewachsen. Städte und Geme.PDF,keep,,,
Für mehr Kontrolle.PDF,keep,,,
Gentges drängt auf Entscheidung Migration Flüchtlinge unterbringen oder abschieben_ Die Ministerin s.PDF,keep,,,
Gipfel der Frustration Die Resultate des _Spitzengesprächs_ bei Innenministerin Faeser zur Migration.PDF,keep,,,
Grüne wollen mehr Hilfe für Kommunen.PDF,keep,,,
Hilfe für Städte und Gemeinden Migration Die Flüchtlingszahlen sind wieder so hoch wie im Krisenjahr.PDF,keep,,,
Im Einwanderungsland.PDF,drop,commentary_noncore,,
In einer Nussschale übers Mittelmeer.PDF,keep,,,
Junge Flüchtlinge als Herausforderung Die Anzahl und die Kurzfristigkeit stellen den Kreis aktuell v.PDF,keep,,,
"Kommunen fordern  Masterplan Die Gemeinden klagen, sie seien mit der Versorgung von Geflüchteten übe.PDF",keep,,,
Länder fordern mehr Geld für Flüchtlingshilfe Ministerpräsidenten dringen auf stärkere Unterstützung.PDF,keep,,,
Migration_ Grüne stellen Forderungen an Ministerin Faeser Regeln für Kriegsflüchtlinge aus der Ukrai.PDF,keep,,,
Offene Worte sind nötig.PDF,keep,,,
"Rechte Hetze gegen Boat People In Großbritannien steigen die Flüchtlingszahlen stark, ihre Unterbrin.PDF",keep,,,
Rosentalhalle weiter für Flüchtlinge benötigt Die Stadt Tönisvorst rechnet mit weiteren Flüchtlingen.PDF,keep,,,
Seit Wochen keine Zuweisung von Flüchtlingen Ukraine -Krieg Aktuell steht Familien-Zusammenführung i.PDF,keep,,,
"So steht es um die Ukraine -Flüchtlinge Die Unterbringung der Flüchtlinge ist eine Daueraufgabe, wei.PDF",keep,,,
Streit um Flüchtlinge.PDF,keep,,,
Szenarien der Angst.PDF,drop,commentary_noncore,,
"Söder_ _Flüchtlingshilfe für Kommunen verdoppeln_ Bayerns Ministerpräsident fordert, schnell einen G.PDF",keep,,,
Viele jesidische Geflüchtete erhalten kein Asyl mehr.PDF,keep,,,
Vor dem Flüchtlingsgipfel.PDF,keep,,,
Wie man Ausländerbehörden auf die Sprünge hilft.PDF,keep,,,
Zynische Debatte.PDF,drop,commentary_noncore,,
„Dach über dem Kopf“.PDF,keep,,,
„Mehr Abschiebungen sind keine Lösung“.PDF,keep,,,
