file_name,decision,reason,duplicate_group,notes
_Die fähigen Ärzte werden nicht angefragt_.PDF,keep,,,
_Die Sache hat einen Namen_ Anis Amri_ Italiens neuer Innenminister Minniti will neue Pannen verhind.PDF,keep,,,
_Ein Geschäftsbericht der etwas anderen Art_ Unverhohlen wettert der Chef einer Wohnungsbau-Genossen.PDF,keep,,,
_Wir wollen die Union verändern_.PDF,keep,,,
Abgeschoben auf ein Schlachtfeld.PDF,keep,,,
Abschiebung in ein zerrüttetes Land Ein vertrauliches Papier des Bundesamts für Migration nennt Afgh.PDF,keep,,,
Abschiebungen nach Griechenland wieder möglich Seit 2011 konnten Flüchtlinge wegen Menschenrechtssta.PDF,keep,,,
Agentur_ Auch Deutschland missachtet Flüchtlingsquote der EU FLUCHT Aufnahme von Asylsuchenden aus G.PDF,keep,,,
Anzeigen gegen Stadt und Polizei nach Brand.PDF,keep,,,
Auf halbem Weg Hunderttausend Flüchtlinge hat Berlin seit 2015 aufgenommen. Über eine Milliarde Euro.PDF,keep,,,
Bundesministerium für Sensibilisierung Ein eigenes Ressort für Zuwanderung und Integration_ Verwaltu.PDF,keep,,,
CDU will jugendliche Flüchtlinge röntgen GENERALVERDACHT Niedersachsens CDU-Fraktionschef Björn Thüm.PDF,keep,,,
Der Frust der freiwilligen Helfer.PDF,keep,,,
Die andere Perspektive.PDF,keep,,,
Die Kita als Schmelztiegel.PDF,drop,commentary_noncore,,
Die neue Bildungslücke.PDF,drop,commentary_noncore,,
Die nächste Flüchtlingskrise Alle beklagen den Kontrollverlust des Jahres 2015. Aber bis heute hat n.PDF,keep,,,
Drei Wege ins Land Dokumentation über das Schicksal von Flüchtlingen.PDF,keep,,,
Eine Jugend mit Herz für Europa.PDF,keep,,,
"Einfühlungen, moralfilterlos REPORTAGEN Jasna Zaj ek hat mit Kaltland  ein kluges Buch zur deutschen.PDF",keep,,,
Fachkräftemangel trotz Flüchtlingen.PDF,keep,,,
Familie integriert Studie über die Lage von geflüchteten Kindern. Experten diskutieren über Nachzug.PDF,keep,,,
Flüchtlinge gegen Pflegenotstand Als Gastgeber der Integrationsministerkonferenz will das Land Zuwan.PDF,keep,,,
Flüchtlinge kosten Bundesländer mehr als vorhergesagt Erste Daten zeigen_ Für Aufnahme und Versorgun.PDF,keep,,,
Geflüchtete Kinder in die Kitas.PDF,keep,,,
Gestählt und sturmerprobt Weise übergibt den Chefposten der Bundesagentur für Arbeit. Auf den Nachfo.PDF,keep,,,
In Deutschland leben heute 556.000 abgelehnte Asylbewerber.PDF,keep,,,
Jetzt muss der Neue springen.PDF,keep,,,
"Jung, ledig, wissbegierig.PDF",keep,,,
Kommunen klagen über leere Kassen Jahresversammlung Städtetag fordert Hilfe vom Land   Ministerpräsi.PDF,keep,,,
Lotsen helfen bei der Integration.PDF,keep,,,
Menschenfreundlichkeit Fehlanzeige Kommentar von Jean-Philipp Baeck über niedersächsische Willkommen.PDF,drop,commentary_noncore,,
Merkels neue Flüchtlingsdeals NORDAFRIKA Tunesien nimmt seine abgelehnten Flüchtlinge zurück. Dafür.PDF,keep,,,
Moralisches Armutszeugnis für die Koalition.PDF,keep,,,
Nach Integration droht Abschiebung Viele Fußballvereine wie Birumut Ulm oder der SV Amstetten haben.PDF,keep,,,
OECD _ Arbeitgeber sind mit Flüchtlingen zufrieden.PDF,keep,,,
"Papiere, bitte Mindestens 60 Prozent aller Asylbewerber kommen ohne Ausweisdokumente nach Deutschlan(2).PDF",drop,regional_variant,variant_001,"Dropped in favor of representative file: Papiere, bitte Mindestens 60 Prozent aller Asylbewerber kommen ohne Ausweisdokumente nach Deutschlan.PDF (variant_001)."
"Papiere, bitte Mindestens 60 Prozent aller Asylbewerber kommen ohne Ausweisdokumente nach Deutschlan.PDF",keep,,variant_001,Representative kept for variant_001.
Pistorius schmeißt Jesiden raus ABSCHIEDSKULTUR Niedersachsen wird eine jesidische Mutter und drei K.PDF,keep,,,
Politik Kompakt Familiennachzug_ CSU widerspricht SPD-Plänen ++ Ungarn_ EU-Gerichtshof zeigt klare K.PDF,keep,,,
Solidarität mit Schutzsuchenden.PDF,keep,,,
Stadt plant zweites Wohnheim Asyl Container-Standorte an Kolckwiese                            und A.PDF,keep,,,
"Unterm Strich Die Türkei droht der EU, das Flüchtlingsabkommen zu kündigen. Wie erpressbar ist Deuts.PDF",keep,,,
Viele kleine Flüchtlings-Deals Mit Ägypten und Tunesien besucht Merkel schon wieder afrikanische Län.PDF,keep,,,
"Viktor Orbán, ein Mephisto_.PDF",drop,commentary_noncore,,
Vollkommen in Ordnung So aufgeräumt wie der Autor_ Olaf Scholz legt sein erstes Buch vor.PDF,keep,,,
"Weniger Überfälle, weniger Einbrüche Aber es gibt mehr Diebstähle und mehr Körperverletzungen in Ber.PDF",keep,,,
"Wer seine Familie um sich hat, integriert sich schneller Die Union will nicht, dass Syrer ihre Verwa.PDF",keep,,,
Zeit der Unterkünfte geht zu Ende.PDF,keep,,,
Zeit für Diesel in Städten vorbei Interview Städtetag-Vize Ulrich Mädge erwartet schon bald Sperrung.PDF,keep,,,
