file_name,decision,reason,duplicate_group,notes
",,Olaf Scholz hat ein leeres und äußerst schädliches Versprechen in die Welt gesetzt_.PDF",keep,,,
409 Personen mussten zurück Abschiebungen Landesbehörden werden vom Bundesamt für Migration im Unkla.PDF,keep,,,
Abschiebung nicht möglich_.PDF,keep,,,
Asyl für alle Afghaninnen_ Union reagiert mit Unverständnis auf eine Entscheidung des Europäischen G.PDF,keep,,,
Bezahlkarte für Flüchtlinge.PDF,keep,,,
Das Ausländergericht Das größte deutsche Verwaltungsgericht platzt aus allen Nähten. Fast zwei Dritt.PDF,keep,,,
Der Senator und die jungen Räuber von Bremen Ulrich Mäurer (SPD) hält die Hansestadt angesichts der(2).PDF,drop,duplicate_exact,exact_001,Dropped in favor of representative file: Der Senator und die jungen Räuber von Bremen Ulrich Mäurer (SPD) hält die Hansestadt angesichts der.PDF (exact_001).
Der Senator und die jungen Räuber von Bremen Ulrich Mäurer (SPD) hält die Hansestadt angesichts der.PDF,keep,,exact_001,Representative kept for exact_001.
Deutschland für Abschiebung eines Syrers verurteilt.PDF,keep,,,
Die nächste Fluchtwelle im Winter_ Berlin beobachtet täglich die Entwicklung in der Ukraine und bere.PDF,keep,,,
Die Ängste der Deutschen Langzeitstudie Am häufigsten werden höhere Preise und Migration genannt.PDF,keep,,,
"Eine Stadt, auf Sand und Stolz gebaut Im Flüchtlingscamp Adré im Tschad fehlt es mehr als 200.000 Me.PDF",keep,,,
Erneute Einreise trotz Verbots.PDF,keep,,,
"Europa auf hartem Kurs in der Flüchtlingspolitik Migration Polen und Italien preschen vor, die EU-Ko.PDF",keep,,,
Europa erkennt seine Grenzen Geplante Aufnahme statt illegaler Migration_ Das könnte die Asyldebatte(2).PDF,keep,,,
Europa erkennt seine Grenzen Geplante Aufnahme statt illegaler Migration_ Das könnte die Asyldebatte.PDF,keep,,,
"Familie ist stolz, endlich angekommen zu sein Migration Manal Altaiar und Naif Alwali flüchteten 201.PDF",keep,,,
Geflüchtetenunterkünfte.PDF,keep,,,
Hotel Anna_ Betreiber angefeindet Gespräche hatte es über Monate gegeben. Das Aus kam plötzlich_ In.PDF,keep,,,
