batch_id,corpus_name,source_archive,file_name,file_path,title_original,title_normalized,publication,publication_normalized,date,byline,word_count,body_char_count,body_hash_exact,duplicate_group_id,duplicate_category,keep_drop_review,drop_reason,kept_representative_of_group,representative_selection_reason,malformed_flag,malformed_reason,notes,section,low_value_flag,low_value_reason
2024-10,Main Corpus,2024-10(50).ZIP,",,Olaf Scholz hat ein leeres und äußerst schädliches Versprechen in die Welt gesetzt_.PDF","C:\PythonProjects\AfD-project\Corpora\Main Corpus\2024-10\raw_unarchive\,,Olaf Scholz hat ein leeres und äußerst schädliches Versprechen in die Welt gesetzt_.PDF",",,Olaf Scholz hat ein leeres und äußerst schädliches Versprechen in die Welt gesetzt""",olaf scholz hat ein leeres und äusserst schädliches versprechen in die welt gesetzt,Der Tagesspiegel,der tagesspiegel,Montag 28. Oktober 2024,,2021,14499,fc4bae6ce3af9b05ec309363efd54374edb7e1dc,,unique,keep,,no,,no,,,IM GESPRÄCH; S. 12,no,
2024-10,Main Corpus,2024-10(50).ZIP,409 Personen mussten zurück Abschiebungen Landesbehörden werden vom Bundesamt für Migration im Unkla.PDF,C:\PythonProjects\AfD-project\Corpora\Main Corpus\2024-10\raw_unarchive\409 Personen mussten zurück Abschiebungen Landesbehörden werden vom Bundesamt für Migration im Unkla.PDF,409 Personen mussten zurück Abschiebungen Landesbehörden werden vom Bundesamt für Migration im,409 personen mussten zurück abschiebungen landesbehörden werden vom bundesamt für migration im,Südwest Presse,südwest presse,Montag 21. Oktober 2024,,383,2775,00953f659b814ab03e6fba516ce5f4abc519a219,,unique,keep,,no,,no,,,SÜDWESTUMSCHAU; S. 5; Band 80; Ausg. 244,no,
2024-10,Main Corpus,2024-10(50).ZIP,Abschiebung nicht möglich_.PDF,C:\PythonProjects\AfD-project\Corpora\Main Corpus\2024-10\raw_unarchive\Abschiebung nicht möglich_.PDF,Abschiebung nicht möglich?,abschiebung nicht möglich,Der Tagesspiegel,der tagesspiegel,Dienstag 22. Oktober 2024,,545,4086,7c700e801c6a3bd7ca4ee417bc4ba848e02d795a,,unique,keep,,no,,no,,,BRANDENBURG; Brandenburg; S. B10,no,
2024-10,Main Corpus,2024-10(50).ZIP,Asyl für alle Afghaninnen_ Union reagiert mit Unverständnis auf eine Entscheidung des Europäischen G.PDF,C:\PythonProjects\AfD-project\Corpora\Main Corpus\2024-10\raw_unarchive\Asyl für alle Afghaninnen_ Union reagiert mit Unverständnis auf eine Entscheidung des Europäischen G.PDF,Asyl für alle Afghaninnen? Union reagiert mit Unverständnis auf eine Entscheidung des Europäischen,asyl für alle afghaninnen union reagiert mit unverständnis auf eine entscheidung des europäischen,Berliner Zeitung,berliner zeitung,09. Oktober 2024,Maximilian Beer,794,5855,9d6fbf8357f77fbe97cd10ef507400f6861209a9,,unique,keep,,no,,no,,,POLITIK; S. 14,no,
2024-10,Main Corpus,2024-10(50).ZIP,Bezahlkarte für Flüchtlinge.PDF,C:\PythonProjects\AfD-project\Corpora\Main Corpus\2024-10\raw_unarchive\Bezahlkarte für Flüchtlinge.PDF,Bezahlkarte für Flüchtlinge,bezahlkarte für flüchtlinge,Der Tagesspiegel,der tagesspiegel,Freitag 25. Oktober 2024,,266,1973,73315ed5227d1508084e3c27d2bbbf30c711f53d,,unique,keep,,no,,no,,,BRANDENBURG; Brandenburg; S. B12,no,
2024-10,Main Corpus,2024-10(50).ZIP,Das Ausländergericht Das größte deutsche Verwaltungsgericht platzt aus allen Nähten. Fast zwei Dritt.PDF,C:\PythonProjects\AfD-project\Corpora\Main Corpus\2024-10\raw_unarchive\Das Ausländergericht Das größte deutsche Verwaltungsgericht platzt aus allen Nähten. Fast zwei Dritt.PDF,Das Ausländergericht Das größte deutsche Verwaltungsgericht platzt aus allen Nähten. Fast zwei Drittel aller,das ausländergericht das grösste deutsche verwaltungsgericht platzt aus allen nähten fast zwei drittel aller,Berliner Zeitung,berliner zeitung,26. Oktober 2024,Niklas Liebetrau,2165,14832,52a2a8331831eda5cf2d9eab5f6c01e5f468f783,,unique,keep,,no,,no,,,STADTGESPRÄCH; S. 7,no,
2024-10,Main Corpus,2024-10(50).ZIP,Der Senator und die jungen Räuber von Bremen Ulrich Mäurer (SPD) hält die Hansestadt angesichts der(2).PDF,C:\PythonProjects\AfD-project\Corpora\Main Corpus\2024-10\raw_unarchive\Der Senator und die jungen Räuber von Bremen Ulrich Mäurer (SPD) hält die Hansestadt angesichts der(2).PDF,Der Senator und die jungen Räuber von Bremen Ulrich Mäurer (SPD) hält die Hansestadt angesichts der vielen,der senator und die jungen räuber von bremen ulrich mäurer spd hält die hansestadt angesichts der vielen,Welt am Sonntag,welt am sonntag,13. Oktober 2024,Ulrich Exner,759,5596,89ed094bd88b76340504bed046d20c288151abba,exact_001,duplicate_exact,drop,duplicate_exact,no,,no,,Dropped in favor of representative file: Der Senator und die jungen Räuber von Bremen Ulrich Mäurer (SPD) hält die Hansestadt angesichts der.PDF (exact_001).,Politik; S. 5; Ausg. 41,no,
2024-10,Main Corpus,2024-10(50).ZIP,Der Senator und die jungen Räuber von Bremen Ulrich Mäurer (SPD) hält die Hansestadt angesichts der.PDF,C:\PythonProjects\AfD-project\Corpora\Main Corpus\2024-10\raw_unarchive\Der Senator und die jungen Räuber von Bremen Ulrich Mäurer (SPD) hält die Hansestadt angesichts der.PDF,Der Senator und die jungen Räuber von Bremen Ulrich Mäurer (SPD) hält die Hansestadt angesichts der vielen,der senator und die jungen räuber von bremen ulrich mäurer spd hält die hansestadt angesichts der vielen,Welt am Sonntag,welt am sonntag,12. Oktober 2024,Ulrich Exner,759,5596,89ed094bd88b76340504bed046d20c288151abba,exact_001,duplicate_exact,keep,,yes,cleanest_parsed_version,no,,Representative kept for exact_001.,Politik; S. 5; Ausg. 41,no,
2024-10,Main Corpus,2024-10(50).ZIP,Deutschland für Abschiebung eines Syrers verurteilt.PDF,C:\PythonProjects\AfD-project\Corpora\Main Corpus\2024-10\raw_unarchive\Deutschland für Abschiebung eines Syrers verurteilt.PDF,Deutschland für Abschiebung eines Syrers verurteilt,deutschland für abschiebung eines syrers verurteilt,Die Welt,die welt,Mittwoch 16. Oktober 2024,,259,1891,91702e523055fb736ce9ed450642e5d7183ad62c,,unique,keep,,no,,no,,,Politik; S. 4; Ausg. 201,no,
2024-10,Main Corpus,2024-10(50).ZIP,Die nächste Fluchtwelle im Winter_ Berlin beobachtet täglich die Entwicklung in der Ukraine und bere.PDF,C:\PythonProjects\AfD-project\Corpora\Main Corpus\2024-10\raw_unarchive\Die nächste Fluchtwelle im Winter_ Berlin beobachtet täglich die Entwicklung in der Ukraine und bere.PDF,Die nächste Fluchtwelle im Winter? Berlin beobachtet täglich die Entwicklung in der Ukraine und bereitet sich,die nächste fluchtwelle im winter berlin beobachtet täglich die entwicklung in der ukraine und bereitet sich,Berliner Zeitung,berliner zeitung,11. Oktober 2024,Anne-Kattrin Palmer,804,5712,83d2c012d8249d3c70532f5105eec9e303189a9a,,unique,keep,,no,,no,,,TITEL; S. 1,no,
2024-10,Main Corpus,2024-10(50).ZIP,Die Ängste der Deutschen Langzeitstudie Am häufigsten werden höhere Preise und Migration genannt.PDF,C:\PythonProjects\AfD-project\Corpora\Main Corpus\2024-10\raw_unarchive\Die Ängste der Deutschen Langzeitstudie Am häufigsten werden höhere Preise und Migration genannt.PDF,Die Ängste der Deutschen Langzeitstudie Am häufigsten werden höhere Preise und Migration genannt,die ängste der deutschen langzeitstudie am häufigsten werden höhere preise und migration genannt,Nordwest-Zeitung,nordwestzeitung,10. Oktober 2024,,380,2623,7f42a2ba6d863032eecb87930a01acf35b4c6f66,,unique,keep,,no,,no,,,PANORAMA; S. 18,no,
2024-10,Main Corpus,2024-10(50).ZIP,"Eine Stadt, auf Sand und Stolz gebaut Im Flüchtlingscamp Adré im Tschad fehlt es mehr als 200.000 Me.PDF","C:\PythonProjects\AfD-project\Corpora\Main Corpus\2024-10\raw_unarchive\Eine Stadt, auf Sand und Stolz gebaut Im Flüchtlingscamp Adré im Tschad fehlt es mehr als 200.000 Me.PDF","Eine Stadt, auf Sand und Stolz gebaut; Im Flüchtlingscamp Adré im Tschad fehlt es mehr als 200.000",eine stadt auf sand und stolz gebaut im flüchtlingscamp adré im tschad fehlt es mehr als 200000,Die ZEIT (inklusive ZEIT Magazin),die zeit inklusive zeit magazin,24. Oktober 2024,Andrea Böhm,2068,14107,45a1e7040002a3df3f4066d3049f66f6b7cc3497,,unique,keep,,no,,no,,,"POLITIK;Eine Stadt, auf Sand und Stolz gebaut; S. 9; Ausg. 45",no,
