file_name,decision,reason,duplicate_group,notes
80 Flüchtlinge leben zurzeit in Grefrath.PDF,keep,,,
82 % der Kosten zahlt die Stadt.PDF,keep,,,
_Schutzsuchende werden benachteiligt_.PDF,keep,,,
AfD verteidigt _Pegida_ gegen Merkel Die Weihnachtsansprache der Bundeskanzlerin löst großes Echo au.PDF,keep,,,
Am Hauptbahnhof gestrandet Illegal mit dem Zug eingereist_ Bundespolizei greift 2014 rund 1600 Flüch.PDF,keep,,,
Asyl_ Kreis nutzt Kaserne weiter Erste beschlagnahmte Flüchtlingsunterkunft wird weiter betrieben.PDF,keep,,,
"Asyl_ SPD will runden Tisch, BGE das Modell Leverkusen.PDF",keep,,,
Asylanträge fixer bearbeiten Öney_ Bundesamt braucht mehr Personal - Diakonie fordert bessere Versor.PDF,keep,,,
Asylbewerber begeistern deutsche Unternehmer Viele Branchen in der Bundesrepublik suchen gute Auszub.PDF,keep,,,
Asylverfahren bereits beschleunigt Welche Gemeinden der Region Anschlusswohnungen suchen und warum k.PDF,keep,,,
Auch Vizekanzler Gabriel fordert Einwanderungsgesetz.PDF,keep,,,
Bürger unterstützen Syrienhilfe der katholischen Pfarre St. Jacobus.PDF,keep,,,
"CSU_ Asylbewerber schneller abschieben Die Bayern möchten ein Signal setzen für Flüchtlinge, die noc.PDF",keep,,,
CSU_ Zügig abschieben Auch SPD will beschleunigte Asylverfahren - Opposition warnt.PDF,keep,,,
Deutschland Kompakt Toter Flüchtling_ Kriminalbeamte zeigen Grünen-Politiker an ++ Linke_ Wagenknech.PDF,keep,,,
Deutschland wächst dank Zuwanderern Laut Migrationsbericht der Regierung kommen so viele Menschen wi.PDF,keep,,,
"Die Fachkräfte-Flut INTEGRATION Pegida zum Trotz läuft einmal mehr eine Debatte darüber, ob Deutschl.PDF",keep,,,
Die Flüchtlingshilfe ist unfair geregelt.PDF,keep,,,
Ein Zwischenruf zur ... ... Zuwanderung Barbara John über ein Einwanderungsgesetz und andere grundle.PDF,drop,commentary_noncore,,
"Einfach durchwinken Zwei Drittel der Deutschen haben das Gefühl, dass die Zuwanderung nach Europa au.PDF",keep,,,
"Entscheidend ist, dass die Politik ihre Hausaufgaben macht.PDF",keep,,,
FDP legt Konzept für eine gesteuerte Zuwanderung vor Liberale fordern Punktesystem und Abschaffung d.PDF,keep,,,
Flüchtlinge in früherer KZ-Außenstelle_ Stadt Schwerte wegen Plänen in der Kritik.PDF,keep,,,
Flüchtlinge müssen in Hallen hausen Opposition_ Senat hat steigende Zahlen ignoriert.PDF,keep,,,
Flüchtlinge müssen nicht zurück.PDF,keep,,,
Flüchtlingsmitte_ MdL Deppe spricht von rot-grünen Tricks.PDF,keep,,,
Gefragte Gastfreundlichkeit.PDF,keep,,,
Kirchen rufen zum Jahreswechsel zu mehr Solidarität auf.PDF,keep,,,
Kommunen brauchen Migranten Wohnungsbranche stellt sich auf Flüchtlinge ein. LEG-Chef_ Nicht alle an.PDF,keep,,,
Kreis erwartet 1300 Flüchtlinge.PDF,keep,,,
Leben unterm Damoklesschwert INTEGRATION Jugendliche Flüchtlinge brauchen Sicherheit vor Abschiebung.PDF,keep,,,
"Liebe Leserinnen, liebe Leser!.PDF",keep,,,
Maaßen fordert Infos über Unterkünfte von Flüchtlingen.PDF,keep,,,
"Mach' doch mal Urlaub Ferienwohnungen sollen Flüchtlingsheime werden, findet Monika Herrmann. Im Sen.PDF",keep,,,
Mit Zuwanderung punkten Deutschland ist ein Magnet für Migranten. Es sind in erster Linie EU-Bürger.PDF,keep,,,
Pegidas Stichwortgeber.PDF,drop,commentary_noncore,,
Platz da_ Weitere Turnhalle für Flüchtlinge beschlagnahmt. Der Streit um Notunterkünfte ebbt nicht a.PDF,keep,,,
"Rating für Einwanderer_ Deutschland braucht ein Punktesystem, sagt MARK SCHIERITZ. Damit würden wir(2).PDF",keep,,variant_001,Representative kept for variant_001.
"Rating für Einwanderer_ Deutschland braucht ein Punktesystem, sagt MARK SCHIERITZ. Damit würden wir.PDF",drop,regional_variant,variant_001,"Dropped in favor of representative file: Rating für Einwanderer_ Deutschland braucht ein Punktesystem, sagt MARK SCHIERITZ. Damit würden wir(2).PDF (variant_001)."
Regierung will Geld für Flüchtlinge bald verteilen Ministerpräsident Woidke lädt zum _Asylgipfel_. F.PDF,keep,,,
Sachsens Hauptstadt kommt nicht zur Ruhe Ein Dresdner Hotel zieht Zusage für Flüchtlingsunterkunft z.PDF,keep,,,
Schutz im Kapuzinerkloster.PDF,keep,,,
"So unterschiedlich bewerten die Bundesländer Asylanträge Wo ein Anliegen landet, wird zur Schicksals.PDF",keep,,,
Sogar Junge Union will neues Einwanderungsrecht.PDF,keep,,,
Tauber findet Verbündete bei Grünen und SPD Vorstoß des CDU-Generalsekretärs für ein Einwanderungsge.PDF,keep,,,
Weltoffen und tabulos NRW Trotz scharfer Kritik der Landesregierung bleibt die Stadt Schwerte bei ih.PDF,keep,,,
Wie immer keine Ideen ASYL Rot-Schwarz hat ein Gesamtkonzept für Flüchtlinge beschlossen. Die Grünen.PDF,keep,,,
"Willkommen, wir brauchen euch.PDF",keep,,,
Zehn Fakten zu Flüchtlingen in Gladbach.PDF,keep,,,
ZUR PERSON _Es gibt keine Islamisierung Deutschlands_ Unions-Fraktionschef Volker Kauder über _Pegid.PDF,keep,,,
