file_name,decision,reason,duplicate_group,notes
758.000 registriert Ankunft EU_ Flüchtlinge gut für die Wirtschaft.PDF,keep,,,
"_ Merkel soll Fehler einräumen_ Bayerns Finanzminister Markus Söder erwartet, dass die Kanzlerin ein.PDF",keep,,,
_Asylrecht wirkt auf Flüchtlinge wie ein Magnet_ Günther Oettinger fordert Grundgesetzänderung.PDF,keep,,,
_Da kommt viel Arbeit auf uns zu_ Angela Merkel spricht wieder einmal von Herausforderungen in der F.PDF,keep,,,
_Das Rentenpaket hätte nicht verabschiedet werden dürfen_.PDF,keep,,,
"_Das würde zum Chaos führen_ Justizminister Maas warnt vor einem anarchischen Dominoeffekt, sollte D.PDF",keep,,,
"_Deutschland hat ein Rechtsextremismus-Problem_ Uwe-Karsten Heye über Angriffe auf Flüchtlinge, den.PDF",keep,,,
_Europa muss aus dem Quark kommen_ Nach den Terroranschlägen fordert CDU-Vize Thomas Strobl strenger.PDF,keep,,,
_Menschlichkeit in den Vordergrund_.PDF,keep,,,
_Nach sieben Jahren bringt ein Flüchtling dem Staat Geld_ Der Chef des Deutschen Instituts für Wirts.PDF,keep,,,
_Wir müssen den Zuzug wirksam begrenzen_ Arbeitgeberpräsident Ingo Kramer sieht für Kassandrarufe in.PDF,keep,,,
Abschiebeknast in Köpenick geschlossen Nun sollen Flüchtlinge einziehen.PDF,keep,,,
Am Anfang richtig investieren Hohes Bildungspotenzial_ Wie Flüchtlinge in den Arbeitsmarkt kommen.PDF,keep,,,
Anspruch und Wirklichkeit Die Politik debattiert über immer neue Lösungsansätze. Gebracht haben sie.PDF,keep,,,
Asylbewerber protestieren vor Sozialamt.PDF,keep,,,
Auf Umwegen ins gelobte Land Kuba Immer mehr Kubaner versuchen über Mittelamerika und Mexiko die USA.PDF,keep,,,
"AUFNAHMEPRAXIS_ Alles Flüchtlinge, oder was_.PDF",keep,,,
AUSZUG AUS DEM GLOSSAR Begriffe für das Einwanderungsland.PDF,keep,,,
Berlin verschärft Asylstatus für Syrer.PDF,keep,,,
BKA_ Kriegsflüchtlinge nicht krimineller als Deutsche.PDF,keep,,,
Chance für Flüchtlinge.PDF,keep,,,
CSU fordert für 2016 Obergrenze Verringerung der Flüchtlingszahl_ Merkel setzt auf Kontingente.PDF,keep,,,
Debatte um die Sicherheit in Afghanistan Von der Leyen und Merkel wollen Flüchtlinge abschieben.PDF,keep,,,
Der große Andrang kommt erst Die Zahl der Flüchtlinge dürfte im nächsten Jahr deutlich steigen. Die.PDF,keep,,,
Der schwache Staat Natürlich gibt es eine Verbindung zwischen dem Massenmord von Paris und der Flüch.PDF,keep,,,
Der Staat und wir Nicht in Ordnung Von Werner van Bebber.PDF,keep,,,
Deutschkurse werden teurer - und auch besser_ Experten der Bosch-Stiftung_ Sprachunterricht geht oft.PDF,keep,,,
Deutschland kann Kosten für Flüchtlinge verkraften Wirtschaftsweise_ Zustrom müsse aber zurückgehen.PDF,keep,,,
Deutschland muss umsteuern Sachverständigenrat mahnt Deregulierung am Arbeitsmarkt zur Bewältigung d.PDF,keep,,,
Die Flüchtlinge und das Grundgesetz.PDF,drop,commentary_noncore,,
Die Jahrhundertchance Kann der Flüchtlingsstrom zum Wirtschaftswunder werden_(2).PDF,drop,regional_variant,variant_001,Dropped in favor of representative file: Die Jahrhundertchance Kann der Flüchtlingsstrom zum Wirtschaftswunder werden_.PDF (variant_001).
Die Jahrhundertchance Kann der Flüchtlingsstrom zum Wirtschaftswunder werden_.PDF,keep,,variant_001,Representative kept for variant_001.
Die Krise auf einen Blick Offiziell rechnet die Bundesregierung mit 800 000 Flüchtlingen in diesem J.PDF,keep,,,
Die Mär von schnellen Verfahren.PDF,keep,,,
"Die Opposition I _ Angela Merkel hat Chaos angerichtet_ FDP-Chef Lindner wirft der Kanzlerin vor, si.PDF",keep,,,
Die vergessenen Flüchtlinge Andrang gibt es nicht nur in Bayern . In norddeutschen Hafenstädten stra.PDF,keep,,,
Die Verhöllung der Zuflucht.PDF,keep,,,
Düsseldorfer CDU fordert schnellere Abschiebungen.PDF,review,,,Short local brief kept for review.
Eine Chance für Flüchtlinge.PDF,keep,,,
Eklat nicht ausgeschlossen.PDF,keep,,,
Flucht in den Arbeitsmarkt Einwanderer konkurrieren kaum mit Einheimischen. Aber umso mehr mit frühe.PDF,keep,,,
Flüchtlinge ebenso selten straffällig wie Deutsche BKA-Bericht_ Kein übermäßiger Anstieg der Krimina.PDF,keep,,,
Flüchtlings-Debatte wird radikaler.PDF,keep,,,
Flüchtlings-Welle kommt rascher in Kommunen an.PDF,keep,,,
