group_id,group_type,item_count,files,titles,publications,dates
exact_001,duplicate_exact,2,Attraktive Sonderstellung für Ukrainer bei Sozialleistungen Neue Studie des Bundestags zeigt_ Deutsc(2).PDF | Attraktive Sonderstellung für Ukrainer bei Sozialleistungen Neue Studie des Bundestags zeigt_ Deutsc.PDF,Attraktive Sonderstellung für Ukrainer bei Sozialleistungen Neue Studie des Bundestags zeigt: Deutschland | Attraktive Sonderstellung für Ukrainer bei Sozialleistungen Neue Studie des Bundestags zeigt: Deutschland,Welt am Sonntag | Welt am Sonntag,18. Mai 2024 | 19. Mai 2024
exact_002,duplicate_exact,2,Das Jobwunder der Flüchtlinge Analyse Als die Migration im Jahr 2015 in Deutschland auf ihrem Höhepu(2).PDF | Das Jobwunder der Flüchtlinge Analyse Als die Migration im Jahr 2015 in Deutschland auf ihrem Höhepu.PDF,Das Jobwunder der Flüchtlinge Analyse Als die Migration im Jahr 2015 in Deutschland auf ihrem Höhepunkt | Das Jobwunder der Flüchtlinge Analyse Als die Migration im Jahr 2015 in Deutschland auf ihrem Höhepunkt,Rheinische Post | Rheinische Post,Donnerstag 16. Mai 2024 | Donnerstag 16. Mai 2024
exact_003,duplicate_exact,2,Höcke hat sein Ziel verfehlt Thüringens AfD wollte bei den Kommunalwahlen stärkste Kraft werden. Das(2).PDF | Höcke hat sein Ziel verfehlt Thüringens AfD wollte bei den Kommunalwahlen stärkste Kraft werden. Das.PDF,Höcke hat sein Ziel verfehlt Thüringens AfD wollte bei den Kommunalwahlen stärkste Kraft werden. Das ist | Höcke hat sein Ziel verfehlt; Thüringens AfD wollte bei den Kommunalwahlen stärkste Kraft werden. Das ist,Rheinische Post | Rheinische Post,Dienstag 28. Mai 2024 | Dienstag 28. Mai 2024
exact_004,duplicate_exact,2,IOC nominiert Flüchtlingsteam für Paris Auch zehn in Deutschland lebende Sportlerinnen und Sportler(2).PDF | IOC nominiert Flüchtlingsteam für Paris Auch zehn in Deutschland lebende Sportlerinnen und Sportler.PDF,IOC nominiert Flüchtlingsteam für Paris Auch zehn in Deutschland lebende Sportlerinnen und Sportler haben | IOC nominiert Flüchtlingsteam für Paris Auch zehn in Deutschland lebende Sportlerinnen und Sportler haben,Rheinische Post | Rheinische Post,Freitag 3. Mai 2024 | Freitag 3. Mai 2024
exact_005,duplicate_exact,2,Migranten aus der Türkei nutzen Rückkehrhilfen aus In Deutschland ist die Zahl der Antragsteller spr(2).PDF | Migranten aus der Türkei nutzen Rückkehrhilfen aus In Deutschland ist die Zahl der Antragsteller spr.PDF,Migranten aus der Türkei nutzen Rückkehrhilfen aus In Deutschland ist die Zahl der Antragsteller sprunghaft | Migranten aus der Türkei nutzen Rückkehrhilfen aus In Deutschland ist die Zahl der Antragsteller sprunghaft,Welt am Sonntag | Welt am Sonntag,26. Mai 2024 | 25. Mai 2024
exact_006,duplicate_exact,2,Pläne für Abschiebeknast liegen auf Eis Das Flüchtlingsministerium hat nach einer Klage 1700 Seiten(2).PDF | Pläne für Abschiebeknast liegen auf Eis Das Flüchtlingsministerium hat nach einer Klage 1700 Seiten.PDF,Pläne für Abschiebeknast liegen auf Eis Das Flüchtlingsministerium hat nach einer Klage 1700 Seiten Akten | Pläne für Abschiebeknast liegen auf Eis Das Flüchtlingsministerium hat nach einer Klage 1700 Seiten Akten,Rheinische Post | Rheinische Post,Mittwoch 8. Mai 2024 | Mittwoch 8. Mai 2024
exact_007,duplicate_exact,2,"Sicherheit nur auf Zeit Der Schutzstatus für die rund 1,2 Millionen nach Deutschland geflüchteten Uk(2).PDF | Sicherheit nur auf Zeit Der Schutzstatus für die rund 1,2 Millionen nach Deutschland geflüchteten Uk.PDF","Sicherheit nur auf Zeit Der Schutzstatus für die rund 1,2 Millionen nach Deutschland geflüchteten Ukrainer läuft | Sicherheit nur auf Zeit Der Schutzstatus für die rund 1,2 Millionen nach Deutschland geflüchteten Ukrainer läuft",Rheinische Post | Rheinische Post,Montag 27. Mai 2024 | Montag 27. Mai 2024
exact_008,duplicate_exact,2,Skepsis gegen das Ruanda-Modell Der Sachverständigenrat für Integration und Migration sieht das brit(2).PDF | Skepsis gegen das Ruanda-Modell Der Sachverständigenrat für Integration und Migration sieht das brit.PDF,Skepsis gegen das Ruanda-Modell Der Sachverständigenrat für Integration und Migration sieht das britische | Skepsis gegen das Ruanda-Modell Der Sachverständigenrat für Integration und Migration sieht das britische,Rheinische Post | Rheinische Post,Mittwoch 15. Mai 2024 | Mittwoch 15. Mai 2024
exact_009,duplicate_exact,2,Städte erwarten Einbürgerungswelle Deutlich mehr Menschen können bald Deutsche werden. Die Kommunen(2).PDF | Städte erwarten Einbürgerungswelle Deutlich mehr Menschen können bald Deutsche werden. Die Kommunen.PDF,Städte erwarten Einbürgerungswelle Deutlich mehr Menschen können bald Deutsche werden. Die Kommunen | Städte erwarten Einbürgerungswelle Deutlich mehr Menschen können bald Deutsche werden. Die Kommunen,Rheinische Post | Rheinische Post,Montag 13. Mai 2024 | Montag 13. Mai 2024
near_001,duplicate_near,2,Als in Lappland die letzte Tür zufiel In seinem Gedicht „An den kleinen Radioapparat“ beschrieb Bert(2).PDF | Als in Lappland die letzte Tür zufiel In seinem Gedicht „An den kleinen Radioapparat“ beschrieb Bert.PDF,Als in Lappland die letzte Tür zufiel In seinem Gedicht „An den kleinen Radioapparat“ beschrieb Bertolt Brecht | Als in Lappland die letzte Tür zufiel; In seinem Gedicht „An den kleinen Radioapparat“ beschrieb Bertolt Brecht,Rheinische Post | Rheinische Post,Samstag 4. Mai 2024 | Samstag 4. Mai 2024
