file_name,decision,reason,duplicate_group,notes
",,Brauchen 50 weitere Standorte_.PDF",keep,,,
Abschiebungen  im großen Stil  werden real Nachdem der Bundeskanzler im Herbst schnellere Abschiebun.PDF,keep,,,
Alle gegen alle In Potsdam gibt es heftigen Streit um eine geplante Flüchtlingsunterkunft.PDF,keep,,,
Als Deutsche in Deutschland Asyl suchten Die vergessene Entstehungsgeschichte des umkämpften Artikel.PDF,keep,,,
Als in Lappland die letzte Tür zufiel In seinem Gedicht „An den kleinen Radioapparat“ beschrieb Bert(2).PDF,drop,regional_variant,variant_001,Dropped in favor of representative file: Als in Lappland die letzte Tür zufiel In seinem Gedicht „An den kleinen Radioapparat“ beschrieb Bert.PDF (variant_001).
Als in Lappland die letzte Tür zufiel In seinem Gedicht „An den kleinen Radioapparat“ beschrieb Bert.PDF,keep,,variant_001,Representative kept for variant_001.
Asyl-Bezahlkarte geplant.PDF,keep,,,
Attraktive Sonderstellung für Ukrainer bei Sozialleistungen Neue Studie des Bundestags zeigt_ Deutsc(2).PDF,drop,duplicate_exact,exact_001,Dropped in favor of representative file: Attraktive Sonderstellung für Ukrainer bei Sozialleistungen Neue Studie des Bundestags zeigt_ Deutsc.PDF (exact_001).
Attraktive Sonderstellung für Ukrainer bei Sozialleistungen Neue Studie des Bundestags zeigt_ Deutsc.PDF,keep,,exact_001,Representative kept for exact_001.
Aus dem Ausland an die Unis locken.PDF,keep,,,
Blausteiner Ortsteile sind nun in der Pflicht Flüchtlingsunterkünfte 30 Standorte hatten die Ortscha.PDF,keep,,,
BRANDENBURG.PDF,keep,,,
Chancengleichheit dank KI.PDF,keep,,,
Chancenkarte für gesuchte Fachkräfte Einwanderungsgesetz wird weiter reformiert.PDF,keep,,,
Das Jobwunder der Flüchtlinge Analyse Als die Migration im Jahr 2015 in Deutschland auf ihrem Höhepu(2).PDF,drop,duplicate_exact,exact_002,Dropped in favor of representative file: Das Jobwunder der Flüchtlinge Analyse Als die Migration im Jahr 2015 in Deutschland auf ihrem Höhepu.PDF (exact_002).
Das Jobwunder der Flüchtlinge Analyse Als die Migration im Jahr 2015 in Deutschland auf ihrem Höhepu.PDF,keep,,exact_002,Representative kept for exact_002.
Debatte über Flüchtlingssituation.PDF,drop,regional_variant,variant_002,Dropped in favor of representative file: Gerderath _ Debatte über Flüchtlingssituation.PDF (variant_002).
Der Herausforderer.PDF,keep,,,
Deutschland soll Israel keine Waffen liefern Das Forum Menschenrechte fordert von der Bundesregierun.PDF,keep,,,
Die CDU rückt nach rechts   und das ist auch gut so Kommentar von Stefan Reinecke zum Grundsatzprogr.PDF,drop,commentary_noncore,,
Die Mär vom Anwerbeabkommen.PDF,keep,,,
Die Sache hat einige Haken.PDF,keep,,,
Die Unterwanderung des EU-Asylsystems Die neue niederländische Regierung verlangt eine Ausstiegsklau.PDF,keep,,,
Die Verteilung der Flüchtlinge Soziales In Ulm sind derzeit 2727 Flüchtlinge in städtischer Unterbri.PDF,keep,,,
Einbürgerungen_ Höchster Stand seit 25 Jahren Deutschland meldet rasanten Anstieg auf mehr als 200.0.PDF,keep,,,
Faeser will Ukrainer besser in EU verteilen Deutschland nimmt die meisten Flüchtlinge auf.PDF,keep,,,
Filetstück wird zwischengenutzt - DER ZEITPLAN.PDF,keep,,,
Flüchtlinge in ehemaliger Hauptschule.PDF,keep,,,
Flüchtlinge_ Warnung vor Schulkrise.PDF,keep,,,
Geflüchtet und minderjährig.PDF,keep,,,
Geflüchtete_ Mehr Räume fürÂ  Freizeit_ Unterbringung In der Unterkunft am Mähringer Weg stehen Zimm.PDF,keep,,,
Georgien laut Pro Asyl kein sicheres Herkunftsland.PDF,keep,,,
Gerderath _ Debatte über Flüchtlingssituation.PDF,keep,,variant_002,Representative kept for variant_002.
Gesalbtes Gewissen.PDF,drop,commentary_noncore,,
Goch will Container für Flüchtlinge aufstellen Für den Wirtschaftsplan des Vermögensbetriebs wird ei.PDF,keep,,,
Grundsätze für eine Welt im Wandel Seit 75 Jahren versucht das Grundgesetz allgemeingültige Regeln f.PDF,keep,,,
Harter Kurs.PDF,keep,,,
Höcke hat sein Ziel verfehlt Thüringens AfD wollte bei den Kommunalwahlen stärkste Kraft werden. Das(2).PDF,drop,duplicate_exact,exact_003,Dropped in favor of representative file: Höcke hat sein Ziel verfehlt Thüringens AfD wollte bei den Kommunalwahlen stärkste Kraft werden. Das.PDF (exact_003).
Höcke hat sein Ziel verfehlt Thüringens AfD wollte bei den Kommunalwahlen stärkste Kraft werden. Das.PDF,keep,,exact_003,Representative kept for exact_003.
Im Zeichen schwindender Macht.PDF,drop,commentary_noncore,,
"IOC benennt Team der Flüchtlinge Olympia In Paris werden auch zehn Athletinnen und Athleten starten,.PDF",keep,,,
IOC nominiert Flüchtlingsteam für Paris Auch zehn in Deutschland lebende Sportlerinnen und Sportler(2).PDF,drop,duplicate_exact,exact_004,Dropped in favor of representative file: IOC nominiert Flüchtlingsteam für Paris Auch zehn in Deutschland lebende Sportlerinnen und Sportler.PDF (exact_004).
IOC nominiert Flüchtlingsteam für Paris Auch zehn in Deutschland lebende Sportlerinnen und Sportler.PDF,keep,,exact_004,Representative kept for exact_004.
Jeder sollte Schwimmen lernen.PDF,keep,,,
Jugendtheater.PDF,keep,,,
Keine Unterkunft für Flüchtlinge am Wunderland(2).PDF,drop,regional_variant,variant_003,Dropped in favor of representative file: Keine Unterkunft für Flüchtlinge am Wunderland.PDF (variant_003).
Keine Unterkunft für Flüchtlinge am Wunderland.PDF,keep,,variant_003,Representative kept for variant_003.
Lob und Tadel für die deutsche Migrationspolitik Einwanderung Wie der Sachverständigenrat die Lage i.PDF,keep,,,
Mehr Abschiebungen und freiwillige Ausreisen Migration Die von der Bundesregierung vorgelegten Fakte.PDF,keep,,,
Migranten aus der Türkei nutzen Rückkehrhilfen aus In Deutschland ist die Zahl der Antragsteller spr(2).PDF,drop,duplicate_exact,exact_005,Dropped in favor of representative file: Migranten aus der Türkei nutzen Rückkehrhilfen aus In Deutschland ist die Zahl der Antragsteller spr.PDF (exact_005).
Migranten aus der Türkei nutzen Rückkehrhilfen aus In Deutschland ist die Zahl der Antragsteller spr.PDF,keep,,exact_005,Representative kept for exact_005.
