batch_id,corpus_name,source_archive,file_name,file_path,title_original,title_normalized,publication,publication_normalized,date,byline,word_count,body_char_count,body_hash_exact,duplicate_group_id,duplicate_category,keep_drop_review,drop_reason,kept_representative_of_group,representative_selection_reason,malformed_flag,malformed_reason,notes,section,low_value_flag,low_value_reason
2022-02,Main Corpus,2022-02(50).ZIP,"_Wir müssen Ordnung in die Zuwanderung bringen_ FDP-Innenpolitiker Stephan Thomae erklärt, wie ein _.PDF","C:\PythonProjects\AfD-project\Corpora\Main Corpus\2022-02\raw_unarchive\_Wir müssen Ordnung in die Zuwanderung bringen_ FDP-Innenpolitiker Stephan Thomae erklärt, wie ein _.PDF","""Wir müssen Ordnung in die Zuwanderung bringen""; FDP-Innenpolitiker Stephan Thomae erklärt, wie ein",wir müssen ordnung in die zuwanderung bringen fdpinnenpolitiker stephan thomae erklärt wie ein,Die Welt,die welt,Montag 21. Februar 2022,Marcel Leubecher,811,6048,f0093129d333db05dddd2ad91b8bb66d8b9a9827,,unique,keep,,no,,no,,,Politik; S. 4; Ausg. 36,no,
2022-02,Main Corpus,2022-02(50).ZIP,Auf dem Weg nach Westen Massenflucht Tausende von Ukrainern werden vor den russischen Truppen fliehe.PDF,C:\PythonProjects\AfD-project\Corpora\Main Corpus\2022-02\raw_unarchive\Auf dem Weg nach Westen Massenflucht Tausende von Ukrainern werden vor den russischen Truppen fliehe.PDF,Auf dem Weg nach Westen Massenflucht Tausende von Ukrainern werden vor den russischen Truppen fliehen.,auf dem weg nach westen massenflucht tausende von ukrainern werden vor den russischen truppen fliehen,Südwest Presse,südwest presse,Freitag 25. Februar 2022,,617,4421,8a2dc1ad06c2341889a96505088bce591dd015fa,,unique,keep,,no,,no,,,POLITIK; S. 4; Band 78; Ausg. 46,no,
2022-02,Main Corpus,2022-02(50).ZIP,Auf den Kindern lastet ein ungeheurer Druck Die Anthropologin Birgitt Röttger-Rössler erforscht das.PDF,C:\PythonProjects\AfD-project\Corpora\Main Corpus\2022-02\raw_unarchive\Auf den Kindern lastet ein ungeheurer Druck Die Anthropologin Birgitt Röttger-Rössler erforscht das.PDF,Auf den Kindern lastet ein ungeheurer Druck Die Anthropologin Birgitt Röttger-Rössler erforscht das Leben,auf den kindern lastet ein ungeheurer druck die anthropologin birgitt röttgerrössler erforscht das leben,Berliner Zeitung,berliner zeitung,11. Februar 2022,,1141,7915,2c4b6a3bcb96e8936427fbd25ef1ab98568595d2,,unique,keep,,no,,no,,,FAMILIE; S. 18,no,
2022-02,Main Corpus,2022-02(50).ZIP,"Bald wieder geöffnet Weil wieder mehr Zuwanderer kommen und Abschiebungen selten gelingen, bauen die(2).PDF","C:\PythonProjects\AfD-project\Corpora\Main Corpus\2022-02\raw_unarchive\Bald wieder geöffnet Weil wieder mehr Zuwanderer kommen und Abschiebungen selten gelingen, bauen die(2).PDF","Bald wieder geöffnet; Weil wieder mehr Zuwanderer kommen und Abschiebungen selten gelingen, bauen die",bald wieder geöffnet weil wieder mehr zuwanderer kommen und abschiebungen selten gelingen bauen die,Welt am Sonntag,welt am sonntag,12. Februar 2022,Marcel Leubecher,778,5916,09009f3f8f4f64da1a5a7b3aa72802ed7173fad0,exact_001,duplicate_exact,keep,,yes,lexical_filename_tiebreak,no,,Representative kept for exact_001.,Politik; S. 5; Ausg. 7,no,
2022-02,Main Corpus,2022-02(50).ZIP,"Bald wieder geöffnet Weil wieder mehr Zuwanderer kommen und Abschiebungen selten gelingen, bauen die(3).PDF","C:\PythonProjects\AfD-project\Corpora\Main Corpus\2022-02\raw_unarchive\Bald wieder geöffnet Weil wieder mehr Zuwanderer kommen und Abschiebungen selten gelingen, bauen die(3).PDF","Bald wieder geöffnet Weil wieder mehr Zuwanderer kommen und Abschiebungen selten gelingen, bauen die",bald wieder geöffnet weil wieder mehr zuwanderer kommen und abschiebungen selten gelingen bauen die,Welt am Sonntag,welt am sonntag,13. Februar 2022,Marcel Leubecher,778,5915,09009f3f8f4f64da1a5a7b3aa72802ed7173fad0,exact_001,duplicate_exact,drop,duplicate_exact,no,,no,,"Dropped in favor of representative file: Bald wieder geöffnet Weil wieder mehr Zuwanderer kommen und Abschiebungen selten gelingen, bauen die(2).PDF (exact_001).",Politik; S. 5; Ausg. 7,no,
2022-02,Main Corpus,2022-02(50).ZIP,"Bald wieder geöffnet Weil wieder mehr Zuwanderer kommen und Abschiebungen selten gelingen, bauen die.PDF","C:\PythonProjects\AfD-project\Corpora\Main Corpus\2022-02\raw_unarchive\Bald wieder geöffnet Weil wieder mehr Zuwanderer kommen und Abschiebungen selten gelingen, bauen die.PDF","Bald wieder geöffnet Weil wieder mehr Zuwanderer kommen und Abschiebungen selten gelingen, bauen die",bald wieder geöffnet weil wieder mehr zuwanderer kommen und abschiebungen selten gelingen bauen die,Welt am Sonntag,welt am sonntag,13. Februar 2022,Marcel Leubecher,736,5570,958e4cc28233010d565ac7c10d56ddd1580826a7,variant_001,regional_variant,keep,,yes,most_complete_metadata,no,,Representative kept for variant_001.,Politik; S. 8; Ausg. 7,no,
2022-02,Main Corpus,2022-02(50).ZIP,Blinder Syrer verlässt Kirchenasyl Protest gegen Abschiebung aus Bayern und Unterstützung von Univer.PDF,C:\PythonProjects\AfD-project\Corpora\Main Corpus\2022-02\raw_unarchive\Blinder Syrer verlässt Kirchenasyl Protest gegen Abschiebung aus Bayern und Unterstützung von Univer.PDF,Blinder Syrer verlässt Kirchenasyl Protest gegen Abschiebung aus Bayern und Unterstützung von Universität,blinder syrer verlässt kirchenasyl protest gegen abschiebung aus bayern und unterstützung von universität,"taz, die tageszeitung",taz die tageszeitung,Montag 21. Februar 2022,,271,1941,3b47326396132fdd497f06920a56d41e5d939e2f,,unique,keep,,no,,no,,,INLAND; S. 6,no,
2022-02,Main Corpus,2022-02(50).ZIP,Der Syrer Mheddin Saho rettete sich im Kirchenasyl in Bayern vor Abschiebung das portrait.PDF,C:\PythonProjects\AfD-project\Corpora\Main Corpus\2022-02\raw_unarchive\Der Syrer Mheddin Saho rettete sich im Kirchenasyl in Bayern vor Abschiebung das portrait.PDF,Der Syrer Mheddin Saho rettete sich im Kirchenasyl in Bayern vor Abschiebung das portrait,der syrer mheddin saho rettete sich im kirchenasyl in bayern vor abschiebung das portrait,"taz, die tageszeitung",taz die tageszeitung,Dienstag 22. Februar 2022,Patrick Guyton,464,3147,f17f39f2b51657dcbce767712ad3dc68f21034e5,,unique,keep,,no,,no,,,AKTUELLES; S. 2,no,
2022-02,Main Corpus,2022-02(50).ZIP,Deutschland bereitet sich auf Flüchtlingswelle vor(2).PDF,C:\PythonProjects\AfD-project\Corpora\Main Corpus\2022-02\raw_unarchive\Deutschland bereitet sich auf Flüchtlingswelle vor(2).PDF,Deutschland bereitet sich auf Flüchtlingswelle vor,deutschland bereitet sich auf flüchtlingswelle vor,Rheinische Post,rheinische post,Freitag 25. Februar 2022,Jana Wolf und Hagen Strauß,398,2972,7586fec1578a8e5d78cf1528425548722336100f,exact_002,duplicate_exact,drop,duplicate_exact,no,,no,,Dropped in favor of representative file: Deutschland bereitet sich auf Flüchtlingswelle vor.PDF (exact_002).,S. 4,no,
2022-02,Main Corpus,2022-02(50).ZIP,Deutschland bereitet sich auf Flüchtlingswelle vor.PDF,C:\PythonProjects\AfD-project\Corpora\Main Corpus\2022-02\raw_unarchive\Deutschland bereitet sich auf Flüchtlingswelle vor.PDF,Deutschland bereitet sich auf Flüchtlingswelle vor,deutschland bereitet sich auf flüchtlingswelle vor,Rheinische Post,rheinische post,Freitag 25. Februar 2022,Jana Wolf und Hagen Strauß,398,2972,7586fec1578a8e5d78cf1528425548722336100f,exact_002,duplicate_exact,keep,,yes,cleanest_parsed_version,no,,Representative kept for exact_002.,S. 4,no,
