group_id,group_type,item_count,files,titles,publications,dates
exact_001,duplicate_exact,2,500 000 Euro mehr für Asylbewerber(2).PDF | 500 000 Euro mehr für Asylbewerber.PDF,500 000 Euro mehr für Asylbewerber | 500 000 Euro mehr für Asylbewerber,Rheinische Post | Rheinische Post,17. September 2013 Dienstag | 17. September 2013 Dienstag
exact_002,duplicate_exact,2,Die große Wanderung(2).PDF | Die große Wanderung.PDF,Die große Wanderung | Die große Wanderung,Berliner Zeitung | Berliner Zeitung,13. September 2013 | 13. September 2013
near_001,duplicate_near,2,"_Sie hatten Angst, dass Oma illegal hier bleiben würde_(2).PDF | _Sie hatten Angst, dass Oma illegal hier bleiben würde_.PDF","""Sie hatten Angst, dass Oma illegal hier bleiben würde"" | ""Sie hatten Angst, dass Oma illegal hier bleiben würde""",Berliner Zeitung | Berliner Zeitung,11. September 2013 | 11. September 2013
near_002,duplicate_near,2,Hellersdorfs Selbstbefreiung(2).PDF | Hellersdorfs Selbstbefreiung.PDF,Hellersdorfs Selbstbefreiung | Hellersdorfs Selbstbefreiung,Berliner Zeitung | Berliner Zeitung,30. September 2013 | 30. September 2013
near_003,duplicate_near,2,Null Toleranz(2).PDF | Null Toleranz.PDF,Null Toleranz | Null Toleranz,Berliner Zeitung | Berliner Zeitung,20. September 2013 | 20. September 2013
near_004,duplicate_near,2,Rechte gegen Muslime(2).PDF | Rechte gegen Muslime.PDF,Rechte gegen Muslime | Rechte gegen Muslime,Frankfurter Rundschau | Frankfurter Rundschau,Dienstag 3. September 2013 | Dienstag 3. September 2013
variant_001,regional_variant,2,"_Sie hatten Angst, dass Oma illegal hier bleiben würde_(2).PDF | _Sie hatten Angst, dass Oma illegal hier bleiben würde_.PDF","""Sie hatten Angst, dass Oma illegal hier bleiben würde"" | ""Sie hatten Angst, dass Oma illegal hier bleiben würde""",Berliner Zeitung | Berliner Zeitung,11. September 2013 | 11. September 2013
variant_002,regional_variant,2,Hellersdorfs Selbstbefreiung(2).PDF | Hellersdorfs Selbstbefreiung.PDF,Hellersdorfs Selbstbefreiung | Hellersdorfs Selbstbefreiung,Berliner Zeitung | Berliner Zeitung,30. September 2013 | 30. September 2013
variant_003,regional_variant,2,Null Toleranz(2).PDF | Null Toleranz.PDF,Null Toleranz | Null Toleranz,Berliner Zeitung | Berliner Zeitung,20. September 2013 | 20. September 2013
variant_004,regional_variant,2,Rechte gegen Muslime(2).PDF | Rechte gegen Muslime.PDF,Rechte gegen Muslime | Rechte gegen Muslime,Frankfurter Rundschau | Frankfurter Rundschau,Dienstag 3. September 2013 | Dienstag 3. September 2013
