file_name,decision,reason,duplicate_group,notes
155 Euro pro Platz und Tag Nur dank Einnahmen aus der Flüchtlingsunterbringung arbeitet die Messe Be.PDF,keep,,,
63 Prozent der Bürgergeld-Bezieher mit Migrationshintergrund Die Bundesagentur für Arbeit registrier(2).PDF,drop,duplicate_exact,exact_001,Dropped in favor of representative file: 63 Prozent der Bürgergeld-Bezieher mit Migrationshintergrund Die Bundesagentur für Arbeit registrier.PDF (exact_001).
63 Prozent der Bürgergeld-Bezieher mit Migrationshintergrund Die Bundesagentur für Arbeit registrier(3).PDF,keep,,variant_001,Representative kept for variant_001.
63 Prozent der Bürgergeld-Bezieher mit Migrationshintergrund Die Bundesagentur für Arbeit registrier.PDF,keep,,exact_001,Representative kept for exact_001.
Aktivisten kämpfen gegen Abschiebung aus dem Kreis Kleve.PDF,keep,,,
Bezahlkarte bekommt Abhebelimit Erstmals sind Details für die Flüchtlingskarte bekannt. Die Kommunen(2).PDF,drop,duplicate_exact,exact_002,Dropped in favor of representative file: Bezahlkarte bekommt Abhebelimit Erstmals sind Details für die Flüchtlingskarte bekannt. Die Kommunen.PDF (exact_002).
Bezahlkarte bekommt Abhebelimit Erstmals sind Details für die Flüchtlingskarte bekannt. Die Kommunen.PDF,keep,,exact_002,Representative kept for exact_002.
Brennender Kinderwagen.PDF,keep,,,
Der nächste Winter beginnt Die Energie- und Wärmeversorgung in der Ukraine ist in weiten Teilen zers(2).PDF,drop,duplicate_exact,exact_003,Dropped in favor of representative file: Der nächste Winter beginnt Die Energie- und Wärmeversorgung in der Ukraine ist in weiten Teilen zers.PDF (exact_003).
Der nächste Winter beginnt Die Energie- und Wärmeversorgung in der Ukraine ist in weiten Teilen zers.PDF,keep,,exact_003,Representative kept for exact_003.
Der „Jobturbo“ ist nur ein halber Erfolg.PDF,keep,,,
Die große Herausforderung Flüchtlinge Eine Befragung unter Kommunen zeigt_ Viele halten die Lage für.PDF,keep,,,
Diesmal keine Flüchtlinge in Jugendherbergen Migration Warum die Unterbringung diesen Winter anders.PDF,keep,,variant_002,Representative kept for variant_002.
"Ein junger Syrer boxt sich durch Porträt Yazan Alnakdali, der an der AdK Ulm studiert hat, erzählt i.PDF",keep,,,
Ein Land steht am Abgrund Als die deutsche Entwicklungsministerin Svenja Schulze für wenige Stunden(2).PDF,drop,duplicate_exact,exact_004,Dropped in favor of representative file: Ein Land steht am Abgrund Als die deutsche Entwicklungsministerin Svenja Schulze für wenige Stunden.PDF (exact_004).
Ein Land steht am Abgrund Als die deutsche Entwicklungsministerin Svenja Schulze für wenige Stunden.PDF,keep,,exact_004,Representative kept for exact_004.
EKD mahnt Respekt vor Asylrecht an.PDF,keep,,,
"Erschreckendes Unwissen Es sind vor allem junge Männer, die sich auf den Weg nach Europa machen. Sie.PDF",keep,,,
"Erste Fortschritte bei Unterkünften Bewohner, Flüchtlingshelfer und Politiker machen unvermindert Dr.PDF",keep,,,
FDP kritisiert Aussage der FWI.PDF,keep,,,
"Flüchtlinge_ Anders kündigt im Sportausschuss schnelle Lösung an Der Sportdezernent geht davon aus,.PDF",keep,,,
Flüchtlings-Bezahlkarte in Emden ab März 2025 Migration Land startet Ausgabe im Dezember   Kommunen.PDF,keep,,,
Flüchtlingshilfe.PDF,keep,,,
Forderung nach Abschiebestopp Nach wie vor schiebt Deutschland Menschen in den Iran ab   auch nach d.PDF,keep,,,
