group_id,group_type,item_count,files,titles,publications,dates
exact_001,duplicate_exact,2,63 Prozent der Bürgergeld-Bezieher mit Migrationshintergrund Die Bundesagentur für Arbeit registrier(2).PDF | 63 Prozent der Bürgergeld-Bezieher mit Migrationshintergrund Die Bundesagentur für Arbeit registrier.PDF,63 Prozent der Bürgergeld-Bezieher mit Migrationshintergrund; Die Bundesagentur für Arbeit registriert einen | 63 Prozent der Bürgergeld-Bezieher mit Migrationshintergrund; Die Bundesagentur für Arbeit registriert einen,Welt am Sonntag | Welt am Sonntag,16. November 2024 | 17. November 2024
exact_002,duplicate_exact,2,Bezahlkarte bekommt Abhebelimit Erstmals sind Details für die Flüchtlingskarte bekannt. Die Kommunen(2).PDF | Bezahlkarte bekommt Abhebelimit Erstmals sind Details für die Flüchtlingskarte bekannt. Die Kommunen.PDF,Bezahlkarte bekommt Abhebelimit; Erstmals sind Details für die Flüchtlingskarte bekannt. Die Kommunen | Bezahlkarte bekommt Abhebelimit Erstmals sind Details für die Flüchtlingskarte bekannt. Die Kommunen,Rheinische Post | Rheinische Post,Samstag 16. November 2024 | Samstag 16. November 2024
exact_003,duplicate_exact,2,Der nächste Winter beginnt Die Energie- und Wärmeversorgung in der Ukraine ist in weiten Teilen zers(2).PDF | Der nächste Winter beginnt Die Energie- und Wärmeversorgung in der Ukraine ist in weiten Teilen zers.PDF,"Der nächste Winter beginnt Die Energie- und Wärmeversorgung in der Ukraine ist in weiten Teilen zerstört, | Der nächste Winter beginnt Die Energie- und Wärmeversorgung in der Ukraine ist in weiten Teilen zerstört,",Rheinische Post | Rheinische Post,Montag 18. November 2024 | Montag 18. November 2024
exact_004,duplicate_exact,2,Ein Land steht am Abgrund Als die deutsche Entwicklungsministerin Svenja Schulze für wenige Stunden(2).PDF | Ein Land steht am Abgrund Als die deutsche Entwicklungsministerin Svenja Schulze für wenige Stunden.PDF,Ein Land steht am Abgrund Als die deutsche Entwicklungsministerin Svenja Schulze für wenige Stunden den | Ein Land steht am Abgrund Als die deutsche Entwicklungsministerin Svenja Schulze für wenige Stunden den,Rheinische Post | Rheinische Post,Dienstag 5. November 2024 | Dienstag 5. November 2024
exact_005,duplicate_exact,2,"Kommunen wollen Gebühren erhöhen Die Steuereinnahmen in NRW fallen um 1,3 Milliarden Euro geringer a(2).PDF | Kommunen wollen Gebühren erhöhen Die Steuereinnahmen in NRW fallen um 1,3 Milliarden Euro geringer a.PDF","Kommunen wollen Gebühren erhöhen Die Steuereinnahmen in NRW fallen um 1,3 Milliarden Euro geringer | Kommunen wollen Gebühren erhöhen Die Steuereinnahmen in NRW fallen um 1,3 Milliarden Euro geringer",Rheinische Post | Rheinische Post,Mittwoch 6. November 2024 | Mittwoch 6. November 2024
exact_006,duplicate_exact,2,Kreativer Umgang mit Arbeitsverbot Asylbewerbern dürfen Helferjobs zugewiesen werden. Doch das passi(2).PDF | Kreativer Umgang mit Arbeitsverbot Asylbewerbern dürfen Helferjobs zugewiesen werden. Doch das passi.PDF,Kreativer Umgang mit Arbeitsverbot Asylbewerbern dürfen Helferjobs zugewiesen werden. Doch das passiert | Kreativer Umgang mit Arbeitsverbot Asylbewerbern dürfen Helferjobs zugewiesen werden. Doch das passiert,Die Welt | Die Welt,Freitag 22. November 2024 | Freitag 22. November 2024
near_001,duplicate_near,2,63 Prozent der Bürgergeld-Bezieher mit Migrationshintergrund Die Bundesagentur für Arbeit registrier(3).PDF | 63 Prozent der Bürgergeld-Bezieher mit Migrationshintergrund Die Bundesagentur für Arbeit registrier.PDF,63 Prozent der Bürgergeld-Bezieher mit Migrationshintergrund; Die Bundesagentur für Arbeit registriert einen | 63 Prozent der Bürgergeld-Bezieher mit Migrationshintergrund; Die Bundesagentur für Arbeit registriert einen,Welt am Sonntag | Welt am Sonntag,17. November 2024 | 17. November 2024
near_002,duplicate_near,2,Diesmal keine Flüchtlinge in Jugendherbergen Migration Warum die Unterbringung diesen Winter anders.PDF | Keine Flüchtlinge in Jugendherbergen Migration Warum die Unterbringung diesen Winter in Niedersachse.PDF,Diesmal keine Flüchtlinge in Jugendherbergen Migration Warum die Unterbringung diesen Winter anders | Keine Flüchtlinge in Jugendherbergen Migration Warum die Unterbringung diesen Winter in Niedersachsen,Nordwest-Zeitung | Nordwest-Zeitung,04. November 2024 | 04. November 2024
variant_001,regional_variant,2,63 Prozent der Bürgergeld-Bezieher mit Migrationshintergrund Die Bundesagentur für Arbeit registrier(3).PDF | 63 Prozent der Bürgergeld-Bezieher mit Migrationshintergrund Die Bundesagentur für Arbeit registrier.PDF,63 Prozent der Bürgergeld-Bezieher mit Migrationshintergrund; Die Bundesagentur für Arbeit registriert einen | 63 Prozent der Bürgergeld-Bezieher mit Migrationshintergrund; Die Bundesagentur für Arbeit registriert einen,Welt am Sonntag | Welt am Sonntag,17. November 2024 | 17. November 2024
variant_002,regional_variant,2,Diesmal keine Flüchtlinge in Jugendherbergen Migration Warum die Unterbringung diesen Winter anders.PDF | Keine Flüchtlinge in Jugendherbergen Migration Warum die Unterbringung diesen Winter in Niedersachse.PDF,Diesmal keine Flüchtlinge in Jugendherbergen Migration Warum die Unterbringung diesen Winter anders | Keine Flüchtlinge in Jugendherbergen Migration Warum die Unterbringung diesen Winter in Niedersachsen,Nordwest-Zeitung | Nordwest-Zeitung,04. November 2024 | 04. November 2024
