group_id,group_type,item_count,files,titles,publications,dates
exact_001,duplicate_exact,2,"Asylheim „sehr schlecht organisiert“ Die Flüchtlingsunterkunft, in der die Abschiebung des späteren(2).PDF | Asylheim „sehr schlecht organisiert“ Die Flüchtlingsunterkunft, in der die Abschiebung des späteren.PDF","Asylheim „sehr schlecht organisiert“ Die Flüchtlingsunterkunft, in der die Abschiebung des späteren Solingen- | Asylheim „sehr schlecht organisiert“ Die Flüchtlingsunterkunft, in der die Abschiebung des späteren Solingen-",Rheinische Post | Rheinische Post,Dienstag 28. Oktober 2025 | Dienstag 28. Oktober 2025
exact_002,duplicate_exact,2,Asylrecht für Geflüchtete aus Somalia(2).PDF | Asylrecht für Geflüchtete aus Somalia.PDF,Asylrecht für Geflüchtete aus Somalia | Asylrecht für Geflüchtete aus Somalia,Frankfurter Rundschau | Frankfurter Rundschau,Mittwoch 1. Oktober 2025 | Mittwoch 1. Oktober 2025
exact_003,duplicate_exact,2,Bamf prüft Syrer(2).PDF | Bamf prüft Syrer.PDF,Bamf prüft Syrer | Bamf prüft Syrer,Frankfurter Rundschau | Frankfurter Rundschau,Mittwoch 22. Oktober 2025 | Mittwoch 22. Oktober 2025
exact_004,duplicate_exact,2,Bundespolizei-Chef kritisiert Abschiebepraxis der Länder Dieter Romann beklagt im Interview mit WELT(2).PDF | Bundespolizei-Chef kritisiert Abschiebepraxis der Länder Dieter Romann beklagt im Interview mit WELT.PDF,Bundespolizei-Chef kritisiert Abschiebepraxis der Länder Dieter Romann beklagt im Interview mit WELT AM | Bundespolizei-Chef kritisiert Abschiebepraxis der Länder Dieter Romann beklagt im Interview mit WELT AM,Welt am Sonntag | Welt am Sonntag,4. Oktober 2025 | 5. Oktober 2025
exact_005,duplicate_exact,2,Dobrindts Abschottung(2).PDF | Dobrindts Abschottung.PDF,Dobrindts Abschottung | Dobrindts Abschottung,Frankfurter Rundschau | Frankfurter Rundschau,Freitag 10. Oktober 2025 | Freitag 10. Oktober 2025
exact_006,duplicate_exact,2,Eine Prüfung für die Demokratie In Syrien wird zehn Monate nach dem Sturz von Diktator Assad ein Leg(2).PDF | Eine Prüfung für die Demokratie In Syrien wird zehn Monate nach dem Sturz von Diktator Assad ein Leg.PDF,Eine Prüfung für die Demokratie In Syrien wird zehn Monate nach dem Sturz von Diktator Assad ein | Eine Prüfung für die Demokratie In Syrien wird zehn Monate nach dem Sturz von Diktator Assad ein,Rheinische Post | Rheinische Post,Samstag 4. Oktober 2025 | Samstag 4. Oktober 2025
exact_007,duplicate_exact,2,Gegen die Abschiebung im Linienflug(2).PDF | Gegen die Abschiebung im Linienflug.PDF,Gegen die Abschiebung im Linienflug | Gegen die Abschiebung im Linienflug,Frankfurter Rundschau | Frankfurter Rundschau,Samstag 18. Oktober 2025 | Samstag 18. Oktober 2025
exact_008,duplicate_exact,2,Rückkehr in ein „Pulverfass“_(2).PDF | Rückkehr in ein „Pulverfass“_.PDF,Rückkehr in ein „Pulverfass“? | Rückkehr in ein „Pulverfass“?,Frankfurter Rundschau | Frankfurter Rundschau,Freitag 24. Oktober 2025 | Freitag 24. Oktober 2025
exact_009,duplicate_exact,2,WELT KI-Gipfel Talente wachsen nicht auf Bäumen Die USA erschweren Visa für ausländische Arbeitskräf(2).PDF | WELT KI-Gipfel Talente wachsen nicht auf Bäumen Die USA erschweren Visa für ausländische Arbeitskräf.PDF,"WELT KI-Gipfel Talente wachsen nicht auf Bäumen Die USA erschweren Visa für ausländische Arbeitskräfte, | WELT KI-Gipfel Talente wachsen nicht auf Bäumen Die USA erschweren Visa für ausländische Arbeitskräfte,",Welt am Sonntag | Welt am Sonntag,11. Oktober 2025 | 12. Oktober 2025
near_001,duplicate_near,2,Jedes siebte Patent von Migranten Deutschland profitiert von dem Erfindergeist der Menschen mit eine(2).PDF | Jedes siebte Patent von Migranten Deutschland profitiert von dem Erfindergeist der Menschen mit eine.PDF,Jedes siebte Patent von Migranten; Deutschland profitiert von dem Erfindergeist der Menschen mit einer | Jedes siebte Patent von Migranten Deutschland profitiert von dem Erfindergeist der Menschen mit einer,Rheinische Post | Rheinische Post,Montag 13. Oktober 2025 | Montag 13. Oktober 2025
variant_001,regional_variant,2,Jedes siebte Patent von Migranten Deutschland profitiert von dem Erfindergeist der Menschen mit eine(2).PDF | Jedes siebte Patent von Migranten Deutschland profitiert von dem Erfindergeist der Menschen mit eine.PDF,Jedes siebte Patent von Migranten; Deutschland profitiert von dem Erfindergeist der Menschen mit einer | Jedes siebte Patent von Migranten Deutschland profitiert von dem Erfindergeist der Menschen mit einer,Rheinische Post | Rheinische Post,Montag 13. Oktober 2025 | Montag 13. Oktober 2025
