file_name,decision,reason,duplicate_group,notes
30 Quadratmeter Deutschland Zwei tschetschenische Familien landen nach langer Flucht in einem Ort in.PDF,keep,,,
85 Flüchtlinge sind umgezogen.PDF,keep,,,
Asyl_ Erste Schmierereien an Via Stenden.PDF,keep,,,
Ausländerbehörden kämpfen mit Kurswechsel AUFENTHALT Rot-Grün in Niedersachsen hat eine humanere Flü.PDF,keep,,,
Auto von Flüchtlingshelferin angezündet Katholische Seelsorgerin unterstützte die Bewohner des Heims.PDF,keep,,,
Besetzte Schule_ Flüchtlinge verjagen Hausmeister.PDF,keep,,,
"Bretter, die die Welt bedeuten Der Senat bezeichnet die Hütten der Flüchtlinge als illegal. Doch auc.PDF",keep,,,
Bretterbuden für die Rückkehrer Die Flüchtlinge auf dem Oranienplatz bauen sich jetzt feste Bleiben.PDF,keep,,,
"Da schwelt etwas im Lande FREMDENFEINDLICHKEIT Eingeworfene Scheiben, Brände, Hakenkreuze an der Fas.PDF",keep,,,
Deutschland Kompakt Atom_ Kommission für Endlager wird später eingerichtet ++ Rente mit 63_ Schlagab.PDF,keep,,,
Die Kirchen werden zur großen Koalition Deutschlands Bischöfe flüchten ins Unverbindliche - ihre Pap.PDF,keep,,,
Diesmal traf die Attacke Wansners Bürgerbüro CDU-Politiker kämpft gegen Flüchtlingscamp. Wieder Auto.PDF,keep,,,
Dublin-System funktioniert nicht.PDF,keep,,,
"Ein Zwischenruf zu ... ... Asylsuchenden Barbara John über Flüchtlinge, den Oranienplatz - und Europ.PDF",drop,commentary_noncore,,
Endstation Kreuzberg Der Flüchtlingsansturm auf die Außengrenzen Europas wird auch in Berlin spürbar.PDF,keep,,,
Erschreckend unwissend Neuntklässler befragen Laichinger zum Thema Asyl.PDF,keep,,,
"Es sind unsere Fremden Wer nach langen Strapazen nach Deutschland kommt, muss hier leichter arbeiten(2).PDF",drop,regional_variant,variant_001,"Dropped in favor of representative file: Es sind unsere Fremden Wer nach langen Strapazen nach Deutschland kommt, muss hier leichter arbeiten.PDF (variant_001)."
"Es sind unsere Fremden Wer nach langen Strapazen nach Deutschland kommt, muss hier leichter arbeiten.PDF",keep,,variant_001,Representative kept for variant_001.
Flüchtlingsfamilie hat 550 Unterstützer.PDF,keep,,,
Flüchtlingsquartiere_ Haan erregt Aufmerksamkeit.PDF,keep,,,
"Grenzen für den Grenzschutz Wer vor Tod oder Elend flieht, ist nicht abzuhalten Experten empfehlen A.PDF",keep,,,
Haan legt neues Flüchtlingskonzept vor.PDF,keep,,,
Hoffnung auf Leben ohne Angst.PDF,keep,,,
Integration funktioniert immer besser.PDF,keep,,,
Integrationsminister fordern mehr Anerkennung für Zuwanderer Auch Asylsuchende sollen Zugang zu Inte.PDF,keep,,,
"Irgendwie, irgendwo, irgendwann Noch keine Lösung für Flüchtlinge in Sicht.PDF",keep,,,
Jeder dritte Flüchtling reiste aus EU-Land ein Regeln für europäisches Asyl werden unterlaufen.PDF,keep,,,
"Kampf gegen Abschiebungen HILFE Bürger, Vereine, Initiativen und die Kirche in Osnabrück setzen sich.PDF",keep,,,
Kein Friede den Hütten ORANIENPLATZ Flüchtlinge ersetzen Zelte durch Bretterbuden_ Senat und Bezirk.PDF,keep,,,
Kranker Syrer muss nach Polen.PDF,keep,,,
Meister der Ablehnung ASYL Die Regierung hat Verbesserungen für Flüchtlinge im Koalitionsvertrag ver.PDF,drop,commentary_noncore,,
NACHRICHTEN.PDF,keep,,,
NOTIZEN vom 21. März 2014.PDF,keep,,,
Ostern gibt es Probleme.PDF,keep,,,
Poker um Polizeihaus STADTPLANUNG Ins _Polizeihaus_ in Findorff ziehen kurzfristig minderjährige Flü.PDF,keep,,,
Polizei bewacht das Camp der Flüchtlinge Sicherheit nach Bränden in Kreuzberg erhöht.PDF,keep,,,
Richter rechnen mit vielen Asyl-Klagen Rund 23 Prozent der Prozesse erfolgreich.PDF,keep,,,
Schleppende Aufnahme(2).PDF,keep,,,
Schleppende Aufnahme.PDF,keep,,,
Senatorin bietet Flüchtlingen offenbar Bleiberecht an.PDF,keep,,,
SENATSBILANZ In Berliner Heimen leben zurzeit mehr als 8400 Flüchtlinge.PDF,keep,,,
Solidaritätsfest für Flüchtlinge ASYL Mit einem Fest vor der Flüchtlingsunterkunft Nostdorf-Horst kr.PDF,keep,,,
Spanien will Polizei in Melilla verstärken.PDF,keep,,,
Tausende gegen Abschiebungen DEMONSTRATION Rund 4.000 Menschen gehen für ein Bleiberecht für die Lam.PDF,keep,,,
Traumatisierter Rom darf bleiben BLEIBERECHT Der Serbe Miroslaw Redzepovic hat einen jahrelangen Rec.PDF,keep,,,
Wie wir die Hodzics aus Bosnien retteten MENSCHLICHKEIT Mitten im Krieg evakuierte die Initiative _D.PDF,keep,,,
Wo Amerika seine Einwanderer liebt.PDF,keep,,,
Zwischen Kampf und Depression(2).PDF,drop,duplicate_exact,exact_001,Dropped in favor of representative file: Zwischen Kampf und Depression.PDF (exact_001).
Zwischen Kampf und Depression.PDF,keep,,exact_001,Representative kept for exact_001.
Überfall auf Flüchtlingsheim in Hellersdorf.PDF,keep,,,
