file_name,decision,reason,duplicate_group,notes
1000 Plätze für Flüchtlinge zusätzlichnötig Senator Czaja_ Wir werden den Wohnraum finden.PDF,keep,,,
"_Dieser Staat ist unsere Lebensversicherung_  Junge Juden aus der früheren Sowjetunion, die jetzt in.PDF",keep,,,
"_Manning müsste freigelassen und entschädigt werden_ Linken-Abgeordnete Sevim Dagdelen fordert, dass.PDF",keep,,,
_Sie dürfen sich jetzt küssen_ Sie liebten sich und lebten doch ständig in Angst. Weil er illegal in.PDF,keep,,,
Abschiebung nach Aktenlage MIGRATION Mit 27 Jahren soll ein junger Mann in die Türkei abgeschoben we.PDF,keep,,,
Amtsstuben werden multikulturell.PDF,keep,,,
Angeklagt_ die Bundesrepublik Deutschland FLÜCHTLINGSTRIBUNAL IN KREUZBERG.PDF,keep,,,
Auf der Suche nach dem Herz Europas.PDF,drop,commentary_noncore,,
Bundesregierung will Flüchtlings-Elite aus Syrien 5000 Bürgerkriegsopfer sollen nach Deutschland kom.PDF,keep,,,
Bürgermeister kämpft mit Flüchtlingen OBDACH FÜR AFRIKANER.PDF,keep,,,
Der Einwanderer als Investition Das neue Gesetz zur US -Staatsbürgerschaft von Benoît Bréville.PDF,keep,,,
Der Flüchtlingsansturm fällt aus KONTROLLE EU-Mitglieder sollen Grenzen dichtmachen können. Doch die.PDF,keep,,,
Deutschland Afrikanische Flüchtlinge wollen hierbleiben ++ Nach Zensus wird eine Milliarde umverteil.PDF,keep,,,
Deutschland kann seine Migranten nicht halten OECD -Studie_ Die wenigsten Neuzuwanderer bleiben läng.PDF,keep,,,
Deutschland Kompakt Appell an Politik_ Prominente_ „So kann es nicht weitergehen_ ++ Bundeswehr_ Sol.PDF,keep,,,
Deutschland Kompakt I Einwanderung_ Friedrich will bei Missbrauch „rausschmeißen_ ++ Anonyme Geburte.PDF,keep,,,
Deutschland Kompakt NPD-Verbot_ Bundesländer werden Verfahren wohl verschieben ++ Behinderung_ Vermö.PDF,keep,,,
Deutschland Kompakt Roma_ SPD-Politiker muss Mitgliedschaft ruhen lassen ++ Drohnen_ Grüne drohen mi.PDF,keep,,,
Die ganz große Ökumene NOTHILFE Neben christlichen Einrichtungen kümmert sich in Borgfelde auch eine.PDF,keep,,,
Die meisten Neuzuwanderer kommen aus EU-Ländern.PDF,keep,,,
Die neue Agora PROTEST Im Geiste von Brecht und Dylan demonstrieren Flüchtlinge inmitten von Kreuzbe.PDF,keep,,,
Ein bisschen Frieden Ein 23-jähriger Hochzeitssänger aus dem Gazastreifen gewinnt die Castingshow _A.PDF,keep,,,
"Eine zweite Chance ASYL Flüchtlinge in Schleswig-Holstein , die falsche Angaben zu Alter oder Herkun(2).PDF",drop,regional_variant,variant_001,"Dropped in favor of representative file: Eine zweite Chance ASYL Flüchtlinge in Schleswig-Holstein , die falsche Angaben zu Alter oder Herkun.PDF (variant_001)."
"Eine zweite Chance ASYL Flüchtlinge in Schleswig-Holstein , die falsche Angaben zu Alter oder Herkun.PDF",keep,,variant_001,Representative kept for variant_001.
Entspannung bei den Hauspreisen Forscher kritisieren Mietpreisbremse.PDF,keep,,,
EU beschließt ein gemeinsames Asylsystem.PDF,keep,,,
Europa bleibt eine Festung Die neue EU-Flüchtlingsverordnung _Dublin III_ ändert nichts am Prinzip.PDF,keep,,variant_002,Representative kept for variant_002.
Europa bleibt eine Festung Die neue EU-Flüchtlingsverordnung »Dublin III« ändert nichts am Prinzip.PDF,drop,regional_variant,variant_002,Dropped in favor of representative file: Europa bleibt eine Festung Die neue EU-Flüchtlingsverordnung _Dublin III_ ändert nichts am Prinzip.PDF (variant_002).
Flucht vor der Armut Einwanderer aus Osteuropa_ Südwest-Städte fordern Hilfe.PDF,keep,,,
Flüchtlinge verweigern auch Getränke.PDF,keep,,,
Gemeinsam gegen Asyl EUROPA EU-Innenminister beschließen vereinheitlichtes Asylrecht - Vorbild Deuts.PDF,keep,,,
"Gericht erlaubt Camp BESCHLUSS Ein symbolisches Flüchtlingscamp darf aufgebaut werden, auch mit mehr.PDF",keep,,,
GESCHLOSSENE HEIME IN DEUTSCHLAND.PDF,keep,,,
Gewalt bei Protest gegen Abschiebung Unterkünfte benötigt_ Zahl der Flüchtlinge wird steigen.PDF,keep,,,
Grenzen der Barmherzigkeit Eine Familie aus Tschetschenien gerÃ¤t in die MÃ¼hlen der europÃ¤ischen G.PDF,keep,,variant_003,Representative kept for variant_003.
Grenzen der Barmherzigkeit Eine Familie aus Tschetschenien gerät in die Mühlen der europäischen Gese.PDF,drop,regional_variant,variant_003,Dropped in favor of representative file: Grenzen der Barmherzigkeit Eine Familie aus Tschetschenien gerÃ¤t in die MÃ¼hlen der europÃ¤ischen G.PDF (variant_003).
Grenzen der offenen Stadt Hamburg hat ein Flüchtlingsproblem_ Afrikaner sind über Italien eingereist.PDF,keep,,,
Hungern bis zum Äußersten Im Münchner Asyl-Protestcamp eskaliert die Lage zusehends - noch werden di.PDF,keep,,,
Idol aus dem Gazastreifen.PDF,keep,,,
IN ALLER KÜRZE.PDF,keep,,,
Integration ist Schwarzer Peter SOZIALES Senat und Bundesregierung loben das Bremer Integrationsnetz.PDF,keep,,,
Investor_ Höchstens 100 Asylbewerber Heute Diskussion in Senden - Vertrag mit Regierung von Schwaben.PDF,keep,,,
Jeder ist verdächtig Datenbanken ordnen unsere Lebensweise zu Mustern - in diese Technik setzen Poli(2).PDF,drop,regional_variant,variant_004,Dropped in favor of representative file: Jeder ist verdächtig Datenbanken ordnen unsere Lebensweise zu Mustern - in diese Technik setzen Poli.PDF (variant_004).
Jeder ist verdächtig Datenbanken ordnen unsere Lebensweise zu Mustern - in diese Technik setzen Poli.PDF,keep,,variant_004,Representative kept for variant_004.
Jugendlichem Straftäter droht die Abschiebung.PDF,keep,,,
