file_name,decision,reason,duplicate_group,notes
553 Namen und eine große Angst.PDF,keep,,,
"_Bestehende Knäste müssten umgewidmet werden_ REFORM Künftig könnten Plätze in der Strafhaft fehlen,.PDF",keep,,,
"_Ein erster Schritt_ PERSPEKTIVE Es gilt, die Aufenthaltsrechte der Flüchtlinge zu klären, sagt Anwä.PDF",keep,,,
_Menschenwürdig unterbringen_.PDF,keep,,,
"Alles tun, was möglich ist.PDF",drop,commentary_noncore,,
"Asyl im Gästezimmer Als die Polizei die Gerhart-Hauptmann-Schule abriegelte, gab es auch Flüchtlinge.PDF",keep,,,
Ausland Kompakt Ukraine _ Steinmeier fordert Dialog mit den Separatisten ++ Flüchtlinge_ Mehr als 26.PDF,keep,,,
Bad Vilbel klagt für mehr Geld für Flüchtlinge.PDF,keep,,,
Berliner Flüchtlingsdrama.PDF,keep,,,
Bezirk hat die Lösung HAUPTMANNSCHULE Die Besetzer können in einem abgegrenzten Bereich der Schule b.PDF,keep,,,
Die linke Lebenslüge Die Regierung will mehr Flüchtlinge aus Syrien aufnehmen. Doch radikale Unterst(2).PDF,drop,regional_variant,variant_001,Dropped in favor of representative file: Die linke Lebenslüge Die Regierung will mehr Flüchtlinge aus Syrien aufnehmen. Doch radikale Unterst.PDF (variant_001).
Die linke Lebenslüge Die Regierung will mehr Flüchtlinge aus Syrien aufnehmen. Doch radikale Unterst.PDF,keep,,variant_001,Representative kept for variant_001.
Die neue Behutsamkeit.PDF,keep,,,
Ein paar Quadratmeter Berlin KREUZBERG Das Drama um die besetzte Schule endet mit einem Kompromiss_.PDF,keep,,,
"Ein unmoralisches Angebot ASYL Die Union geht auf die Grünen zu, damit diese das umstrittene Gesetz.PDF",keep,,,
EuGH_ Abschiebehäftlinge dürfen nicht ins Gefängnis Bundesländer müssen Unterbringung reformieren.PDF,keep,,,
Flüchtiges Recht.PDF,drop,commentary_noncore,,
Flüchtlinge abgeführt.PDF,keep,,,
Flüchtlinge brauchen Solidarität.PDF,keep,,,
Flüchtlinge können in der Schule bleiben Einigung mit dem Bezirk unterschrieben _ Besetzer sollen Te.PDF,keep,,,
Gauck fordert neue Flüchtlingspolitik Grundsatzrede des Bundespräsidenten_ Deutschland und Europa so.PDF,keep,,,
Gauck rügt Gleichgültigkeit.PDF,keep,,,
Gauck rügt Umgang mit Flüchtlingen.PDF,keep,,,
Gauck will neue Flüchtlingspolitik.PDF,keep,,,
"Gekommen, um zu bleiben Seit einer Woche ist der Kreuzberger Kiez rund um die Gerhart-Hauptmann-Schu.PDF",keep,,,
Jede Nacht wollen weitere Flüchtlinge in die Schule Neuer Hungerstreik am Brandenburger Tor.PDF,keep,,,
Kein Schutz vor Abschiebung.PDF,keep,,,
Kommentar · ABSCHIEBUNG_ Beschämend.PDF,drop,commentary_noncore,,
Kommentar · FLÜCHTLINGE_ Versagen der Berliner Politik.PDF,drop,commentary_noncore,,
"Kurzer Prozess auf hoher See AUSTRALIEN Regierung räumt ein, tamilische Boatpeople auf offener See a.PDF",keep,,,
Lampedusa in Hamburg.PDF,keep,,,
Land will Mittel für Flüchtlinge stark erhöhen.PDF,keep,,,
Mahmud will zu uns Kein Land profitiert so stark vom Dublin- Abkommen wie die Schweiz. Aber wie lang.PDF,keep,,,
Mehr Geld für Flüchtlinge.PDF,keep,,,
Panik vor der Räumung BESETZTE SCHULE Flüchtlinge reagieren geschockt auf neue Drohkulisse. Scharfe.PDF,keep,,,
Protestaktion am Tor_ Polizei räumt.PDF,keep,,,
Reden statt räumen Für die von Flüchtlingen besetzte Schule in Kreuzberg gibt es eine Verhandlungslö.PDF,keep,,,
Richter stärken Rechte von Flüchtlingen.PDF,keep,,,
Richterspruch verschafft Flüchtlingen Freiheit ASYL Nach Urteil des Bundesgerichtshofs werden 30 Abs.PDF,keep,,,
Schluss mit dem Misstrauen KOMMENTAR VON KONRAD LITSCHKO ZUR ABSCHIEBEHAFT IN DEUTSCHLAND.PDF,drop,commentary_noncore,,
Sieg der Angst ASYL Das Verhalten des Bezirks Kreuzberg in Sachen Hauptmann-Schule zeigt_ Die Solida.PDF,keep,,,
Solidarität mit Opfern der Asylpolitik.PDF,keep,,,
Szenen einer wilden Ehe KREUZBERGER WELTPOLITIK Die Flüchtlinge und Kreuzberg - das sah nach einem T.PDF,keep,,,
Thüringen setzt EU-Urteil zu Abschiebehaft um.PDF,keep,,,
Tumult im Abgeordnetenhaus Politiker wollen über die Flüchtlinge in Kreuzberg reden. Doch die Polize.PDF,keep,,,
Vom Brechen des Widerstands ASYL Die Besetzung des Fernsehturms wurde am Mittwochabend von der Poliz.PDF,keep,,,
Wohnraum für Flüchtlinge dringend gesucht.PDF,keep,,,
Wohnschiff sucht Ankerplatz FLÜCHTLINGE Sozialsenator Detlef Scheele plädiert für neue Lastenverteil.PDF,keep,,,
Zahl der Flüchtlinge stellt die Stadt vor Herausforderung.PDF,keep,,,
„Deutschland ist Zielland Nummer Eins_ EU-weit verzeichnet die Bundesrepublik die meisten illegalen.PDF,keep,,,
